Plant Code,State,County,Generator ID,Technology,Prime Mover,Nameplate Capacity (MW),Status,Operating Year,Planned Retirement Year,Energy Source,Fuel Category
2049.0,MS,Harrison,4,Natural Gas Steam Turbine,ST,299.2,OP,1968.0, ,NG,Gas
2049.0,MS,Harrison,5,Natural Gas Steam Turbine,ST,578.0,OP,1973.0, ,NG,Gas
2049.0,MS,Harrison,A,Natural Gas Fired Combustion Turbine,GT,41.9,OP,1970.0, ,NG,Gas
2070.0,MS,Jones,1,Natural Gas Fired Combined Cycle,CA,59.0,OP,1970.0, ,NG,Gas
2070.0,MS,Jones,2,Natural Gas Fired Combined Cycle,CA,59.0,OP,1970.0, ,NG,Gas
2070.0,MS,Jones,3,Natural Gas Steam Turbine,ST,59.0,OP,1970.0,2025,NG,Gas
2070.0,MS,Jones,4,Natural Gas Fired Combustion Turbine,GT,83.0,OP,1997.0, ,NG,Gas
2070.0,MS,Jones,5,Natural Gas Fired Combustion Turbine,GT,83.5,OP,2006.0, ,NG,Gas
2070.0,MS,Jones,GTG1,Natural Gas Fired Combined Cycle,CT,83.5,OP,2012.0, ,NG,Gas
2070.0,MS,Jones,GTG2,Natural Gas Fired Combined Cycle,CT,83.5,OP,2012.0, ,NG,Gas
2079.0,MO,Jackson,5,Conventional Steam Coal,ST,569.0,OP,1969.0, ,SUB,Coal
2079.0,MO,Jackson,6,Natural Gas Fired Combined Cycle,CT,170.0,OP,1997.0, ,NG,Gas
2079.0,MO,Jackson,7,Natural Gas Fired Combustion Turbine,GT,82.2,OP,2000.0, ,NG,Gas
2079.0,MO,Jackson,8,Natural Gas Fired Combustion Turbine,GT,82.2,OP,2000.0, ,NG,Gas
2079.0,MO,Jackson,9,Natural Gas Fired Combined Cycle,CA,142.8,OP,2000.0, ,NG,Gas
2098.0,MO,Buchanan,1,Natural Gas Steam Turbine,ST,23.0,OP,1950.0, ,NG,Gas
2098.0,MO,Buchanan,2,Natural Gas Steam Turbine,ST,25.0,OP,1958.0, ,NG,Gas
2098.0,MO,Buchanan,3,Natural Gas Steam Turbine,ST,12.5,OP,1962.0, ,NG,Gas
2098.0,MO,Buchanan,4,Natural Gas Steam Turbine,ST,90.0,OP,1966.0,2030,NG,Gas
2098.0,MO,Buchanan,5,Natural Gas Fired Combustion Turbine,GT,85.0,OP,1974.0, ,NG,Gas
2098.0,MO,Buchanan,6,Petroleum Liquids,GT,24.0,OP,1989.0, ,DFO,Oil
2098.0,MO,Buchanan,7,Petroleum Liquids,GT,18.9,OP,1990.0, ,DFO,Oil
2103.0,MO,Franklin,1,Conventional Steam Coal,ST,573.7,OP,1970.0, ,SUB,Coal
2103.0,MO,Franklin,2,Conventional Steam Coal,ST,573.7,OP,1971.0, ,SUB,Coal
2103.0,MO,Franklin,3,Conventional Steam Coal,ST,621.0,OP,1972.0, ,SUB,Coal
2103.0,MO,Franklin,4,Conventional Steam Coal,ST,621.0,OP,1973.0, ,SUB,Coal
2107.0,MO,St Charles,1,Conventional Steam Coal,ST,549.7,OP,1967.0,2028,SUB,Coal
2107.0,MO,St Charles,2,Conventional Steam Coal,ST,549.7,OP,1968.0,2028,SUB,Coal
2161.0,MO,Greene,GT1,Natural Gas Fired Combustion Turbine,GT,96.0,OP,1989.0, ,NG,Gas
2161.0,MO,Greene,GT2,Natural Gas Fired Combustion Turbine,GT,101.5,OP,1992.0, ,NG,Gas
2167.0,MO,New Madrid,1,Conventional Steam Coal,ST,650.0,OP,1972.0, ,RC,Coal
2167.0,MO,New Madrid,2,Conventional Steam Coal,ST,650.0,OP,1977.0, ,RC,Coal
2168.0,MO,Randolph,1,Conventional Steam Coal,ST,171.7,OP,1966.0, ,RC,Coal
2168.0,MO,Randolph,2,Conventional Steam Coal,ST,272.0,OP,1969.0, ,RC,Coal
2168.0,MO,Randolph,3,Conventional Steam Coal,ST,738.0,OP,1982.0, ,RC,Coal
2176.0,MT,Dawson,GT-2,Natural Gas Fired Combustion Turbine,GT,43.0,OP,2003.0, ,NG,Gas
2176.0,MT,Dawson,GT1,Natural Gas Fired Combustion Turbine,GT,40.7,OP,1979.0, ,NG,Gas
2226.0,NE,Gosper,1,Natural Gas Steam Turbine,ST,108.8,OP,1958.0, ,NG,Gas
2240.0,NE,Dodge,5OT,Natural Gas Fired Combustion Turbine,GT,40.0,OP,2003.0, ,NG,Gas
2240.0,NE,Dodge,6,Conventional Steam Coal,ST,16.5,OP,1957.0, ,SUB,Coal
2240.0,NE,Dodge,7,Conventional Steam Coal,ST,22.0,OP,1963.0, ,SUB,Coal
2240.0,NE,Dodge,8,Conventional Steam Coal,ST,91.5,OP,1976.0, ,SUB,Coal
2241.0,NE,Hall,GT1,Natural Gas Fired Combustion Turbine,GT,16.0,OP,1968.0, ,NG,Gas
2241.0,NE,Hall,GT2,Natural Gas Fired Combustion Turbine,GT,63.4,OP,2003.0, ,NG,Gas
2241.0,NE,Hall,GT3,Natural Gas Fired Combustion Turbine,GT,63.4,OP,2003.0, ,NG,Gas
2277.0,NE,Lancaster,1,Conventional Steam Coal,ST,108.8,OP,1961.0, ,SUB,Coal
2277.0,NE,Lancaster,2,Conventional Steam Coal,ST,119.9,OP,1965.0, ,SUB,Coal
2291.0,NE,Douglas,1,Natural Gas Steam Turbine,ST,73.5,OP,1954.0,2026,NG,Gas
2291.0,NE,Douglas,2,Natural Gas Steam Turbine,ST,108.8,OP,1957.0,2026,NG,Gas
2291.0,NE,Douglas,3,Natural Gas Steam Turbine,ST,108.8,OP,1959.0,2026,NG,Gas
2291.0,NE,Douglas,4,Conventional Steam Coal,ST,136.0,OP,1963.0, ,SUB,Coal
2291.0,NE,Douglas,5,Conventional Steam Coal,ST,217.6,OP,1968.0, ,SUB,Coal
2292.0,NE,Sarpy,1,Natural Gas Fired Combustion Turbine,GT,55.4,OP,1972.0, ,NG,Gas
2292.0,NE,Sarpy,2,Natural Gas Fired Combustion Turbine,GT,55.4,OP,1972.0, ,NG,Gas
2292.0,NE,Sarpy,3,Natural Gas Fired Combustion Turbine,GT,106.3,OP,1996.0, ,NG,Gas
2292.0,NE,Sarpy,4,Natural Gas Fired Combustion Turbine,GT,58.9,OP,2000.0, ,NG,Gas
2292.0,NE,Sarpy,5,Natural Gas Fired Combustion Turbine,GT,58.9,OP,2000.0, ,NG,Gas
2292.0,NE,Sarpy,BSD,Petroleum Liquids,IC,3.5,SB,1996.0, ,DFO,Oil
2322.0,NV,Clark,10,Natural Gas Fired Combined Cycle,CA,104.4,OP,1994.0, ,NG,Gas
2322.0,NV,Clark,11,Natural Gas Fired Combustion Turbine,GT,60.5,OP,2008.0, ,NG,Gas
2322.0,NV,Clark,12,Natural Gas Fired Combustion Turbine,GT,60.5,OP,2008.0, ,NG,Gas
2322.0,NV,Clark,13,Natural Gas Fired Combustion Turbine,GT,60.5,OP,2008.0, ,NG,Gas
2322.0,NV,Clark,14,Natural Gas Fired Combustion Turbine,GT,60.5,OP,2008.0, ,NG,Gas
2322.0,NV,Clark,15,Natural Gas Fired Combustion Turbine,GT,60.5,OP,2008.0, ,NG,Gas
2322.0,NV,Clark,16,Natural Gas Fired Combustion Turbine,GT,60.5,OP,2008.0, ,NG,Gas
2322.0,NV,Clark,17,Natural Gas Fired Combustion Turbine,GT,60.5,OP,2008.0, ,NG,Gas
2322.0,NV,Clark,18,Natural Gas Fired Combustion Turbine,GT,60.5,OP,2008.0, ,NG,Gas
2322.0,NV,Clark,19,Natural Gas Fired Combustion Turbine,GT,60.5,OP,2008.0, ,NG,Gas
2322.0,NV,Clark,20,Natural Gas Fired Combustion Turbine,GT,60.5,OP,2008.0, ,NG,Gas
2322.0,NV,Clark,21,Natural Gas Fired Combustion Turbine,GT,58.9,OP,2008.0, ,NG,Gas
2322.0,NV,Clark,22,Natural Gas Fired Combustion Turbine,GT,60.5,OP,2008.0, ,NG,Gas
2322.0,NV,Clark,9,Natural Gas Fired Combined Cycle,CA,104.4,OP,1993.0, ,NG,Gas
2322.0,NV,Clark,GT4,Natural Gas Fired Combustion Turbine,GT,72.4,OP,1973.0, ,NG,Gas
2322.0,NV,Clark,GT5,Natural Gas Fired Combined Cycle,CT,92.5,OP,1979.0, ,NG,Gas
2322.0,NV,Clark,GT6,Natural Gas Fired Combined Cycle,CT,92.5,OP,1979.0, ,NG,Gas
2322.0,NV,Clark,GT7,Natural Gas Fired Combined Cycle,CT,92.5,OP,1980.0, ,NG,Gas
2322.0,NV,Clark,GT8,Natural Gas Fired Combined Cycle,CT,92.5,OP,1982.0, ,NG,Gas
2330.0,NV,Lyon,1,Natural Gas Steam Turbine,ST,115.0,OP,1968.0,2028,NG,Gas
2330.0,NV,Lyon,2,Natural Gas Steam Turbine,ST,115.0,OP,1971.0,2028,NG,Gas
2336.0,NV,Storey,10,Natural Gas Fired Combined Cycle,CA,312.0,OP,2008.0, ,NG,Gas
2336.0,NV,Storey,3,Natural Gas Steam Turbine,ST,119.8,OP,1974.0, ,NG,Gas
2336.0,NV,Storey,4,Natural Gas Fired Combined Cycle,CT,69.7,OP,1994.0, ,NG,Gas
2336.0,NV,Storey,5,Natural Gas Fired Combined Cycle,CA,50.2,OP,1996.0, ,NG,Gas
2336.0,NV,Storey,8,Natural Gas Fired Combined Cycle,CT,155.6,OP,2008.0, ,NG,Gas
2336.0,NV,Storey,9,Natural Gas Fired Combined Cycle,CT,155.6,OP,2008.0, ,NG,Gas
2336.0,NV,Storey,GT3,Natural Gas Fired Combustion Turbine,GT,85.0,OP,1994.0, ,NG,Gas
2336.0,NV,Storey,GT4,Natural Gas Fired Combustion Turbine,GT,85.0,OP,1994.0, ,NG,Gas
2364.0,NH,Merrimack,1,Conventional Steam Coal,ST,113.6,OP,1960.0, ,BIT,Coal
2364.0,NH,Merrimack,2,Conventional Steam Coal,ST,345.6,OP,1968.0, ,BIT,Coal
2379.0,NJ,Cumberland,CA1,Natural Gas Fired Combustion Turbine,GT,41.9,OP,1973.0,2024,NG,Gas
2379.0,NJ,Cumberland,CA2,Natural Gas Fired Combustion Turbine,GT,41.9,OP,1973.0,2024,NG,Gas
2390.0,NJ,Middlesex,GT1,Petroleum Liquids,GT,53.0,OP,1972.0, ,DFO,Oil
2390.0,NJ,Middlesex,GT2,Petroleum Liquids,GT,53.0,OP,1972.0, ,DFO,Oil
2390.0,NJ,Middlesex,GT3,Petroleum Liquids,GT,53.0,OP,1972.0, ,DFO,Oil
2390.0,NJ,Middlesex,GT4,Petroleum Liquids,GT,53.0,OP,1973.0, ,DFO,Oil
2393.0,NJ,Hunterdon,4,Natural Gas Fired Combined Cycle,CT,54.0,OP,1974.0, ,NG,Gas
2393.0,NJ,Hunterdon,5,Natural Gas Fired Combined Cycle,CT,54.0,OP,1974.0, ,NG,Gas
2393.0,NJ,Hunterdon,6,Natural Gas Fired Combined Cycle,CT,54.0,OP,1974.0, ,NG,Gas
2393.0,NJ,Hunterdon,7,Natural Gas Fired Combined Cycle,CT,54.0,OP,1974.0, ,NG,Gas
2393.0,NJ,Hunterdon,8,Natural Gas Fired Combined Cycle,CA,135.0,OP,1977.0, ,NG,Gas
2393.0,NJ,Hunterdon,9,Natural Gas Fired Combustion Turbine,GT,161.0,OP,1996.0, ,NG,Gas
2398.0,NJ,Bergen,1101,Natural Gas Fired Combined Cycle,CT,112.5,OP,1995.0, ,NG,Gas
2398.0,NJ,Bergen,1201,Natural Gas Fired Combined Cycle,CT,112.5,OP,1995.0, ,NG,Gas
2398.0,NJ,Bergen,1301,Natural Gas Fired Combined Cycle,CT,112.5,OP,1995.0, ,NG,Gas
2398.0,NJ,Bergen,1401,Natural Gas Fired Combined Cycle,CT,112.5,OP,1995.0, ,NG,Gas
2398.0,NJ,Bergen,1501,Natural Gas Fired Combined Cycle,CA,325.2,OP,1959.0, ,NG,Gas
2398.0,NJ,Bergen,2101,Natural Gas Fired Combined Cycle,CT,183.6,OP,2002.0, ,NG,Gas
2398.0,NJ,Bergen,2201,Natural Gas Fired Combined Cycle,CT,183.6,OP,2002.0, ,NG,Gas
2398.0,NJ,Bergen,2301,Natural Gas Fired Combined Cycle,CA,258.4,OP,2002.0, ,NG,Gas
2399.0,NJ,Burlington,121,Natural Gas Fired Combustion Turbine,GT,60.5,OP,2000.0, ,NG,Gas
2399.0,NJ,Burlington,122,Natural Gas Fired Combustion Turbine,GT,60.5,OP,2000.0, ,NG,Gas
2399.0,NJ,Burlington,123,Natural Gas Fired Combustion Turbine,GT,60.5,OP,2000.0, ,NG,Gas
2399.0,NJ,Burlington,124,Natural Gas Fired Combustion Turbine,GT,60.5,OP,2000.0, ,NG,Gas
2404.0,NJ,Hudson,131,Natural Gas Fired Combustion Turbine,GT,60.5,OP,2012.0, ,NG,Gas
2404.0,NJ,Hudson,132,Natural Gas Fired Combustion Turbine,GT,60.5,OP,2012.0, ,NG,Gas
2404.0,NJ,Hudson,133,Natural Gas Fired Combustion Turbine,GT,60.5,OP,2012.0, ,NG,Gas
2404.0,NJ,Hudson,134,Natural Gas Fired Combustion Turbine,GT,60.5,OP,2012.0, ,NG,Gas
2404.0,NJ,Hudson,141,Natural Gas Fired Combustion Turbine,GT,60.5,OP,2012.0, ,NG,Gas
2404.0,NJ,Hudson,142,Natural Gas Fired Combustion Turbine,GT,60.5,OP,2012.0, ,NG,Gas
2404.0,NJ,Hudson,N121,Natural Gas Fired Combustion Turbine,GT,60.5,OP,2001.0, ,NG,Gas
2404.0,NJ,Hudson,N122,Natural Gas Fired Combustion Turbine,GT,60.5,OP,2001.0, ,NG,Gas
2404.0,NJ,Hudson,N123,Natural Gas Fired Combustion Turbine,GT,60.5,OP,2001.0, ,NG,Gas
2404.0,NJ,Hudson,N124,Natural Gas Fired Combustion Turbine,GT,60.5,OP,2001.0, ,NG,Gas
2406.0,NJ,Union,1001,Natural Gas Fired Combined Cycle,CA,315.0,OP,2006.0, ,NG,Gas
2406.0,NJ,Union,1101,Natural Gas Fired Combined Cycle,CT,181.4,OP,2006.0, ,NG,Gas
2406.0,NJ,Union,1201,Natural Gas Fired Combined Cycle,CT,181.4,OP,2006.0, ,NG,Gas
2406.0,NJ,Union,2001,Natural Gas Fired Combined Cycle,CA,315.0,OP,2006.0, ,NG,Gas
2406.0,NJ,Union,2101,Natural Gas Fired Combined Cycle,CT,181.4,OP,2006.0, ,NG,Gas
2406.0,NJ,Union,2201,Natural Gas Fired Combined Cycle,CT,181.4,OP,2006.0, ,NG,Gas
2406.0,NJ,Union,5,Natural Gas Fired Combustion Turbine,GT,96.1,OP,2000.0, ,NG,Gas
2406.0,NJ,Union,6,Natural Gas Fired Combustion Turbine,GT,96.1,OP,2000.0, ,NG,Gas
2406.0,NJ,Union,7,Natural Gas Fired Combustion Turbine,GT,96.1,OP,1995.0, ,NG,Gas
2406.0,NJ,Union,8,Natural Gas Fired Combustion Turbine,GT,96.1,OP,1995.0, ,NG,Gas
2411.0,NJ,Middlesex,701,Natural Gas Fired Combined Cycle,CT,365.5,OP,2018.0, ,NG,Gas
2411.0,NJ,Middlesex,702,Natural Gas Fired Combined Cycle,CA,244.0,OP,2018.0, ,NG,Gas
2434.0,NJ,Cumberland,11,Natural Gas Fired Combustion Turbine,GT,68.2,OP,2012.0, ,NG,Gas
2442.0,NM,San Juan,4,Conventional Steam Coal,ST,818.1,OP,1969.0,2031,BIT,Coal
2442.0,NM,San Juan,5,Conventional Steam Coal,ST,818.1,OP,1970.0,2031,BIT,Coal
2444.0,NM,Dona Ana,6,Natural Gas Steam Turbine,ST,50.0,OP,1957.0,2026,NG,Gas
2444.0,NM,Dona Ana,7,Natural Gas Steam Turbine,ST,50.0,OP,1958.0,2027,NG,Gas
2444.0,NM,Dona Ana,8,Natural Gas Steam Turbine,ST,166.5,OP,1972.0,2033,NG,Gas
2444.0,NM,Dona Ana,9,Natural Gas Fired Combustion Turbine,GT,131.8,OP,2013.0, ,NG,Gas
2446.0,NM,Lea,1,Natural Gas Steam Turbine,ST,113.6,OP,1967.0,2028,NG,Gas
2446.0,NM,Lea,2,Natural Gas Fired Combustion Turbine,GT,86.9,OP,1976.0,2025,NG,Gas
2446.0,NM,Lea,3,Natural Gas Fired Combustion Turbine,GT,11.5,OP,1963.0,2025,NG,Gas
2450.0,NM,Bernalillo,1,Natural Gas Steam Turbine,ST,44.0,OP,1960.0, ,NG,Gas
2450.0,NM,Bernalillo,2,Natural Gas Steam Turbine,ST,44.0,OP,1960.0, ,NG,Gas
2450.0,NM,Bernalillo,3,Natural Gas Steam Turbine,ST,66.0,OP,1962.0, ,NG,Gas
2454.0,NM,Lea,1,Natural Gas Steam Turbine,ST,75.0,OP,1957.0, ,NG,Gas
2454.0,NM,Lea,2,Natural Gas Steam Turbine,ST,190.4,OP,1965.0,2025,NG,Gas
2454.0,NM,Lea,3,Natural Gas Fired Combustion Turbine,GT,126.9,OP,1998.0,2040,NG,Gas
2454.0,NM,Lea,4,Natural Gas Fired Combustion Turbine,GT,126.9,OP,1998.0,2040,NG,Gas
2480.0,NY,Orange,1,Natural Gas Steam Turbine,ST,72.0,OP,1951.0, ,NG,Gas
2480.0,NY,Orange,2,Natural Gas Steam Turbine,ST,73.5,OP,1954.0, ,NG,Gas
2480.0,NY,Orange,3,Natural Gas Steam Turbine,ST,147.1,OP,1959.0, ,NG,Gas
2480.0,NY,Orange,4,Natural Gas Steam Turbine,ST,239.4,OP,1967.0, ,NG,Gas
2480.0,NY,Orange,5,Petroleum Liquids,IC,2.7,SB,1967.0, ,DFO,Oil
2480.0,NY,Orange,6,Petroleum Liquids,IC,2.7,SB,1967.0, ,DFO,Oil
2490.0,NY,Richmond,2,Natural Gas Steam Turbine,ST,342.0,OP,1959.0, ,NG,Gas
2490.0,NY,Richmond,3,Natural Gas Steam Turbine,ST,535.5,OP,1969.0, ,NG,Gas
2490.0,NY,Richmond,GT1,Natural Gas Fired Combustion Turbine,GT,18.0,OP,1970.0, ,NG,Gas
2493.0,NY,New York,1,Natural Gas Fired Combustion Turbine,GT,180.0,OP,2005.0, ,NG,Gas
2493.0,NY,New York,2,Natural Gas Fired Combustion Turbine,GT,180.0,OP,2005.0, ,NG,Gas
2493.0,NY,New York,6,Natural Gas Steam Turbine,ST,156.2,OP,1951.0, ,NG,Gas
2493.0,NY,New York,7,Natural Gas Steam Turbine,ST,200.0,OP,1955.0, ,NG,Gas
2500.0,NY,Queens,1,Natural Gas Steam Turbine,ST,400.0,OP,1963.0, ,NG,Gas
2500.0,NY,Queens,2,Natural Gas Steam Turbine,ST,400.0,OP,1963.0, ,NG,Gas
2500.0,NY,Queens,3,Natural Gas Steam Turbine,ST,1027.0,OP,1965.0, ,NG,Gas
2500.0,NY,Queens,4,Natural Gas Fired Combined Cycle,CT,181.0,OP,2003.0, ,NG,Gas
2500.0,NY,Queens,4S,Natural Gas Fired Combined Cycle,CA,87.5,OP,2003.0, ,NG,Gas
2504.0,NY,New York,GT1,Petroleum Liquids,GT,18.5,OP,1968.0, ,KER,Oil
2504.0,NY,New York,GT2,Petroleum Liquids,GT,18.5,OP,1968.0, ,KER,Oil
2511.0,NY,Nassau,10,Natural Gas Fired Combustion Turbine,GT,41.8,OP,1971.0, ,NG,Gas
2511.0,NY,Nassau,11,Natural Gas Fired Combustion Turbine,GT,41.8,OP,1971.0, ,NG,Gas
2511.0,NY,Nassau,12,Natural Gas Fired Combustion Turbine,GT,41.8,OP,1971.0, ,NG,Gas
2511.0,NY,Nassau,3,Natural Gas Fired Combustion Turbine,GT,18.0,OP,1970.0, ,NG,Gas
2511.0,NY,Nassau,4,Natural Gas Fired Combustion Turbine,GT,18.0,OP,1970.0, ,NG,Gas
2511.0,NY,Nassau,5,Natural Gas Fired Combustion Turbine,GT,18.0,OP,1970.0, ,NG,Gas
2511.0,NY,Nassau,6,Natural Gas Fired Combustion Turbine,GT,18.0,OP,1970.0, ,NG,Gas
2511.0,NY,Nassau,8,Natural Gas Fired Combustion Turbine,GT,18.0,OP,1970.0, ,NG,Gas
2511.0,NY,Nassau,9,Natural Gas Fired Combustion Turbine,GT,41.8,OP,1971.0, ,NG,Gas
2511.0,NY,Nassau,GT1,Natural Gas Fired Combustion Turbine,GT,18.0,OP,1970.0, ,NG,Gas
2511.0,NY,Nassau,GT2,Natural Gas Fired Combustion Turbine,GT,18.0,OP,1970.0, ,NG,Gas
2511.0,NY,Nassau,ST1,Natural Gas Steam Turbine,ST,188.0,OP,1956.0, ,NG,Gas
2511.0,NY,Nassau,ST2,Natural Gas Steam Turbine,ST,188.0,OP,1963.0, ,NG,Gas
2514.0,NY,Nassau,GT2,Petroleum Liquids,GT,55.0,OP,1972.0, ,DFO,Oil
2514.0,NY,Nassau,GT3,Petroleum Liquids,GT,55.0,OP,1972.0, ,DFO,Oil
2516.0,NY,Suffolk,2,Natural Gas Steam Turbine,ST,387.0,OP,1968.0, ,NG,Gas
2516.0,NY,Suffolk,3,Natural Gas Steam Turbine,ST,387.0,OP,1972.0, ,NG,Gas
2516.0,NY,Suffolk,4,Natural Gas Steam Turbine,ST,387.0,OP,1977.0, ,NG,Gas
2516.0,NY,Suffolk,GT1,Petroleum Liquids,GT,16.0,OP,1967.0, ,DFO,Oil
2516.0,NY,Suffolk,ST1,Natural Gas Steam Turbine,ST,387.0,OP,1967.0, ,NG,Gas
2517.0,NY,Suffolk,3,Natural Gas Steam Turbine,ST,188.0,OP,1958.0, ,NG,Gas
2517.0,NY,Suffolk,4,Natural Gas Steam Turbine,ST,188.0,OP,1960.0, ,NG,Gas
2517.0,NY,Suffolk,GT1,Petroleum Liquids,GT,16.0,OP,1966.0, ,DFO,Oil
2517.0,NY,Suffolk,GT2,Natural Gas Fired Combustion Turbine,GT,53.0,OP,2002.0, ,NG,Gas
2517.0,NY,Suffolk,GT3,Natural Gas Fired Combustion Turbine,GT,53.0,OP,2002.0, ,NG,Gas
2521.0,NY,Suffolk,4,Petroleum Liquids,GT,52.4,SB,1971.0, ,DFO,Oil
2527.0,NY,Yates,4,Natural Gas Steam Turbine,ST,112.0,OP,1953.0, ,NG,Gas
2539.0,NY,Albany,5,Natural Gas Fired Combined Cycle,CT,194.3,OP,2005.0, ,NG,Gas
2539.0,NY,Albany,6,Natural Gas Fired Combined Cycle,CT,194.3,OP,2005.0, ,NG,Gas
2539.0,NY,Albany,7,Natural Gas Fired Combined Cycle,CT,194.3,OP,2005.0, ,NG,Gas
2539.0,NY,Albany,8,Natural Gas Fired Combined Cycle,CA,310.2,OP,2005.0, ,NG,Gas
2594.0,NY,Oswego,ST5,Petroleum Liquids,ST,901.8,OP,1975.0, ,RFO,Oil
2594.0,NY,Oswego,ST6,Petroleum Liquids,ST,901.8,OP,1979.0, ,RFO,Oil
2625.0,NY,Rockland,1,Natural Gas Steam Turbine,ST,621.0,OP,1972.0, ,NG,Gas
2625.0,NY,Rockland,2,Natural Gas Steam Turbine,ST,621.0,OP,1974.0, ,NG,Gas
2628.0,NY,Rockland,GEN1,Natural Gas Fired Combustion Turbine,GT,46.5,OP,1972.0, ,NG,Gas
2632.0,NY,Orange,SHOE,Natural Gas Fired Combustion Turbine,GT,41.9,OP,1972.0, ,NG,Gas
2679.0,NY,Nassau,3,Petroleum Liquids,GT,18.1,OP,1973.0, ,KER,Oil
2679.0,NY,Nassau,CT5,Natural Gas Fired Combustion Turbine,GT,60.5,OP,2004.0, ,NG,Gas
2682.0,NY,Chautauqua,5,Natural Gas Steam Turbine,ST,24.5,OP,1951.0, ,NG,Gas
2682.0,NY,Chautauqua,6,Natural Gas Steam Turbine,ST,24.5,OP,1968.0, ,NG,Gas
2682.0,NY,Chautauqua,7,Natural Gas Fired Combustion Turbine,GT,47.3,OP,2001.0, ,NG,Gas
2706.0,NC,Buncombe,CT5,Natural Gas Fired Combined Cycle,CT,191.2,OP,2019.0, ,NG,Gas
2706.0,NC,Buncombe,CT7,Natural Gas Fired Combined Cycle,CT,191.2,OP,2020.0, ,NG,Gas
2706.0,NC,Buncombe,GT1,Natural Gas Fired Combustion Turbine,GT,211.7,OP,1999.0, ,NG,Gas
2706.0,NC,Buncombe,GT2,Natural Gas Fired Combustion Turbine,GT,211.8,OP,2000.0, ,NG,Gas
2706.0,NC,Buncombe,ST6,Natural Gas Fired Combined Cycle,CA,102.8,OP,2019.0, ,NG,Gas
2706.0,NC,Buncombe,ST8,Natural Gas Fired Combined Cycle,CA,102.8,OP,2020.0, ,NG,Gas
2707.0,NC,Anson,GT1,Petroleum Liquids,GT,17.5,OP,1971.0, ,DFO,Oil
2707.0,NC,Anson,GT2,Petroleum Liquids,GT,17.5,OP,1971.0, ,DFO,Oil
2707.0,NC,Anson,GT3,Petroleum Liquids,GT,17.5,OP,1971.0, ,DFO,Oil
2707.0,NC,Anson,GT4,Petroleum Liquids,GT,17.5,OP,1971.0, ,DFO,Oil
2712.0,NC,Person,1,Conventional Steam Coal,ST,410.8,OP,1966.0, ,BIT,Coal
2712.0,NC,Person,2,Conventional Steam Coal,ST,657.0,OP,1968.0, ,BIT,Coal
2712.0,NC,Person,3,Conventional Steam Coal,ST,745.2,OP,1973.0, ,BIT,Coal
2712.0,NC,Person,4,Conventional Steam Coal,ST,745.2,OP,1980.0, ,BIT,Coal
2716.0,NC,Robeson,GT1,Petroleum Liquids,GT,39.7,OP,1970.0, ,DFO,Oil
2716.0,NC,Robeson,GT2,Petroleum Liquids,GT,39.7,OP,1970.0, ,DFO,Oil
2716.0,NC,Robeson,GT3,Petroleum Liquids,GT,41.8,OP,1971.0, ,DFO,Oil
2716.0,NC,Robeson,GT4,Petroleum Liquids,GT,41.8,OP,1971.0, ,DFO,Oil
2718.0,NC,Gaston,1,Conventional Steam Coal,ST,163.2,OP,1957.0,2024,BIT,Coal
2718.0,NC,Gaston,5,Conventional Steam Coal,ST,272.0,OP,1961.0,2024,BIT,Coal
2720.0,NC,Rowan,CT11,Natural Gas Fired Combined Cycle,CT,185.3,OP,2011.0, ,NG,Gas
2720.0,NC,Rowan,CT12,Natural Gas Fired Combined Cycle,CT,185.3,OP,2011.0, ,NG,Gas
2720.0,NC,Rowan,ST10,Natural Gas Fired Combined Cycle,CA,327.3,OP,2011.0, ,NG,Gas
2721.0,NC,Cleveland,5,Natural Gas Steam Turbine,ST,621.0,OP,1972.0, ,NG,Gas
2721.0,NC,Cleveland,6,Natural Gas Steam Turbine,ST,909.5,OP,2012.0, ,NG,Gas
2723.0,NC,Rockingham,CT8,Natural Gas Fired Combined Cycle,CT,185.3,OP,2012.0, ,NG,Gas
2723.0,NC,Rockingham,CT9,Natural Gas Fired Combined Cycle,CT,185.3,OP,2012.0, ,NG,Gas
2723.0,NC,Rockingham,ST7,Natural Gas Fired Combined Cycle,CA,327.3,OP,2012.0, ,NG,Gas
2727.0,NC,Catawba,1,Natural Gas Steam Turbine,ST,348.5,OP,1965.0,2034,NG,Gas
2727.0,NC,Catawba,2,Conventional Steam Coal,ST,348.5,OP,1966.0,2034,BIT,Coal
2727.0,NC,Catawba,3,Natural Gas Steam Turbine,ST,711.0,OP,1969.0, ,NG,Gas
2727.0,NC,Catawba,4,Conventional Steam Coal,ST,711.0,OP,1970.0, ,BIT,Coal
2790.0,ND,Morton,3,Natural Gas Fired Combustion Turbine,GT,88.0,OP,2014.0, ,NG,Gas
2817.0,ND,Mercer,1,Conventional Steam Coal,ST,216.0,OP,1966.0, ,LIG,Coal
2817.0,ND,Mercer,2,Conventional Steam Coal,ST,440.0,OP,1975.0, ,LIG,Coal
2823.0,ND,Oliver,1,Conventional Steam Coal,ST,257.0,OP,1970.0, ,LIG,Coal
2823.0,ND,Oliver,2,Conventional Steam Coal,ST,477.0,OP,1977.0, ,LIG,Coal
2828.0,OH,Jefferson,1,Conventional Steam Coal,ST,615.2,OP,1967.0, ,BIT,Coal
