Facility ID,Technology,Technology_alt,Operating Year,Age,Total Capital Cost (2024$/kW),Total Nameplate Capacity (MW),Fuel Category,Energy Source
7928.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2003.0,21.0,690.7838752114263,102.0,Gas,NG
7929.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2003.0,21.0,2763.1355008457053,408.0,Gas,NG
7946.0,Natural Gas Fired Combined Cycle,Combined cycle,2004.0,20.0,2706.2075855689177,594.1,Gas,NG
7947.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2003.0,21.0,690.7838752114263,51.3,Gas,NG
7948.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2005.0,19.0,3856.1765557163535,402.0,Gas,NG
7953.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2008.0,16.0,1931.590734367356,270.9,Gas,NG
7960.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2002.0,22.0,2359.0546859903384,372.0,Gas,NG
7962.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2012.0,12.0,1926.4374087171786,96.0,Gas,NG
7964.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2002.0,22.0,2359.0546859903384,240.0,Gas,NG
7967.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2002.0,22.0,1179.5273429951692,88.0,Gas,NG
7972.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2002.0,22.0,2359.0546859903384,340.0,Gas,NG
7975.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2003.0,21.0,2763.1355008457053,186.0,Gas,NG
7981.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2002.0,22.0,5122.190186836044,799.2,Gas,NG
7984.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2002.0,22.0,589.7636714975846,60.5,Gas,NG
7985.0,Natural Gas Fired Combined Cycle,Combined cycle,2004.0,20.0,2713.379099342994,576.3,Gas,NG
7987.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2002.0,22.0,589.7636714975846,60.5,Gas,NG
7988.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2003.0,21.0,2022.269237026008,250.5,Gas,NG
7989.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2003.0,21.0,2072.351625634279,141.0,Gas,NG
7991.0,Natural Gas Fired Combined Cycle,Combined cycle,2005.0,19.0,2769.062952243126,169.3,Gas,NG
7999.0,Natural Gas Fired Combined Cycle,Combined cycle,2008.0,16.0,3195.939418950149,714.9000000000001,Gas,NG
8000.0,Natural Gas Fired Combined Cycle,Combined cycle,2005.0,19.0,2769.062952243126,247.1,Gas,NG
8002.0,Petroleum Liquids,Combustion turbine - aeroderivative,1974.0,50.0,0.0,414.0,Oil,RFO
8006.0,Natural Gas Steam Turbine,Oil/Gas steam,1974.0,50.0,4162.652606912713,1242.0,Gas,NG
8007.0,Petroleum Liquids,Combustion turbine - aeroderivative,1974.0,50.0,0.0,567.0,Oil,KER
8008.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1974.0,50.0,761.123315758641,71.2,Gas,NG
8012.0,Petroleum Liquids,Combustion turbine - aeroderivative,1974.0,50.0,0.0,546.4,Oil,DFO
8023.0,Conventional Steam Coal,Coal,1975.0,49.0,6587.176332747511,1112.0,Coal,SUB
8027.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2005.0,19.0,1285.3921852387844,559.4000000000001,Gas,NG
8031.0,Natural Gas Fired Combined Cycle,Combined cycle,2004.0,20.0,2706.2075855689177,602.8,Gas,NG
8042.0,Natural Gas Steam Turbine,Oil/Gas steam,1974.0,50.0,4162.652606912713,2491.2,Gas,NG
8048.0,Natural Gas Steam Turbine,Oil/Gas steam,1974.0,50.0,4162.652606912713,1112.4,Gas,NG
8049.0,Petroleum Liquids,Combustion turbine - aeroderivative,1997.0,27.0,4965.93140105008,1197.3000000000002,Oil,DFO
8053.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,594.5735117858569,47.0,Gas,NG
8054.0,Natural Gas Steam Turbine,Oil/Gas steam,1975.0,49.0,2081.3263034563565,781.4,Gas,NG
8056.0,Natural Gas Steam Turbine,Oil/Gas steam,1975.0,49.0,4162.652606912713,932.0,Gas,NG
8059.0,Natural Gas Fired Combined Cycle,Combined cycle,1974.0,50.0,2856.2882249560635,294.0,Gas,NG
8066.0,Conventional Steam Coal,Coal,1975.0,49.0,13174.352665495022,2326.0,Coal,SUB
8068.0,Natural Gas Fired Combined Cycle,Combined cycle,2005.0,19.0,8428.625546758187,1326.0,Gas,NG
8069.0,Conventional Steam Coal,Coal,1974.0,50.0,6587.176332747511,1015.5,Coal,BIT
8102.0,Conventional Steam Coal,Coal,1974.0,50.0,6587.176332747511,2600.0,Coal,BIT
8219.0,Conventional Steam Coal,Coal,1980.0,44.0,4582.444302360488,282.6,Coal,SUB
8222.0,Conventional Steam Coal,Coal,1981.0,43.0,3293.5881663737555,450.0,Coal,LIG
8223.0,Conventional Steam Coal,Coal,2006.0,18.0,11446.048070271445,1765.8000000000002,Coal,SUB
8224.0,Conventional Steam Coal,Coal,1985.0,39.0,6587.176332747511,567.0,Coal,SUB
8906.0,Natural Gas Steam Turbine,Oil/Gas steam,1961.0,63.0,9086.428529584067,1345.0,Gas,NG
10030.0,Natural Gas Fired Combined Cycle,Combined cycle,2001.0,23.0,2346.9844089845556,118.0,Gas,NG
10034.0,Natural Gas Fired Combined Cycle,Combined cycle,1987.0,37.0,1904.192149970709,130.0,Gas,NG
10156.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2004.0,20.0,1283.3627809810464,70.80000000000001,Gas,NG
10169.0,Natural Gas Fired Combined Cycle,Combined cycle,1989.0,35.0,1904.192149970709,55.8,Gas,NG
10190.0,Natural Gas Fired Combined Cycle,Combined cycle,1992.0,32.0,1904.192149970709,72.0,Gas,NG
10294.0,Natural Gas Fired Combined Cycle,Combined cycle,1989.0,35.0,1904.192149970709,133.2,Gas,NG
10307.0,Natural Gas Fired Combined Cycle,Combined cycle,1991.0,33.0,2856.2882249560635,386.09999999999997,Gas,NG
10308.0,Natural Gas Fired Combined Cycle,Combined cycle,1991.0,33.0,2856.2882249560635,430.20000000000005,Gas,NG
10349.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1989.0,35.0,761.123315758641,49.5,Gas,NG
10350.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2022.0,2.0,2725.169162506933,69.8,Gas,NG
10405.0,Natural Gas Fired Combined Cycle,Combined cycle,1990.0,34.0,1904.192149970709,36.2,Gas,NG
10617.0,Natural Gas Fired Combined Cycle,Combined cycle,1995.0,29.0,1904.192149970709,107.8,Gas,NG
10620.0,Natural Gas Fired Combined Cycle,Combined cycle,1991.0,33.0,1904.192149970709,62.9,Gas,NG
10621.0,Natural Gas Fired Combined Cycle,Combined cycle,1994.0,30.0,1904.192149970709,102.7,Gas,NG
10633.0,Natural Gas Fired Combined Cycle,Combined cycle,1990.0,34.0,3808.384299941418,399.0,Gas,NG
10649.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1995.0,29.0,761.123315758641,46.0,Gas,NG
10650.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1991.0,33.0,761.123315758641,46.0,Gas,NG
10678.0,Conventional Steam Coal,Coal,1999.0,25.0,2140.9114842454396,229.0,Coal,BIT
10682.0,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,7107.057038874044,297.20000000000005,Gas,NG
10725.0,Natural Gas Fired Combined Cycle,Combined cycle,1994.0,30.0,4760.480374926772,446.0,Gas,NG
10726.0,Natural Gas Fired Combined Cycle,Combined cycle,1993.0,31.0,2856.2882249560635,260.9,Gas,NG
10751.0,Natural Gas Fired Combined Cycle,Combined cycle,1993.0,31.0,1904.192149970709,172.9,Gas,NG
10761.0,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,7338.121862430773,358.9,Gas,NG
10776.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1990.0,34.0,761.123315758641,48.5,Gas,NG
10870.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1989.0,35.0,2530.414330251395,171.5,Gas,NG
50006.0,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,8411.032367998778,974.1000000000001,Gas,NG
50109.0,Natural Gas Fired Combined Cycle,Combined cycle,1989.0,35.0,2856.2882249560635,265.6,Gas,NG
50137.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1984.0,40.0,761.123315758641,101.9,Gas,NG
50243.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,594.5735117858569,186.8,Gas,NG
50279.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,2675.8998152422137,92.9,Gas,NG
50292.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2002.0,22.0,5292.093864615732,240.0,Gas,NG
50449.0,Natural Gas Fired Combined Cycle,Combined cycle,1991.0,33.0,1904.192149970709,56.599999999999994,Gas,NG
50450.0,Natural Gas Fired Combined Cycle,Combined cycle,1990.0,34.0,1904.192149970709,57.400000000000006,Gas,NG
50451.0,Natural Gas Fired Combined Cycle,Combined cycle,1989.0,35.0,1904.192149970709,59.900000000000006,Gas,NG
50458.0,Natural Gas Fired Combined Cycle,Combined cycle,1995.0,29.0,1904.192149970709,147.0,Gas,NG
50555.0,Petroleum Liquids,Combustion turbine - aeroderivative,1990.0,34.0,0.0,180.0,Oil,DFO
50558.0,Natural Gas Fired Combined Cycle,Combined cycle,1989.0,35.0,1904.192149970709,131.4,Gas,NG
50561.0,Natural Gas Fired Combined Cycle,Combined cycle,1990.0,34.0,4064.773273390712,251.8,Gas,NG
50612.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1991.0,33.0,761.123315758641,46.0,Gas,NG
50625.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2005.0,19.0,13141.936287474395,677.8,Gas,NG
50707.0,Natural Gas Fired Combined Cycle,Combined cycle,1994.0,30.0,6664.672524897482,396.9,Gas,NG
50744.0,Natural Gas Fired Combined Cycle,Combined cycle,1991.0,33.0,1904.192149970709,65.3,Gas,NG
50799.0,Natural Gas Fired Combined Cycle,Combined cycle,1991.0,33.0,3808.384299941418,135.0,Gas,NG
50815.0,Natural Gas Fired Combined Cycle,Combined cycle,1986.0,38.0,6664.672524897482,643.6,Gas,NG
50865.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1991.0,33.0,761.123315758641,38.9,Gas,NG
50949.0,Natural Gas Fired Combined Cycle,Combined cycle,1993.0,31.0,4257.89092005321,470.1,Gas,NG
50978.0,Natural Gas Fired Combined Cycle,Combined cycle,1993.0,31.0,2856.2882249560635,122.6,Gas,NG
51030.0,Natural Gas Fired Combined Cycle,Combined cycle,1990.0,34.0,2856.2882249560635,254.2,Gas,NG
52019.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,9032.319124204916,1313.0,Gas,NG
52026.0,Natural Gas Fired Combined Cycle,Combined cycle,1992.0,32.0,2871.687255090272,97.39999999999999,Gas,NG
52087.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1992.0,32.0,2283.3699472759226,388.79999999999995,Gas,NG
52088.0,Natural Gas Fired Combined Cycle,Combined cycle,1987.0,37.0,3808.384299941418,450.0,Gas,NG
52176.0,Natural Gas Fired Combined Cycle,Combined cycle,1987.0,37.0,2856.2882249560635,230.0,Gas,NG
54034.0,Natural Gas Fired Combined Cycle,Combined cycle,1994.0,30.0,1904.192149970709,88.2,Gas,NG
54041.0,Natural Gas Fired Combined Cycle,Combined cycle,1992.0,32.0,3808.384299941418,221.3,Gas,NG
54076.0,Natural Gas Fired Combined Cycle,Combined cycle,1994.0,30.0,1904.192149970709,90.6,Gas,NG
54114.0,Natural Gas Fired Combined Cycle,Combined cycle,1994.0,30.0,2856.2882249560635,121.2,Gas,NG
54131.0,Natural Gas Fired Combined Cycle,Combined cycle,1993.0,31.0,1904.192149970709,65.7,Gas,NG
54149.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1995.0,29.0,761.123315758641,47.0,Gas,NG
54271.0,Natural Gas Fired Combined Cycle,Combined cycle,1991.0,33.0,2856.2882249560635,127.2,Gas,NG
54324.0,Natural Gas Fired Combined Cycle,Combined cycle,1991.0,33.0,2856.2882249560635,254.2,Gas,NG
54365.0,Natural Gas Fired Combined Cycle,Combined cycle,1995.0,29.0,2856.2882249560635,157.2,Gas,NG
54426.0,Natural Gas Fired Combined Cycle,Combined cycle,1994.0,30.0,1904.192149970709,127.7,Gas,NG
54466.0,Natural Gas Fired Combined Cycle,Combined cycle,1993.0,31.0,952.0960749853544,122.4,Gas,NG
54476.0,Natural Gas Fired Combined Cycle,Combined cycle,1993.0,31.0,1904.192149970709,125.5,Gas,NG
54537.0,Natural Gas Fired Combined Cycle,Combined cycle,1994.0,30.0,2856.2882249560635,285.5,Gas,NG
54547.0,Natural Gas Fired Combined Cycle,Combined cycle,1994.0,30.0,5712.576449912127,1086.1,Gas,NG
54574.0,Natural Gas Fired Combined Cycle,Combined cycle,1994.0,30.0,2856.2882249560635,285.6,Gas,NG
54592.0,Natural Gas Fired Combined Cycle,Combined cycle,1992.0,32.0,1904.192149970709,104.1,Gas,NG
54593.0,Natural Gas Fired Combined Cycle,Combined cycle,1992.0,32.0,1904.192149970709,67.3,Gas,NG
54640.0,Natural Gas Fired Combined Cycle,Combined cycle,1994.0,30.0,2856.2882249560635,236.8,Gas,NG
54694.0,Natural Gas Fired Combined Cycle,Combined cycle,1994.0,30.0,1904.192149970709,62.6,Gas,NG
54749.0,Natural Gas Fired Combined Cycle,Combined cycle,1994.0,30.0,1904.192149970709,51.400000000000006,Gas,NG
54761.0,Natural Gas Fired Combined Cycle,Combined cycle,1996.0,28.0,3808.384299941418,621.2,Gas,NG
54768.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1992.0,32.0,761.123315758641,46.0,Gas,NG
54785.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1997.0,27.0,2725.950862633763,192.6,Gas,NG
54805.0,Natural Gas Fired Combined Cycle,Combined cycle,1993.0,31.0,1904.192149970709,249.3,Gas,NG
54817.0,Natural Gas Fired Combined Cycle,Combined cycle,1996.0,28.0,1904.192149970709,282.6,Gas,NG
54832.0,Natural Gas Fired Combined Cycle,Combined cycle,1996.0,28.0,2856.2882249560635,288.8,Gas,NG
54844.0,Natural Gas Fired Combined Cycle,Combined cycle,1994.0,30.0,3808.384299941418,300.4,Gas,NG
54854.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1991.0,33.0,2283.3699472759226,222.0,Gas,NG
54914.0,Natural Gas Fired Combined Cycle,Combined cycle,1996.0,28.0,3808.384299941418,322.0,Gas,NG
54915.0,Natural Gas Fired Combined Cycle,Combined cycle,1995.0,29.0,1904.192149970709,138.1,Gas,NG
55010.0,Natural Gas Fired Combined Cycle,Combined cycle,1997.0,27.0,1774.6538545533958,283.5,Gas,NG
55011.0,Natural Gas Fired Combined Cycle,Combined cycle,1997.0,27.0,1774.6538545533958,283.5,Gas,NG
55015.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1997.0,27.0,2825.7798816315826,572.0,Gas,NG
55026.0,Natural Gas Fired Combined Cycle,Combined cycle,1999.0,25.0,871.6428275290216,200.0,Gas,NG
55029.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1999.0,25.0,644.4280679933665,192.3,Gas,NG
55031.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1999.0,25.0,1929.3355153252385,163.5,Gas,NG
55039.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2000.0,24.0,640.4793793385054,150.0,Gas,NG
55040.0,Natural Gas Fired Combined Cycle,Combined cycle,1997.0,27.0,2656.8011068343208,323.0,Gas,NG
55041.0,Natural Gas Fired Combined Cycle,Combined cycle,1999.0,25.0,871.6428275290216,289.0,Gas,NG
55042.0,Natural Gas Fired Combined Cycle,Combined cycle,1999.0,25.0,2635.9373320908717,520.0,Gas,NG
55043.0,Natural Gas Fired Combined Cycle,Combined cycle,1998.0,26.0,1764.29450456185,101.2,Gas,NG
55047.0,Natural Gas Fired Combined Cycle,Combined cycle,2000.0,24.0,4362.865962299702,815.0,Gas,NG
55048.0,Natural Gas Fired Combined Cycle,Combined cycle,2000.0,24.0,1732.3809718252346,290.1,Gas,NG
55061.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,3553.0115498503246,1099.2,Gas,NG
55062.0,Natural Gas Fired Combined Cycle,Combined cycle,2000.0,24.0,3464.761943650469,939.6999999999999,Gas,NG
55063.0,Natural Gas Fired Combined Cycle,Combined cycle,2000.0,24.0,5197.142915475703,891.0,Gas,NG
55064.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1999.0,25.0,1287.1241606127587,243.9,Gas,NG
55065.0,Natural Gas Fired Combined Cycle,Combined cycle,1999.0,25.0,2609.4761409706607,521.0,Gas,NG
55068.0,Natural Gas Fired Combined Cycle,Combined cycle,2000.0,24.0,2598.571457737852,550.2,Gas,NG
55075.0,Natural Gas Fired Combined Cycle,Combined cycle,2001.0,23.0,1600.629644426688,230.4,Gas,NG
55077.0,Natural Gas Fired Combined Cycle,Combined cycle,2000.0,24.0,2598.571457737852,537.3,Gas,NG
55079.0,Natural Gas Fired Combined Cycle,Combined cycle,2001.0,23.0,1600.629644426688,427.5,Gas,NG
55081.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1999.0,25.0,2577.712271973466,460.0,Gas,NG
55086.0,Natural Gas Fired Combined Cycle,Combined cycle,2000.0,24.0,2598.571457737852,432.0,Gas,NG
55087.0,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,3571.9383279195404,968.1999999999999,Gas,NG
55088.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1999.0,25.0,2245.0577124200545,509.90000000000003,Gas,NG
55089.0,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,3177.0550724637683,894.2,Gas,NG
55091.0,Natural Gas Fired Combined Cycle,Combined cycle,2000.0,24.0,5065.391588077157,1734.0,Gas,NG
55097.0,Natural Gas Fired Combined Cycle,Combined cycle,2000.0,24.0,5197.142915475703,1112.6,Gas,NG
55098.0,Natural Gas Fired Combined Cycle,Combined cycle,2000.0,24.0,2609.4761409706607,529.0,Gas,NG
55100.0,Natural Gas Fired Combined Cycle,Combined cycle,2000.0,24.0,1732.3809718252346,274.5,Gas,NG
55101.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1999.0,25.0,644.4280679933665,77.4,Gas,NG
55102.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1999.0,25.0,2577.712271973466,170.1,Gas,NG
55103.0,Natural Gas Fired Combined Cycle,Combined cycle,2001.0,23.0,2400.944466640032,501.5,Gas,NG
55107.0,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,2382.791304347826,596.0,Gas,NG
55109.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1999.0,25.0,2573.763583318605,415.5,Gas,NG
55110.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2000.0,24.0,5123.835034708043,692.0,Gas,NG
55111.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2000.0,24.0,5123.835034708043,692.0,Gas,NG
55112.0,Natural Gas Fired Combined Cycle,Combined cycle,2001.0,23.0,2400.944466640032,636.0,Gas,NG
55116.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2000.0,24.0,3202.3968966925268,977.5,Gas,NG
55117.0,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,2382.791304347826,493.0,Gas,NG
55123.0,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,2382.791304347826,801.0,Gas,NG
55124.0,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,2382.791304347826,655.0,Gas,NG
55126.0,Natural Gas Fired Combined Cycle,Combined cycle,2004.0,20.0,1804.1383903792785,578.0,Gas,NG
55127.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2000.0,24.0,1280.9587586770108,300.0,Gas,NG
55128.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,1783.7205353575707,494.09999999999997,Gas,NG
55129.0,Natural Gas Fired Combined Cycle,Combined cycle,2001.0,23.0,5126.113629146965,745.1,Gas,NG
55131.0,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,6354.110144927537,1256.0,Gas,NG
55132.0,Natural Gas Fired Combined Cycle,Combined cycle,2001.0,23.0,3201.259288853376,939.5999999999999,Gas,NG
55135.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2000.0,24.0,1280.9587586770108,371.0,Gas,NG
55137.0,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,3177.0550724637683,940.2,Gas,NG
55139.0,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,2716.9648562300317,788.4000000000001,Gas,NG
55141.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,1783.7205353575707,495.0,Gas,NG
55144.0,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,3177.0550724637683,989.0,Gas,NG
55146.0,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,4765.582608695652,903.9000000000001,Gas,NG
55148.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2000.0,24.0,2561.9175173540216,242.0,Gas,NG
55149.0,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,2382.791304347826,840.0,Gas,NG
55151.0,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,3622.6198083067093,1156.0,Gas,NG
55153.0,Natural Gas Fired Combined Cycle,Combined cycle,2000.0,24.0,5197.142915475703,1088.2,Gas,NG
55154.0,Natural Gas Fired Combined Cycle,Combined cycle,2001.0,23.0,2400.944466640032,609.0,Gas,NG
55164.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2002.0,22.0,1769.2910144927537,624.0,Gas,NG
55165.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,1235.0528911243623,358.8,Gas,NG
55166.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2000.0,24.0,3110.58516158723,985.0,Gas,NG
55168.0,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,2382.791304347826,618.7,Gas,NG
55170.0,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,2716.9648562300317,790.0,Gas,NG
55172.0,Natural Gas Fired Combined Cycle,Combined cycle,2010.0,14.0,4701.436118570316,807.0,Gas,NG
55173.0,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,4765.582608695652,1389.1999999999998,Gas,NG
55176.0,Natural Gas Fired Combined Cycle,Combined cycle,2001.0,23.0,2400.944466640032,467.7,Gas,NG
55177.0,Natural Gas Fired Combined Cycle,Combined cycle,2001.0,23.0,2400.944466640032,708.0,Gas,NG
55178.0,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,2394.89341254263,655.2,Gas,NG
55179.0,Natural Gas Fired Combined Cycle,Combined cycle,2001.0,23.0,1600.629644426688,301.5,Gas,NG
55182.0,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,2506.2845965033653,685.2,Gas,NG
55183.0,Natural Gas Fired Combined Cycle,Combined cycle,2015.0,9.0,4692.103428571429,627.5,Gas,NG
55187.0,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,3977.3698946771124,918.3,Gas,NG
55188.0,Natural Gas Fired Combined Cycle,Combined cycle,2001.0,23.0,2400.944466640032,611.2,Gas,NG
55192.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,1778.9106950692985,580.0,Gas,NG
55193.0,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,2382.791304347826,728.0,Gas,NG
55196.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1999.0,25.0,1288.856135986733,87.6,Gas,NG
55197.0,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,5433.929712460064,801.0,Gas,NG
55198.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,2963.24787835274,1150.0,Gas,NG
55199.0,Natural Gas Fired Combustion Turbine,Combustion turbine,1999.0,25.0,5550.5798309027505,1728.0,Gas,NG
55200.0,Natural Gas Fired Combined Cycle,Combined cycle,2000.0,24.0,2526.644739941177,194.0,Gas,NG
55201.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2000.0,24.0,1280.9587586770108,270.0,Gas,NG
55202.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,4940.211564497449,380.0,Gas,NG
55204.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,1189.1470235717138,270.0,Gas,NG
55206.0,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,2382.791304347826,593.3,Gas,NG
55207.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2000.0,24.0,1235.0528911243623,142.2,Gas,NG
55210.0,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,1718.3949659349914,287.0,Gas,NG
55211.0,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,1588.5275362318841,578.0,Gas,NG
55212.0,Natural Gas Fired Combined Cycle,Combined cycle,2001.0,23.0,1600.629644426688,578.0,Gas,NG
55215.0,Natural Gas Fired Combined Cycle,Combined cycle,2001.0,23.0,4801.888933280064,1152.8,Gas,NG
55217.0,Natural Gas Fired Combined Cycle,Combined cycle,2001.0,23.0,2400.944466640032,678.3,Gas,NG
55218.0,Natural Gas Fired Combined Cycle,Combined cycle,2001.0,23.0,3763.5290478934985,600.4,Gas,NG
55220.0,Natural Gas Fired Combined Cycle,Combined cycle,2001.0,23.0,2400.944466640032,551.3,Gas,NG
55221.0,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,7148.373913043479,599.5,Gas,NG
55222.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2000.0,24.0,5123.835034708043,692.0,Gas,NG
55223.0,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,1588.5275362318841,418.0,Gas,NG
55224.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2000.0,24.0,2561.9175173540216,500.4,Gas,NG
55225.0,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,5099.756160577858,1214.0,Gas,NG
55226.0,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,4765.582608695652,1036.0,Gas,NG
55228.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2000.0,24.0,2561.9175173540216,236.0,Gas,NG
55229.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,2378.2940471434276,236.0,Gas,NG
55230.0,Natural Gas Fired Combined Cycle,Combined cycle,2006.0,18.0,6826.338870431893,1280.0,Gas,NG
55231.0,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,2382.791304347826,614.0,Gas,NG
55232.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2002.0,22.0,4718.109371980677,688.0,Gas,NG
55233.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,2972.8675589292843,294.5,Gas,NG
55234.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,4756.588094286855,814.4,Gas,NG
55236.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,4756.588094286855,692.0,Gas,NG
55237.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2000.0,24.0,5032.023299602746,483.0,Gas,NG
55238.0,Natural Gas Fired Combustion Turbine,Combustion turbine,2000.0,24.0,1280.9587586770108,316.0,Gas,NG
55239.0,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,3177.0550724637683,821.0999999999999,Gas,NG
