State,Facility ID,Gross Load (MWh),SO2 Mass (short tons),CO2 Mass (short tons),NOx Mass (short tons),Heat Input (mmBtu),Technology,Technology_alt,Operating Year,Age,Total Capital Cost (2024$/kW),Total Nameplate Capacity (MW),Fuel Category,Energy Source,Latitude,Longitude,wind_cf,pvout,Wind Size (MW),Solar Size (MW),NGCC-CCS Size (MW),Wind Capital Cost ($),Solar Capital Cost ($),NGCC-CCS Capital Cost ($),Existing Capital Cost ($),Remaining Capital Cost ($),Fixed O&M - Wind ($/year),Fixed O&M - Solar ($/year),Fixed O&M - NGCC-CCS ($/year),Variable O&M - Wind ($/year),Variable O&M - Solar ($/year),Variable O&M - NGCC-CCS ($/year),Fixed O&M - Existing ($/year),Variable O&M - Existing ($/year),Fuel costs ($/MWh),NGCC-CCS Fuel Cost ($/year),Existing Fuel Cost ($/year),Annualized Capital - Wind ($),Annualized Capital - Solar ($),Annualized Capital - NGCC-CCS ($),Annualized Capital - Existing ($),Old Emissions (tonnes CO2),New Emissions (tonnes CO2),Delta Emissions (tonnes CO2),Net Capital Cost - Wind ($/year),Net Fixed O&M - Wind ($/year),Net Variable O&M - Wind ($/year),Net Fuel Cost - Wind ($/year),Net Capital Cost - Solar ($/year),Net Fixed O&M - Solar ($/year),Net Variable O&M - Solar ($/year),Net Fuel Cost - Solar ($/year),Net Capital Cost - NGCC-CCS ($/year),Net Fixed O&M - NGCC-CCS ($/year),Net Variable O&M - NGCC-CCS ($/year),Net Fuel Cost - NGCC-CCS ($/year),Total Cost - Wind ($/year),Total Cost - Solar ($/year),Total Cost - NGCC-CCS ($/year),MACC - Wind ($/tonne CO2),MACC - Solar ($/tonne CO2),MACC - NGCC-CCS ($/tonne CO2)
TX,55153,7173679.85,15.906,3150618.612,892.911,53015249.057,Natural Gas Fired Combined Cycle,Combined cycle,2000.0,24.0,5197.142915475703,1088.2,Gas,NG,29.6244,-98.1419,0.24571101,1535.511,3332.8307819100132,4671.851855097732,1488.9331361560812,6992278980.447208,6764841486.181517,4675250047.530095,5655530920.62066,8022478700.855179,98785104.3758128,80168977.8334771,46246263.20900788,0.0,0.0,47131076.6145,0.0,0.0,0.0,178868533.37989998,0.0,507981456.7642268,491458370.3738004,339651826.89685285,582824345.0692168,2858193.0003416366,270398.1171751573,2587794.8831664794,-74842888.30499005,98785104.3758128,0.0,0.0,-91365974.69541645,80168977.8334771,0.0,0.0,-243172518.172364,46246263.20900788,47131076.6145,178868533.37989998,23942216.070822746,-11196996.861939356,29073355.031043887,8.37669676888893,-3.917509020769763,11.234798870716187
TX,55154,2141537.16,6.936,1373996.559,144.772,23120047.777,Natural Gas Fired Combined Cycle,Combined cycle,2001.0,23.0,2400.944466640032,609.0,Gas,NG,30.1478,-97.2714,0.18851951,1505.926,1296.77672215191,1422.0732784297975,444.48674968866754,2720637563.074707,2059162107.1663465,1395688394.022416,1462175180.1837795,2198570844.870476,38436462.04458261,24402777.45785532,13805758.445330013,0.0,0.0,14069899.141200002,0.0,0.0,0.0,53397087.54744,0.0,197651357.51631212,149595885.667187,101395242.60502064,159723778.7135935,1246468.6561774472,80721.14006100142,1165747.5161164457,37927578.80271861,38436462.04458261,0.0,0.0,-10127893.046406507,24402777.45785532,0.0,0.0,-58328536.10857287,13805758.445330013,14069899.141200002,53397087.54744,76364040.84730121,14274884.411448814,22944209.02539714,61.26430894900099,11.452261026142194,19.681971188609644
KY,55164,36844.35,0.131,25706.3,14.635,430084.306,Natural Gas Fired Combustion Turbine,Combustion turbine,2002.0,22.0,1769.2910144927537,624.0,Gas,NG,38.3902,-85.4133,0.34644762,1426.666,12.140294378359428,25.825490757105523,7.647229140722291,25470337.605798077,37395310.616288796,24012299.501867995,1104037593.0434783,1759668191.8820136,359838.3253745734,443165.4213919308,237522.93711083435,0.0,0.0,242067.3795,0.0,0.0,0.0,918677.0229,0.0,1850392.3023452454,2716728.6111055873,1744467.4211837125,127837978.72388782,23320.36205361,1388.7771794753996,21931.584874134598,-125987586.42154257,359838.3253745734,0.0,0.0,-125121250.11278223,443165.4213919308,0.0,0.0,-126093511.30270411,237522.93711083435,242067.3795,918677.0229,-125627748.096168,-124678084.69139029,-124695243.96319327,-5387.041067688775,-5346.318569359008,-5685.646736376759
LA,55165,105196.13,0.357,70701.519,51.018,1189698.999,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,1235.0528911243623,358.8,Gas,NG,30.1608,-93.345,0.30958128,1535.876,38.79010425029578,68.49259419724977,21.833982980489832,81381638.71712054,99177276.39761767,68558706.55873807,443136977.3354212,666314167.999508,1149738.689978767,1175332.916424806,678163.5113740142,0.0,0.0,691138.5741000001,0.0,0.0,0.0,2622960.30542,0.0,5912287.468075089,7205121.174834474,4980715.404657881,48406999.0155607,64139.3363035593,3965.166564564919,60174.16973899438,-42494711.54748561,1149738.689978767,0.0,0.0,-41201877.84072623,1175332.916424806,0.0,0.0,-43426283.61090282,678163.5113740142,691138.5741000001,2622960.30542,-41344972.85750685,-40026544.92430142,-39434021.220008805,-644.6117973817026,-624.0561133165362,-655.3313720995899
SC,55166,288724.79,1.006,177346.443,128.446,2982225.328,Natural Gas Fired Combustion Turbine,Combustion turbine,2000.0,24.0,3110.58516158723,985.0,Gas,NG,35.0786,-81.575,0.2157718,1555.965,152.75143599171233,185.55995561749867,59.92627438771274,320472512.7106125,268690815.7341381,188168501.577418,3063926384.163421,4346238134.481234,4527552.562794353,3184208.8383962773,1861310.0824823575,0.0,0.0,1896921.8702999998,0.0,0.0,0.0,7199063.913859999,0.0,23281979.210906316,19520095.29045798,13670236.816312648,315749469.54659504,160885.9796890221,10882.927762352358,150003.05192666972,-292467490.3356887,4527552.562794353,0.0,0.0,-296229374.2561371,3184208.8383962773,0.0,0.0,-302079232.73028237,1861310.0824823575,1896921.8702999998,7199063.913859999,-287939937.7728944,-293045165.4177408,-291121936.86364,-1789.7142953628154,-1821.446256436828,-1940.7734251030936
TX,55168,3101038.36,6.528,1293121.02,284.497,21759281.964,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,2382.791304347826,618.7,Gas,NG,30.1458,-97.55,0.28602868,1524.188,1237.637428116423,2034.551107765181,643.6360232461602,2596563324.188256,2946030004.043982,2021017112.992943,1474232980.0000002,2349703396.582866,36683573.36937078,34912897.00925051,19991334.882025737,0.0,0.0,20373822.0252,0.0,0.0,0.0,77321290.46824001,0.0,188637499.11725536,214025873.01081467,146824693.36169505,170703394.08621195,1173099.6045923939,116887.69939070223,1056211.9052016917,17934105.03104341,36683573.36937078,0.0,0.0,43322478.92460272,34912897.00925051,0.0,0.0,-23878700.7245169,19991334.882025737,20373822.0252,77321290.46824001,54617678.40041419,78235375.93385322,93807746.65094885,46.558432196720155,66.69116213796437,88.81527105399891
NH,55170,2266433.15,7.224,1431081.448,113.589,24080662.159,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,2716.9648562300317,790.0,Gas,NG,42.9042,-71.4261,0.25790653,1433.606,1003.1744534162443,1580.931732938241,470.40953715234537,2104660003.2672806,2289189149.2945733,1477085946.6583643,2146402236.4217253,3626301415.990828,29734090.799257483,27128788.53722022,14610920.223951846,0.0,0.0,14890465.795500001,0.0,0.0,0.0,56511244.162099995,0.0,152901258.29400712,166307099.8910779,107308686.2019761,263446850.6065505,1298255.1940794457,85428.85510333457,1212826.338976111,-110545592.31254339,29734090.799257483,0.0,0.0,-97139750.71547261,27128788.53722022,0.0,0.0,-156138164.4045744,14610920.223951846,14890465.795500001,56511244.162099995,-80811501.5132859,-70010962.17825238,-70125534.22302255,-62.24623778269337,-53.926964819805775,-57.81993016594918
TX,55172,4486284.75,10.196,2019725.609,301.169,33985713.618,Natural Gas Fired Combined Cycle,Combined cycle,2010.0,14.0,4701.436118570316,807.0,Gas,NG,31.8594,-97.3586,0.3457405,1570.94,1481.2640244033676,2855.7964768430525,931.1508405977584,3107691923.1982656,4135193298.46874,2923813639.476961,3794058947.686245,9638244039.551506,43904665.68331582,49005467.54262678,28921545.108966373,0.0,0.0,29474890.8075,0.0,0.0,0.0,111861023.9565,0.0,225770435.46676537,300417291.93469185,212411878.30775455,700207938.1488525,1832264.170682982,169101.90792966896,1663162.2627533132,-474437502.68208706,43904665.68331582,0.0,0.0,-399790646.2141606,49005467.54262678,0.0,0.0,-487796059.84109795,28921545.108966373,29474890.8075,111861023.9565,-430532836.99877125,-350785178.6715338,-317538599.9681316,-234.97312444760016,-191.44901935225727,-190.92460614303283
LA,55173,5839704.88,12.954,2566120.226,187.84,43180076.057,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,4765.582608695652,1389.1999999999998,Gas,NG,30.428611,-92.413056,0.27891815,1549.756,2390.066677499495,3768.1447595084314,1212.0599584889997,5014359889.393941,5456273611.7682085,3805868269.655459,6620347359.999999,10551827892.461344,70841576.32108504,64661364.07316469,37646582.31066833,0.0,0.0,38366861.0616,0.0,0.0,0.0,145607201.47792,0.0,364287787.7838233,396392338.6868288,276492187.06497854,766578810.6176355,2327945.007387742,220116.4865770499,2107828.520810692,-402291022.8338122,70841576.32108504,0.0,0.0,-370186471.9308067,64661364.07316469,0.0,0.0,-490086623.55265695,37646582.31066833,38366861.0616,145607201.47792,-331449446.51272714,-305525107.857642,-268465978.7024686,-142.37855510369494,-131.24240774075716,-127.3661382090104
TX,55176,2688528.46,7.673,1519905.574,387.095,25575281.462,Natural Gas Fired Combined Cycle,Combined cycle,2001.0,23.0,2400.944466640032,467.7,Gas,NG,32.4481,-94.6903,0.2660802,1529.302,1153.4478776329804,1758.0101618688698,558.0175300954753,2419933647.273993,2545598714.3861237,1752175044.4997923,1122921727.0475428,1688459087.2675228,34188195.09304154,30167454.377669808,17332024.484765463,0.0,0.0,17663631.9822,0.0,0.0,0.0,67035768.62164,0.0,175805545.35259545,184934975.69061545,127293609.72293495,122664714.78546415,1378835.0821775177,101338.92907917062,1277496.1530983471,53140830.567131296,34188195.09304154,0.0,0.0,62270260.90515129,30167454.377669808,0.0,0.0,4628894.937470794,17332024.484765463,17663631.9822,67035768.62164,87329025.66017283,92437715.2828211,106660320.02607626,63.335366780963355,67.04044339866908,83.49169566373253
AZ,55177,2754750.55,6.159,1220071.765,95.26,20529924.094,Natural Gas Fired Combined Cycle,Combined cycle,2001.0,23.0,2400.944466640032,708.0,Gas,NG,34.8678,-114.5317,0.20966479,1884.325,1499.8667086713313,1461.9296678562798,571.7622561228725,3146720354.792453,2116874159.0558932,1795333484.2258196,1699868682.3811426,2555973987.1400604,44456049.24501826,25086713.100413762,17758935.67517642,0.0,0.0,18098711.1135,0.0,0.0,0.0,68686950.2137,0.0,228605808.53924686,153788603.4168197,130429023.39063963,185688727.9626013,1106830.4381099953,103835.04388019616,1002995.3942297992,42917080.57664555,44456049.24501826,0.0,0.0,-31900124.545781612,25086713.100413762,0.0,0.0,-55259704.57196167,17758935.67517642,18098711.1135,68686950.2137,87373129.82166381,-6813411.44536785,49284892.43041474,78.93994130741531,-6.1557861175215915,49.13770563050356
MO,55178,2689483.08,5.827,1154385.417,147.509,19424650.501,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,2394.89341254263,655.2,Gas,NG,38.7931,-94.3006,0.47642896,1524.188,644.4163777089639,1764.5350184348288,558.2156662515566,1351985560.433406,2555046706.693632,1752797192.0298877,1569134163.897931,2500961465.8092804,19100501.43529369,30279420.916341662,17338178.593773346,0.0,0.0,17669903.8356,0.0,0.0,0.0,67059571.11672001,0.0,98220279.3157484,185621362.04752228,127338808.06378259,181692128.16959715,1047240.7882055198,101374.91165101872,945865.876554501,-83471848.85384876,19100501.43529369,0.0,0.0,3929233.8779251277,30279420.916341662,0.0,0.0,-54353320.10581456,17338178.593773346,17669903.8356,67059571.11672001,-64371347.418555066,34208654.79426679,47714333.4402788,-61.46757091925097,32.665510338729646,50.44513669748555
ID,55179,1834721.5,3.858,764141.996,76.954,12858151.534,Natural Gas Fired Combined Cycle,Combined cycle,2001.0,23.0,1600.629644426688,301.5,Gas,NG,47.7858,-116.9203,0.19290398,1349.964,1085.7375431621103,1359.0892161565725,380.80562474055625,2277877365.554107,1967961184.9947171,1195729661.6853466,482589837.7946464,725636682.7897629,32181260.77932495,23321970.949246787,11827822.704441676,0.0,0.0,12054120.255,0.0,0.0,0.0,45746945.881,0.0,165485311.11532223,142970237.94452962,86868458.35780284,52716715.14192494,693217.9273986612,69156.31161610597,624061.6157825552,112768595.97339728,32181260.77932495,0.0,0.0,90253522.80260468,23321970.949246787,0.0,0.0,34151743.2158779,11827822.704441676,12054120.255,45746945.881,144949856.75272223,113575493.75185147,103780632.05631956,209.09709778662915,163.83807928633615,166.29869460274634
CA,55182,2916903.62,6.023,1193052.258,50.559,20075420.528,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,2506.2845965033653,685.2,Gas,NG,35.2097,-119.585,0.09575501,1900.396,3477.4144858066147,1534.8925308176158,605.4179369032794,7295615591.222278,2222524384.6239076,1901012321.8762972,1717306205.524106,2901352700.3977313,103070565.35930806,26338755.828830287,18804281.120215856,0.0,0.0,19164056.783400003,0.0,0.0,0.0,72730074.86107999,0.0,530018531.3521157,161463977.3030139,138106475.91348025,210780115.53260425,1082318.7547580525,109947.09316856405,972371.6615894885,319238415.8195114,103070565.35930806,0.0,0.0,-49316138.22959036,26338755.828830287,0.0,0.0,-72673639.619124,18804281.120215856,19164056.783400003,72730074.86107999,422308981.1788195,-22977382.40076007,38024773.14557186,390.1891003202885,-21.229773853356686,39.105184414172065
IL,55183,2980274.28,6.199,1227808.79,165.758,20660292.397,Natural Gas Fired Combined Cycle,Combined cycle,2015.0,9.0,4692.103428571429,627.5,Gas,NG,41.774444,-89.607222,0.40752837,1430.684,834.8227688476717,2083.1115490253846,618.5708343711083,1751458169.0424151,3016345522.988757,1942312419.92528,2944294901.428571,10009317776.168623,24744146.86864499,35746194.1812756,19212810.115566622,0.0,0.0,19580402.0196,0.0,0.0,0.0,74310158.89751999,0.0,127241529.50128256,219134218.92301038,141106883.08117107,727166041.1966305,1113849.348813513,112335.72877907947,1001513.6200344336,-599924511.6953479,24744146.86864499,0.0,0.0,-508031822.2736201,35746194.1812756,0.0,0.0,-586059158.1154594,19212810.115566622,19580402.0196,74310158.89751999,-575180364.826703,-472285628.0923445,-472955787.0827728,-516.3897302982604,-424.01212389757137,-472.2409936536977
TX,55187,7701995.26,16.066,3182436.507,286.22,53550582.859,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,3977.3698946771124,918.3,Gas,NG,29.836952,-95.121744,0.22425492,1503.369,3920.6416648865925,5123.156833047259,1598.5876421751764,8225506212.932071,7418331094.252432,5019565196.430054,3652418774.281992,5821400630.769652,116207818.9472386,87913371.25509098,49652132.165960975,0.0,0.0,50602108.8582,0.0,0.0,0.0,192041549.81283998,0.0,597574072.8241354,538933679.07021,364665947.6739684,422918419.1728895,2887057.707871843,290311.9543027817,2596745.7535690614,174655653.65124595,116207818.9472386,0.0,0.0,116015259.89732051,87913371.25509098,0.0,0.0,-58252471.4989211,49652132.165960975,50602108.8582,192041549.81283998,290863472.5984845,203928631.1524115,234043319.33807987,100.74737051684731,70.63545373422231,90.12947032507986
IL,55188,789986.83,1.622,321209.282,37.422,5404750.709,Natural Gas Fired Combined Cycle,Combined cycle,2001.0,23.0,2400.944466640032,611.2,Gas,NG,41.712216,-90.279679,0.3963616,1439.45,227.5224176909954,548.8115994285605,163.96571814030716,477342032.3157084,794679195.9725555,514852354.96056455,1467457258.0103877,2206513136.920911,6743764.460361104,9417607.046194097,5092775.205437941,0.0,0.0,5190213.4731,0.0,0.0,0.0,19697531.619220003,0.0,34678379.05618315,57732578.57119206,37403463.16597242,160300777.58579367,291396.1461283854,29777.039942083717,261619.10618630168,-125622398.52961051,6743764.460361104,0.0,0.0,-102568199.01460162,9417607.046194097,0.0,0.0,-122897314.41982126,5092775.205437941,5190213.4731,19697531.619220003,-118878634.0692494,-93150591.96840753,-92916794.12206331,-407.9622728327814,-319.6699517342504,-355.1605824075261
FL,55192,10510.58,4.618,6299.292,1.954,102653.655,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,1778.9106950692985,580.0,Gas,NG,28.1289,-81.0978,0.20251298,1603.448,5.924745770922443,6.554986512068186,2.1815234537152346,12430116.627395285,9491620.469474733,6849983.644665836,1031768203.1401931,1551397890.5067394,175609.4646501412,112483.56854709006,67758.11847239519,0.0,0.0,69054.51060000001,0.0,0.0,0.0,262070.80172000002,0.0,903034.4426746042,689555.8953839901,497643.8555095993,112707368.03327006,5714.6213232324,396.1761748287199,5318.44514840368,-111804333.59059545,175609.4646501412,0.0,0.0,-112017812.13788608,112483.56854709006,0.0,0.0,-112209724.17776047,67758.11847239519,69054.51060000001,262070.80172000002,-111628724.12594531,-111905328.56933899,-111810840.74696808,-19533.87946671574,-19582.28240152949,-21023.219686777793
PA,55193,4204295.45,8.767,1736709.345,100.514,29223393.866,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,2382.791304347826,728.0,Gas,NG,40.4219,-75.9356,0.21296248,1402.56,2253.647765497433,2997.5867516257067,872.6225508509756,4728153012.013615,4340505616.354024,2740034809.6720634,1734672069.5652175,2764803738.0189533,66798119.76934391,51438588.65789713,27103656.4294313,0.0,0.0,27622221.106500003,0.0,0.0,0.0,104829902.7503,0.0,343495169.6811772,315333008.3445563,199060546.36751407,200859982.05069062,1575516.1461310214,158472.86155766778,1417043.2845733536,142635187.63048658,66798119.76934391,0.0,0.0,114473026.29386565,51438588.65789713,0.0,0.0,-1799435.6831765473,27103656.4294313,27622221.106500003,104829902.7503,209433307.3998305,165911614.9517628,157756344.60305476,132.92996578558314,105.30619781916562,111.32782344792832
PA,55196,133881.83,0.398,78727.869,51.015,1324762.372,Natural Gas Fired Combustion Turbine,Combustion turbine,1999.0,25.0,1288.856135986733,87.6,Gas,NG,40.546667,-79.768333,0.20793618,1294.446,73.50002019581956,103.42789529561296,27.787843503528432,154203042.37082943,149763592.38804755,87253828.60107927,112903797.51243782,151090749.63931558,2178540.5986040914,1774822.6832727182,863090.419219593,0.0,0.0,879603.6231,0.0,0.0,0.0,3338209.54922,0.0,11202683.176694388,10880161.967830773,6338895.671207557,10976578.49751152,71420.7182204043,5046.419064263719,66374.2991561406,226104.67918286845,2178540.5986040914,0.0,0.0,-96416.52968074568,1774822.6832727182,0.0,0.0,-4637682.826303962,863090.419219593,879603.6231,3338209.54922,2404645.27778696,1678406.1535919725,443220.76523563126,33.66873559526839,23.500269885447132,6.67759616102292
MS,55197,3990545.17,8.323,1648718.051,151.267,27742786.915,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,5433.929712460064,801.0,Gas,NG,33.6464,-88.2717,0.22149388,1529.667,2056.6784457181225,2608.7672613588406,828.2576110419261,4314911379.116621,3777494994.447602,2600728898.671648,4352577699.680511,7353588441.034566,60959949.13108515,44766446.20491771,25725681.398962222,0.0,0.0,26217881.7669,0.0,0.0,0.0,99500253.26877998,0.0,313473614.86884093,274430899.5057202,188940123.5692045,534230195.7869544,1495691.7904810195,150415.95429860422,1345275.8361824153,-220756580.91811347,60959949.13108515,0.0,0.0,-259799296.2812342,44766446.20491771,0.0,0.0,-345290072.2177499,25725681.398962222,26217881.7669,99500253.26877998,-159796631.7870283,-215032850.0763165,-193846255.7831077,-106.83794134862315,-143.76815560855704,-144.0940590542375
KY,55198,461820.84,1.577,312598.931,147.366,5260108.889,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,2963.24787835274,1150.0,Gas,NG,38.191661,-82.604586,0.17572469,1368.226,300.0106278870651,337.5325831781164,95.85322540473226,629422297.3070625,488747180.4419126,300979127.77085924,3407735060.105651,5123973551.0006,8892315.010572609,5792059.127336478,2977201.1810709834,0.0,0.0,3034162.9188,0.0,0.0,0.0,11515040.824560001,0.0,45726844.766922966,35506950.65293464,21865806.013776764,372251100.9839855,283584.9674395557,17407.451715070558,266177.5157244851,-326524256.21706253,8892315.010572609,0.0,0.0,-336744150.3310509,5792059.127336478,0.0,0.0,-350385294.9702087,2977201.1810709834,3034162.9188,11515040.824560001,-317631941.2064899,-330952091.2037144,-332858890.04577774,-1120.0591627769943,-1167.0297413569874,-1250.514676793036
IL,55199,947603.72,3.126,619216.215,172.48,10419817.58,Natural Gas Fired Combustion Turbine,Combustion turbine,1999.0,25.0,5550.5798309027505,1728.0,Gas,NG,41.4388,-88.1236,0.36373118,1416.074,297.40078917332465,669.1767075667054,196.6798920713989,623946855.6856351,968967872.5565895,617574861.1041926,9591401947.799953,12835459411.58836,8814959.391097343,11483072.301844666,6108877.44773765,0.0,0.0,6225756.4404,0.0,0.0,0.0,23627551.15448,0.0,45329059.89319896,70394461.21006301,44866141.42283668,932482154.7265762,561743.4762399105,35718.10661667247,526025.369623238,-887153094.8333772,8814959.391097343,0.0,0.0,-862087693.5165132,11483072.301844666,0.0,0.0,-887616013.3037395,6108877.44773765,6225756.4404,23627551.15448,-878338135.4422799,-850604621.2146685,-851653828.2611219,-1563.5929433867739,-1514.2225182716509,-1619.0356538718142
