facility_id,macc,emissions,transition,from_fuel,to_tech,nameplate_capacity,annual_generation,cumulative_end,cumulative_start
664,-1988.3780201824923,75587.62505794546,Gas to NGCC,Gas,NGCC,141.6,749021.72,75587.62505794546,0.0
55117,-1972.5779766260127,434334.9499911923,Gas to NGCC,Gas,NGCC,493.0,2168028.74,509922.5750491378,75587.6250579455
55306,-1956.5169817960789,499577.13365215575,Gas to NGCC,Gas,NGCC,619.0,10521537.06,1009499.7087012936,509922.5750491378
55026,-1949.8709273171637,31410.644507978912,Gas to NGCC,Gas,NGCC,200.0,355696.13,1040910.3532092725,1009499.7087012936
56224,-1924.6494709117014,680366.4331355356,Coal to NGCC,Coal,NGCC,242.0,1186632.75,1721276.786344808,1040910.3532092725
55478,-1845.1615386482267,9400.603241582498,Gas to NGCC,Gas,NGCC,40.0,41610.22,1730677.3895863905,1721276.786344808
8053,-1837.662863687807,9111.614347779603,Gas to NGCC,Gas,NGCC,47.0,46281.09,1739789.0039341701,1730677.3895863905
55196,-1775.2846847967962,26297.628047243314,Gas to NGCC,Gas,NGCC,87.6,133881.83,1766086.6319814133,1739789.0039341701
55089,-1732.7415318805158,1253797.0697282988,Gas to NGCC,Gas,NGCC,894.2,3861354.67,3019883.701709712,1766086.631981413
55154,-1708.584765123284,524692.0388436752,Gas to NGCC,Gas,NGCC,609.0,2141537.16,3544575.740553387,3019883.701709712
4072,-1691.3608264952175,33825.992710167295,Gas to NGCC,Gas,NGCC,91.0,109037.28,3578401.733263554,3544575.740553387
55149,-1613.2857456835404,903782.3836679037,Gas to NGCC,Gas,NGCC,840.0,3717837.89,4482184.116931458,3578401.733263554
55337,-1591.9534738074244,713608.4139992353,Gas to NGCC,Gas,NGCC,777.5999999999999,2853145.21,5195792.530930693,4482184.116931458
7825,-1572.3183555002613,35334.18180141469,Gas to NGCC,Gas,NGCC,154.8,146823.89,5231126.712732108,5195792.530930693
55505,-1564.9762436263402,88803.1639903889,Gas to NGCC,Gas,NGCC,154.2,248788.34,5319929.876722497,5231126.712732108
7552,-1558.2259072386134,35608.488990999555,Gas to NGCC,Gas,NGCC,173.9,709561.38,5355538.365713497,5319929.876722497
55259,-1533.3833314291041,666480.6080573936,Gas to NGCC,Gas,NGCC,576.8,2267428.2,6022018.97377089,5355538.365713497
3236,-1527.0448673758508,406979.9083350625,Gas to NGCC,Gas,NGCC,515.0,1203894.25,6428998.882105953,6022018.97377089
56397,-1504.0547998039863,8716.850981115298,Gas to NGCC,Gas,NGCC,44.0,52098.48,6437715.733087068,6428998.882105953
55135,-1492.4857261856923,161096.25811917003,Gas to NGCC,Gas,NGCC,371.0,612717.6,6598811.991206238,6437715.733087068
7749,-1395.0209340945846,24133.054793321702,Gas to NGCC,Gas,NGCC,121.2,73788.48,6622945.04599956,6598811.991206238
55029,-1338.2875383716778,38226.5699120697,Gas to NGCC,Gas,NGCC,192.3,148107.72,6661171.615911629,6622945.04599956
55176,-1295.8189669977098,472702.32216303574,Gas to NGCC,Gas,NGCC,467.7,2688528.46,7133873.938074665,6661171.615911629
55211,-1197.7041575367657,540245.0930295312,Gas to NGCC,Gas,NGCC,578.0,2005161.93,7674119.031104196,7133873.938074665
55419,-1160.9044603344876,2714248.14789274,Gas to Wind,Gas,Wind,987.0,9844595.77,10388367.178996935,7674119.031104196
55212,-1157.3923751758473,459703.9081621034,Gas to NGCC,Gas,NGCC,578.0,1838494.86,10848071.08715904,10388367.178996935
55654,-1140.377958591663,49536.05450709397,Gas to NGCC,Gas,NGCC,87.6,253981.0,10897607.141666133,10848071.08715904
10649,-1036.4584427188483,4711.670356104398,Gas to NGCC,Gas,NGCC,46.0,48863.68,10902318.812022237,10897607.141666133
55010,-987.0979815446028,98172.60975006642,Gas to NGCC,Gas,NGCC,283.5,1068102.77,11000491.421772303,10902318.812022237
1268,-931.6471907142887,28653.260884959698,Gas to NGCC,Gas,NGCC,64.0,81122.89,11029144.682657262,11000491.421772303
56319,-885.5857810783002,558823.4251616625,Coal to NGCC,Coal,NGCC,95.0,729201.25,11587968.107818924,11029144.68265726
54817,-804.1228501808464,88129.89952121116,Gas to NGCC,Gas,NGCC,282.6,1165178.14,11676098.007340135,11587968.107818924
55558,-797.2983707365663,82936.62099438957,Gas to NGCC,Gas,NGCC,66.5,345053.46,11759034.628334524,11676098.007340135
7947,-768.8348794415705,32014.6625008416,Gas to NGCC,Gas,NGCC,51.3,166462.41,11791049.290835366,11759034.628334524
689,-758.8188025054735,282370.8504197856,Gas to NGCC,Gas,NGCC,270.1,912036.0,12073420.141255151,11791049.290835366
55749,-754.3055306487696,484931.7149625367,Coal to NGCC,Coal,NGCC,115.7,504897.98,12558351.856217688,12073420.141255151
55733,-702.8873028651491,160163.05409914712,Gas to NGCC,Gas,NGCC,172.8,730645.86,12718514.910316834,12558351.856217688
55699,-645.6770468998691,33804.113336901995,Gas to NGCC,Gas,NGCC,60.5,123535.39,12752319.023653736,12718514.910316834
7699,-608.5814851747951,193453.39381484847,Gas to NGCC,Gas,NGCC,278.1,736121.22,12945772.417468585,12752319.023653736
54914,-598.4038133313167,388518.8278344944,Gas to NGCC,Gas,NGCC,322.0,1679381.57,13334291.24530308,12945772.417468585
50458,-585.33483107986,50230.22972090499,Gas to NGCC,Gas,NGCC,147.0,523187.5,13384521.475023985,13334291.24530308
7698,-526.6157630461944,30607.278995194996,Gas to NGCC,Gas,NGCC,97.0,940079.75,13415128.75401918,13384521.475023985
7697,-435.9854717160192,54294.48400802998,Gas to NGCC,Gas,NGCC,122.5,1141633.5,13469423.23802721,13415128.75401918
55349,-386.96581497471834,483264.5661925217,Gas to NGCC,Gas,NGCC,344.0,2246086.31,13952687.80421973,13469423.238027208
10678,-354.71614912997575,555760.8142862871,Coal to NGCC,Coal,NGCC,229.0,658186.54,14508448.618506018,13952687.80421973
7210,-307.56408496602694,467442.7808576007,Gas to NGCC,Gas,NGCC,417.3,1476651.41,14975891.399363618,14508448.618506018
54785,-294.04914731953073,398225.3242680596,Gas to NGCC,Gas,NGCC,192.6,895049.45,15374116.723631678,14975891.399363618
3006,-275.1000509705964,291378.25768301554,Gas to NGCC,Gas,NGCC,534.9,1101809.93,15665494.981314695,15374116.723631678
55479,-229.52837435191603,552350.9351431967,Coal to NGCC,Coal,NGCC,90.0,713811.3,16217845.916457891,15665494.981314695
55015,-200.76996605665204,1589549.56396941,Gas to NGCC,Gas,NGCC,572.0,3324179.91,17807395.480427302,16217845.916457891
55101,-183.0552951216042,61266.603164919805,Gas to NGCC,Gas,NGCC,77.4,188487.02,17868662.08359222,17807395.480427302
55088,-148.93880065135676,2069125.3979309648,Gas to NGCC,Gas,NGCC,509.90000000000003,3627979.0,19937787.481523186,17868662.08359222
7504,-119.00575982636164,575539.937085861,Coal to NGCC,Coal,NGCC,130.0,752832.76,20513327.418609045,19937787.481523186
55039,-107.24374172899901,156290.0045449159,Gas to NGCC,Gas,NGCC,150.0,561576.19,20669617.423153963,20513327.418609045
55064,-83.76478633875918,361149.9288959033,Gas to NGCC,Gas,NGCC,243.9,1740733.71,21030767.352049865,20669617.423153963
1391,-77.7942249975726,954228.5127537434,Gas to NGCC,Gas,NGCC,450.90000000000003,3333297.56,21984995.86480361,21030767.352049865
7325,-42.922550020384755,288688.35886331345,Gas to NGCC,Gas,NGCC,176.4,719261.22,22273684.22366692,21984995.86480361
57842,-40.07769166905487,97761.52195516851,Gas to NGCC,Gas,NGCC,192.0,430272.11,22371445.74562209,22273684.22366692
2716,0.0,2182.32351432,Oil to Wind,Oil,Wind,163.0,0.0,22373628.06913641,22371445.74562209
2707,0.0,1067.57495496,Oil to Wind,Oil,Wind,70.0,0.0,22374695.64409137,22373628.06913641
2504,0.07535700077617345,202738.7761160925,Oil to NGCC,Oil,NGCC,37.0,210.0,22577434.420207463,22374695.64409137
2712,53.01769626377501,3280609.1478183274,Coal to NGCC,Coal,NGCC,2558.2,2390750.27,25858043.56802579,22577434.420207463
3785,53.30177760019401,3221.15364725,Oil to NGCC,Oil,NGCC,27.0,2360.0,25861264.72167304,25858043.56802579
2514,53.42275600760069,1319.5887943199996,Oil to NGCC,Oil,NGCC,110.0,969.0,25862584.310467362,25861264.72167304
1564,54.64013997718651,8802.3730312033,Oil to NGCC,Oil,NGCC,180.6,6611.05,25871386.683498565,25862584.310467362
3982,54.918912189120725,211849.44740059174,Gas to NGCC,Gas,NGCC,27.2,159921.97,26083236.130899157,25871386.683498565
2390,59.82284009977789,858.2842516179999,Oil to NGCC,Oil,NGCC,212.0,705.76,26084094.415150777,26083236.130899157
54915,69.44219078370209,179630.397493402,Gas to NGCC,Gas,NGCC,138.1,1042639.9,26263724.81264418,26084094.415150777
2521,71.6996360972882,40.58674012,Oil to NGCC,Oil,NGCC,52.4,40.0,26263765.3993843,26263724.81264418
3116,76.70974708881101,391.68832934000005,Oil to NGCC,Oil,NGCC,54.0,413.0,26264157.08771364,26263765.3993843
341,85.00924251432474,6677.130075099001,Gas to NGCC,Gas,NGCC,252.0,7802.16,26270834.21778874,26264157.08771364
1554,86.91566234007361,77165.31684237639,Oil to NGCC,Oil,NGCC,922.5,92188.99,26347999.53463112,26270834.21778874
8012,87.209263627584,550.507475703,Oil to NGCC,Oil,NGCC,546.4,659.91,26348550.042106822,26347999.53463112
6098,89.94307337548749,1341498.77856141,Coal to NGCC,Coal,NGCC,451.0,1658505.34,27690048.82066823,26348550.042106822
7155,90.79395959265881,350.3275251824,Oil to NGCC,Oil,NGCC,90.2,437.21,27690399.148193415,27690048.82066823
6183,90.92957007445246,1258832.5048932135,Coal to NGCC,Coal,NGCC,410.0,1573373.95,28949231.65308663,27690399.148193415
3111,91.16578228329864,2661.7042401259996,Oil to NGCC,Oil,NGCC,54.0,3335.42,28951893.357326753,28949231.65308663
4271,93.469866466966,1073110.8725618054,Coal to NGCC,Coal,NGCC,387.0,1378716.86,30025004.22988856,28951893.357326753
6641,96.18613076200182,3819752.0627715075,Coal to NGCC,Coal,NGCC,1800.0,5050175.82,33844756.292660065,30025004.22988856
50555,96.32715016636593,3807.396176966899,Oil to NGCC,Oil,NGCC,180.0,5041.22,33848563.68883703,33844756.292660065
59,96.61832547866473,305228.9174212462,Coal to NGCC,Coal,NGCC,109.8,405362.95,34153792.60625827,33848563.68883703
1167,97.16171310796689,460960.67836944625,Coal to NGCC,Coal,NGCC,293.5,615627.36,34614753.28462772,34153792.60625827
6101,97.27642373098932,1527119.787246996,Coal to NGCC,Coal,NGCC,362.1,2041923.98,36141873.071874715,34614753.28462772
1393,97.7287133076575,1197626.7878922962,Coal to NGCC,Coal,NGCC,1433.6,1608801.83,37339499.85976701,36141873.071874715
879,98.69259321462891,1157560.5127620425,Coal to NGCC,Coal,NGCC,1785.6,1570316.28,38497060.37252905,37339499.85976701
1379,98.75278404579923,3967804.951397162,Coal to NGCC,Coal,NGCC,1575.0,5385903.06,42464865.32392621,38497060.372529045
594,99.38371891036168,19588.460754361797,Coal to NGCC,Coal,NGCC,464.1,26759.28,42484453.784680575,42464865.32392621
6772,99.39028260177253,518374.29405913176,Coal to NGCC,Coal,NGCC,446.0,708184.23,43002828.07873971,42484453.784680575
6204,100.09066060695513,7442444.103981525,Coal to NGCC,Coal,NGCC,1863.0,10239246.69,50445272.182721235,43002828.07873971
1012,100.19230661807423,1191966.8526564483,Coal to NGCC,Coal,NGCC,368.9,1641562.5,51637239.03537768,50445272.182721235
2628,100.4235876861082,660.9835856848,Gas to NGCC,Gas,NGCC,46.5,912.4,51637900.01896337,51637239.03537768
8222,100.81369616829924,1984684.480014733,Coal to NGCC,Coal,NGCC,450.0,2750235.48,53622584.4989781,51637900.01896337
1702,100.85105586269763,487887.88403486717,Gas to NGCC,Gas,NGCC,1402.3,676331.09,54110472.383012965,53622584.4989781
6009,101.90272228520186,2680658.9150522677,Coal to NGCC,Coal,NGCC,1800.0,3754794.85,56791131.29806523,54110472.383012965
4158,102.24341356340362,2805269.532788214,Coal to NGCC,Coal,NGCC,816.7,3942473.7,59596400.83085345,56791131.29806523
1040,103.80654265275966,16653.839785711498,Coal to NGCC,Coal,NGCC,93.9,23762.82,59613054.67063916,59596400.83085345
113,103.90001200891132,1391553.6665656255,Coal to NGCC,Coal,NGCC,425.9,1987350.31,61004608.337204784,59613054.67063916
3407,104.06436365141703,1958399.2836109353,Coal to NGCC,Coal,NGCC,1700.0,2801316.27,62963007.62081572,61004608.337204784
6177,104.51744734619174,2448125.142304471,Coal to NGCC,Coal,NGCC,821.8,3517072.15,65411132.76312019,62963007.62081572
6139,105.22795629897973,2666472.686538996,Coal to NGCC,Coal,NGCC,1116.0,3856800.23,68077605.44965918,65411132.76312019
6166,105.2749690870192,2066300.5723229074,Coal to NGCC,Coal,NGCC,2600.0,2990043.37,70143906.02198209,68077605.44965918
6064,105.4291662943849,600547.4621771745,Coal to NGCC,Coal,NGCC,365.0,870295.98,70744453.48415926,70143906.02198209
1573,105.530918092135,315.06932536900007,Oil to NGCC,Oil,NGCC,260.0,457.03,70744768.55348463,70744453.48415926
6257,105.75414452631219,5069262.107247445,Coal to NGCC,Coal,NGCC,2673.0,7368872.0,75814030.66073208,70744768.55348463
2817,105.79104769193677,2521454.052931223,Coal to NGCC,Coal,NGCC,656.0,3666560.42,78335484.7136633,75814030.66073208
6248,105.79944476812392,2068942.3776971293,Coal to NGCC,Coal,NGCC,552.3,3008781.52,80404427.09136042,78335484.7136633
6017,106.54352548797506,2304602.8138294546,Coal to NGCC,Coal,NGCC,617.4,3375064.06,82709029.90518987,80404427.09136042
2240,106.59715972106412,300438.48238453525,Coal to NGCC,Coal,NGCC,170.0,440210.16,83009468.3875744,82709029.90518987
6823,107.37374823607229,2134861.227139622,Coal to NGCC,Coal,NGCC,509.4,3150842.05,85144329.61471403,83009468.3875744
6179,107.37607437148617,5602701.262257667,Coal to NGCC,Coal,NGCC,1690.0,8269206.89,90747030.87697169,85144329.61471403
8224,107.40368106639929,817771.2083072483,Coal to NGCC,Coal,NGCC,567.0,1207285.13,91564802.08527894,90747030.87697169
3845,107.41032863846108,3004860.1807213044,Coal to NGCC,Coal,NGCC,729.9,4436384.54,94569662.26600024,91564802.08527894
6469,107.43650617842802,3571086.673787828,Coal to NGCC,Coal,NGCC,954.0,5273647.98,98140748.93978807,94569662.26600024
7030,108.33315877418447,1769995.1817106116,Coal to NGCC,Coal,NGCC,349.2,2635678.05,99910744.12149869,98140748.93978807
6018,108.55328434324244,1646230.496799245,Coal to NGCC,Coal,NGCC,772.0,2456362.62,101556974.61829793,99910744.12149869
2718,108.73248277489114,92988.87152067361,Coal to NGCC,Coal,NGCC,435.2,138978.99,101649963.4898186,101556974.61829793
2277,108.8077510268308,544290.70249151,Coal to NGCC,Coal,NGCC,228.7,814047.26,102194254.19231011,101649963.4898186
6021,109.00894984722022,3498296.4242827217,Coal to NGCC,Coal,NGCC,1427.6,5241766.02,105692550.61659282,102194254.19231011
4050,109.83360765253234,1375768.3567157553,Coal to NGCC,Coal,NGCC,413.7,2077014.05,107068318.97330858,105692550.61659282
6213,110.26850196788885,3047449.6577309454,Coal to NGCC,Coal,NGCC,1080.0,4618988.53,110115768.63103953,107068318.97330858
6138,110.89070310011499,1493440.4315298446,Coal to NGCC,Coal,NGCC,558.0,2276365.06,111609209.06256938,110115768.63103953
6254,110.98276734855021,2250611.460645874,Coal to NGCC,Coal,NGCC,725.9,3433325.23,113859820.52321525,111609209.06256938
2823,111.01121098926103,3272423.8483970277,Coal to NGCC,Coal,NGCC,734.0,4993387.37,117132244.37161228,113859820.52321525
6705,111.18032309819962,3026667.587872939,Coal to NGCC,Coal,NGCC,822.8,4625423.76,120158911.95948522,117132244.37161228
8023,111.3094968871303,3032888.5378008364,Coal to NGCC,Coal,NGCC,1112.0,4640315.81,123191800.49728605,120158911.95948522
6768,111.87379151075223,958360.2551069651,Coal to NGCC,Coal,NGCC,261.0,1473723.54,124150160.75239302,123191800.49728605
8008,111.93702859493992,1268.1456721200002,Gas to NGCC,Gas,NGCC,71.2,1951.2,124151428.89806513,124150160.75239302
7146,112.22700913729484,10079.1942558128,Oil to NGCC,Oil,NGCC,238.5,15548.27,124161508.09232095,124151428.89806513
6030,112.38226204621054,5035608.530081738,Coal to NGCC,Coal,NGCC,1215.6,7778728.24,129197116.62240268,124161508.09232095
4041,112.95858270264556,2580560.36463496,Coal to NGCC,Coal,NGCC,1240.0,4006748.9,131777676.98703764,129197116.62240268
298,113.49715162255791,4302259.5934806,Coal to NGCC,Coal,NGCC,1849.8,6711822.2,136079936.58051825,131777676.98703764
8066,113.56825546828364,5833238.380749859,Coal to NGCC,Coal,NGCC,2326.0,9105956.02,141913174.9612681,136079936.58051825
2379,113.82763724978751,2695.4226640569996,Gas to NGCC,Gas,NGCC,83.8,4217.29,141915870.38393214,141913174.9612681
6095,113.9242945451352,688399.5704272895,Coal to NGCC,Coal,NGCC,1138.0,1077992.67,142604269.95435944,141915870.38393214
6146,114.07448818199715,8307132.543471478,Coal to NGCC,Coal,NGCC,2379.6000000000004,13025624.01,150911402.49783093,142604269.95435944
525,114.28748274704951,1735573.34014114,Coal to NGCC,Coal,NGCC,465.4,2726468.64,152646975.83797207,150911402.49783093
6193,114.377432791904,2253676.342315252,Coal to NGCC,Coal,NGCC,1080.0,3543159.96,154900652.18028733,152646975.83797207
3403,115.23949284016275,2720197.8174775033,Coal to NGCC,Coal,NGCC,1918.4,4308843.25,157620849.99776483,154900652.18028733
602,115.27726276227718,799411.9741180611,Coal to NGCC,Coal,NGCC,1370.2,1266698.26,158420261.97188288,157620849.99776483
6090,115.28382977946953,4647783.935518395,Coal to NGCC,Coal,NGCC,1704.0,7365007.53,163068045.90740126,158420261.97188288
6137,115.44784369609492,1281213.3951322278,Gas to NGCC,Gas,NGCC,176.4,2033134.76,164349259.30253348,163068045.90740126
6002,115.52366943454976,10701204.434576862,Coal to NGCC,Coal,NGCC,2822.0,16992704.5,175050463.73711035,164349259.30253348
2632,115.55528008204759,595.1362442063,Gas to NGCC,Gas,NGCC,41.9,945.29,175051058.87335455,175050463.73711035
3168,115.72610608889556,519.5802665099999,Oil to NGCC,Oil,NGCC,131.6,826.5,175051578.45362106,175051058.87335455
6194,115.77366216291674,1832133.3882364128,Coal to NGCC,Coal,NGCC,1135.8,2915585.15,176883711.84185746,175051578.45362106
3948,115.92324007897479,2306873.3592570093,Coal to NGCC,Coal,NGCC,1632.6,3675810.67,179190585.20111448,176883711.84185746
8069,116.58323724123774,2390516.610579854,Coal to NGCC,Coal,NGCC,1015.5,3830775.89,181581101.81169432,179190585.20111448
3399,116.69596169947974,6077156.3970018085,Coal to NGCC,Coal,NGCC,2600.0,9747990.78,187658258.20869613,181581101.81169432
6178,116.98006192055668,1773113.3765559047,Coal to NGCC,Coal,NGCC,622.4,2851065.68,189431371.58525205,187658258.20869613
2168,117.13532083644982,3841588.0325251743,Coal to NGCC,Coal,NGCC,1181.7,6185253.88,193272959.61777723,189431371.58525205
7790,117.2376976805867,2272474.2935485113,Coal to NGCC,Coal,NGCC,499.5,3662057.25,195545433.91132575,193272959.61777723
2107,117.64421693154299,2074402.002228307,Coal to NGCC,Coal,NGCC,1099.4,3354458.13,197619835.91355407,195545433.91132575
3113,117.6970185826751,437.57004281389993,Oil to NGCC,Oil,NGCC,194.0,707.9,197620273.4835969,197619835.91355407
1507,117.99734704274827,25911.233061819694,Oil to NGCC,Oil,NGCC,846.0,42026.11,197646184.7166587,197620273.4835969
1250,118.08263412019286,1173606.5610032058,Coal to NGCC,Coal,NGCC,517.0,1904879.16,198819791.27766192,197646184.7166587
1355,118.20656049632143,681540.1492459467,Coal to NGCC,Coal,NGCC,1444.6,1107367.81,199501331.42690787,198819791.27766192
6165,118.53101149431774,2878788.372910919,Coal to NGCC,Coal,NGCC,1472.2,4690299.76,202380119.79981878,199501331.42690787
3122,118.70000996841132,737118.8995936061,Coal to NGCC,Coal,NGCC,660.0,1202671.92,203117238.69941238,202380119.79981878
876,118.79248514712994,1520666.943131383,Coal to NGCC,Coal,NGCC,1319.0,2483029.86,204637905.64254376,203117238.69941238
983,119.36496744275163,3386524.562790207,Coal to NGCC,Coal,NGCC,1303.8,5556354.97,208024430.20533398,204637905.64254376
3935,119.93485944332386,5573738.049511269,Coal to NGCC,Coal,NGCC,2932.6,9188631.9,213598168.25484526,208024430.205334
6249,120.58837455953666,1848987.16416612,Coal to NGCC,Coal,NGCC,1260.0,3064772.25,215447155.41901138,213598168.25484526
1915,120.64939242344737,634422.3366135883,Coal to NGCC,Coal,NGCC,598.4,1052113.21,216081577.75562498,215447155.41901138
1893,121.29919791322757,3300489.8682750594,Coal to NGCC,Coal,NGCC,923.3,5502945.38,219382067.62390003,216081577.75562498
6664,121.43126861775293,2339270.402621418,Coal to NGCC,Coal,NGCC,811.9,3904539.56,221721338.02652144,219382067.62390003
1131,122.08429330142057,4518.798396255599,Gas to NGCC,Gas,NGCC,51.5,7583.01,221725856.8249177,221721338.02652144
2364,122.10497538499462,107760.82569629999,Coal to NGCC,Coal,NGCC,459.20000000000005,180864.42,221833617.650614,221725856.8249177
1091,122.75302193632328,835514.402418819,Coal to NGCC,Coal,NGCC,584.1,1409759.41,222669132.05303282,221833617.650614
2876,122.94135230243823,3084472.637137305,Coal to NGCC,Coal,NGCC,1086.5,5212400.49,225753604.6901701,222669132.05303282
889,123.00407067219966,3839761.3533571535,Coal to NGCC,Coal,NGCC,1259.6,6492060.92,229593366.04352728,225753604.6901701
3954,123.09013203372955,2247906.266928695,Coal to NGCC,Coal,NGCC,1662.4,3803297.56,231841272.31045598,229593366.04352728
1710,123.16604517927982,4224710.781684816,Coal to NGCC,Coal,NGCC,1560.8,7152318.55,236065983.0921408,231841272.31045598
3298,123.66887390377268,1274634.7360225972,Coal to NGCC,Coal,NGCC,659.7,2166731.14,237340617.8281634,236065983.0921408
6085,123.82786745520907,1122765.9607666438,Coal to NGCC,Coal,NGCC,1105.0,1911025.58,238463383.78893003,237340617.8281634
997,124.28479518383327,925865.527556446,Coal to NGCC,Coal,NGCC,540.0,1581702.44,239389249.31648648,238463383.78893003
108,124.64699206312878,1019688.9610746531,Coal to NGCC,Coal,NGCC,348.7,1747062.29,240408938.27756113,239389249.31648648
2493,124.8443332695085,1242750.4854105096,Gas to NGCC,Gas,NGCC,716.2,2132611.0,241651688.76297164,240408938.27756113
6113,125.13108067472517,5192346.965114253,Coal to NGCC,Coal,NGCC,3339.5,8930746.66,246844035.7280859,241651688.76297164
2103,125.36932301993346,9658342.4070702,Coal to NGCC,Coal,NGCC,2389.4,16643809.94,256502378.1351561,246844035.7280859
6068,125.59709572627673,3846208.980594933,Coal to NGCC,Coal,NGCC,2160.0,6640049.91,260348587.11575103,256502378.1351561
994,125.8337060754936,3057568.879592251,Coal to NGCC,Coal,NGCC,1349.9,5288495.1,263406155.99534327,260348587.11575103
1241,126.00150577318142,4203075.56270866,Coal to NGCC,Coal,NGCC,1598.9,7279504.22,267609231.5580519,263406155.99534327
3944,126.04182941255888,7001783.291210761,Coal to NGCC,Coal,NGCC,2052.0,12130598.6,274611014.84926265,267609231.55805188
