Facility ID,Latitude,Longitude,wind_cf,pvout
6101,44.290128,-105.381482,0.408627,1601.987
6112,40.2461,-104.8742,0.11913297,1692.934
6113,38.372222,-87.765833,0.39222184,1435.432
6124,32.356287,-81.168347,0.15685666,1569.479
6137,37.9053,-87.715,0.3695753,1461.365
6138,36.2561,-94.5241,0.48891553,1542.816
6139,33.05522,-94.839993,0.32819584,1529.302
6146,32.2606,-94.5706,0.3719185,1518.344
6155,38.131248,-90.263157,0.28577882,1467.94
6156,41.283997,-72.904323,0.29793832,1470.496
6165,39.1747,-111.0289,0.10475463,1810.91
6166,37.9256,-87.0372,0.3549815,1448.947
6177,34.5789,-109.2708,0.16300894,1908.066
6178,28.7128,-97.214167,0.27292702,1493.142
6179,29.9172,-96.7506,0.35602137,1508.848
6180,31.1803,-96.4866,0.39580983,1537.702
6183,28.7044,-98.4775,0.28480628,1542.451
6190,31.395,-92.716667,0.25825927,1531.128
6193,35.29816,-101.747187,0.5222694,1809.448
6194,34.186494,-102.56999,0.40693906,1817.484
6195,37.151706,-93.38804,0.4516711,1530.763
6204,42.108889,-104.8825,0.31862503,1631.937
6213,39.0694,-87.5108,0.37953,1432.876
6223,37.1385,-94.1041,0.46156085,1535.511
6243,30.7217,-96.4608,0.37474838,1526.38
6248,40.2217,-103.6803,0.27524704,1696.951
6249,33.33184,-79.357236,0.1982311,1556.696
6253,43.1952,-88.1496,0.3908118,1439.815
6254,41.0961,-92.555833,0.40090224,1466.479
6257,33.0606,-83.8075,0.17317596,1556.33
6264,38.9794,-81.9344,0.25650904,1368.226
6358,44.888881,-94.349348,0.43400285,1459.904
6373,40.7316,-96.7364,0.42418897,1533.32
6463,42.0272,-93.5828,0.37659812,1470.131
6469,47.370542,-101.83566,0.44008875,1478.532
6481,39.509731,-112.58018,0.2059002,1753.93
6584,24.563333,-81.7342,0.27628195,1740.051
6635,41.44823,-72.834884,0.22466359,1449.312
6639,37.6461,-87.5,0.33670175,1452.964
6641,35.678442,-91.408761,0.31917146,1518.71
6664,41.3181,-91.0931,0.40712607,1431.05
6705,37.915,-87.3328,0.3690621,1450.042
6761,40.860905,-105.021207,0.24412255,1682.707
6768,36.8791,-89.6209,0.34742644,1497.16
6772,34.0158,-95.3206,0.36013186,1529.667
6823,37.4497,-87.0806,0.30940259,1448.582
7013,37.2367,-96.9625,0.4901341,1608.926
7030,31.091925,-96.69503,0.3596198,1541.72
7032,37.1575,-76.6911,0.35543478,1529.667
7063,31.2546,-88.0299,0.13820916,1554.869
7082,36.430554,-114.902405,0.22063532,1907.336
7097,29.309722,-98.3203,0.2664347,1518.71
7138,39.8154,-74.2098,0.26946184,1465.383
7145,41.5572,-93.5242,0.34751636,1463.557
7146,40.956932,-72.877411,0.3765818,1475.245
7153,39.7436,-75.5072,0.28562757,1447.486
7155,43.2481,-93.205,0.43165174,1458.443
7158,39.4492,-84.4611,0.29437992,1405.117
7159,43.1669,-88.69,0.40729225,1433.972
7203,43.7353,-88.496667,0.41849676,1431.78
7210,33.3644,-81.03,0.18756837,1566.922
7212,37.498223,-77.368544,0.25708425,1507.752
7213,36.869,-78.704,0.23847044,1521.266
7237,43.60347,-96.6356,0.3886967,1507.752
7238,28.2764,-81.533,0.14984635,1606.735
7242,27.7286,-81.9897,0.2957983,1634.859
7266,37.652602,-121.020397,0.14870423,1775.846
7270,42.6658,-88.0131,0.42555696,1430.684
7277,35.4317,-81.0347,0.22519615,1559.983
7288,39.451,-75.0578,0.3086212,1470.862
7296,37.0659,-94.614,0.45910862,1549.39
7302,27.788215,-81.869983,0.29156876,1639.242
7307,40.507292,-122.423281,0.23290807,1688.186
7314,40.8158,-73.064,0.23312974,1488.028
7315,37.5744,-120.985,0.18099211,1778.402
7318,39.145036,-75.548172,0.34366873,1486.933
7325,29.694838,-95.040622,0.27571094,1527.476
7335,39.839572,-84.965682,0.36133572,1402.925
7336,40.0529,-85.7389,0.38915706,1414.978
7343,42.3006,-96.3617,0.3998512,1475.975
7348,32.5792,-83.5822,0.17418207,1581.167
7350,45.847998,-119.67392,0.30142686,1442.738
7380,27.641667,-81.9625,0.2738103,1634.859
7425,39.8233,-89.5891,0.35554144,1454.791
7449,38.088138,-121.386944,0.21093976,1761.966
7456,47.80427,-116.867312,0.21097018,1344.485
7504,44.2856,-105.3833,0.4028432,1601.987
7515,38.38932,-97.61108,0.48098764,1609.657
7527,38.445681,-121.462387,0.18053825,1759.044
7551,38.530943,-121.400128,0.10559265,1757.583
7552,38.511,-121.4735,0.12757896,1752.835
7604,36.5852,-90.1779,0.3589389,1516.153
7605,45.6497,-122.7256,0.22567695,1246.964
7697,31.26423,-88.00267,0.14910547,1559.252
7698,32.310226,-86.52542,0.19679691,1564.0
7699,27.746369,-81.849446,0.27227473,1635.224
7710,32.6078,-85.0975,0.15931046,1561.809
7721,30.525445,-88.128477,0.22749224,1594.682
7749,36.868206,-89.840173,0.3287183,1505.56
7754,40.2877,-94.7913,0.45555037,1513.961
7757,36.222058,-95.277064,0.38244247,1545.738
7759,39.902556,-86.24405,0.2856904,1427.762
7760,40.106125,-87.653818,0.34912446,1422.284
7763,39.9528,-85.5039,0.4198486,1420.822
7764,33.8119,-83.6953,0.3152707,1564.731
7768,31.3869,-84.08,0.19672437,1592.49
7782,39.3528,-84.5183,0.23810266,1412.422
7783,41.3884,-83.6402,0.37913963,1374.07
7790,40.0864,-109.2844,0.102042854,1713.022
7805,34.8392,-79.7406,0.19704288,1539.164
7813,33.9486,-85.2769,0.22375236,1518.71
7818,39.569771,-90.43602,0.4105176,1473.418
7825,33.6094,-93.7924,0.25084406,1516.153
7826,35.7314,-80.6019,0.28769016,1553.774
7829,32.9842,-83.8464,0.1738682,1566.922
7834,34.347734,-82.774478,0.2453505,1570.21
7835,39.71901,-76.15976,0.31779477,1442.007
7836,38.5283,-77.7681,0.2889378,1478.167
7837,38.1181,-78.2139,0.26403502,1496.429
7838,38.5442,-77.7714,0.28325534,1475.61
7839,38.0722,-77.5133,0.22586735,1494.603
7842,39.103333,-88.85898,0.35460854,1448.947
7843,43.799446,-92.682874,0.4833178,1461.73
7844,44.795231,-93.581013,0.37574518,1443.103
7845,35.6578,-89.3964,0.34876895,1516.153
7846,30.320556,-81.947222,0.14230454,1568.749
7848,38.7538,-93.9983,0.46100965,1520.17
7863,44.902814,-91.568096,0.4081258,1443.103
7869,40.8275,-73.6478,0.31519032,1451.869
7870,48.746,-122.486,0.21536204,1263.4
7872,40.9297,-84.7392,0.4035888,1400.003
7873,27.9072,-82.4231,0.2155623,1664.444
7887,40.909653,-96.613086,0.38168338,1536.972
7897,32.381352,-86.574366,0.2149732,1565.461
7900,30.2098,-97.6129,0.27155152,1531.858
7902,32.4607,-94.4852,0.33246383,1520.901
7903,37.248431,-93.170839,0.48339877,1536.607
7909,40.7537,-73.9508,0.2812699,1452.234
7910,40.6631,-74,0.30916846,1466.114
7912,40.787062,-73.293412,0.23692581,1486.933
7913,40.799,-73.9094,0.2654302,1451.504
7914,40.7991,-73.9156,0.27096778,1451.504
7915,40.7171,-73.9664,0.29010502,1458.808
7916,32.5892,-84.6917,0.13872747,1561.444
7917,33.4072,-85.0386,0.16139932,1540.99
7925,43.798439,-94.841451,0.4685178,1478.532
7928,38.532161,-94.902633,0.44283327,1542.086
7929,38.7875,-94.9861,0.46462888,1536.242
7946,33.4083,-85.0403,0.17554502,1540.99
7947,47.544582,-95.129652,0.43797997,1437.624
7948,38.8003,-86.4511,0.3067169,1426.301
7953,43.179176,-115.734315,0.3154081,1642.529
7960,32.7976,-88.606,0.19592364,1534.78
7962,39.279179,-75.623928,0.35137123,1483.28
7964,39.3531,-91.2295,0.44343176,1486.568
7967,32.35051,-108.69799,0.215823,1958.836
7972,42.167,-83.5318,0.35207745,1355.808
7975,32.2363,-108.5494,0.2234904,1972.35
7981,35.1597,-81.4306,0.28182393,1562.174
7984,44.6889,-85.2019,0.3847798,1285.315
7985,41.5563,-93.5283,0.3428795,1463.557
7987,34.1772,-118.3147,0.03857429,1824.789
7988,31.6004,-89.9468,0.2072268,1546.834
7989,31.982076,-89.412714,0.19332437,1543.912
7991,43.075071,-89.4251,0.3580007,1391.602
7999,46.9692,-123.48,0.18203118,1164.782
8000,40.330184,-96.808153,0.41496655,1552.312
8002,43.1,-70.790833,0.29210338,1460.269
8006,41.573783,-73.966269,0.2658995,1407.674
8007,40.817037,-73.066265,0.23767865,1487.298
8008,39.8119,-75.249031,0.3221092,1450.408
8012,40.08,-74.8917,0.28651863,1438.354
8023,43.4864,-89.4203,0.34663996,1410.23
8027,44.7855,-93.4315,0.38063005,1437.259
8031,43.094,-93.292222,0.45414817,1467.94
8042,36.2811,-80.0603,0.26607582,1528.936
8048,28.184444,-82.788611,0.23087184,1684.898
8049,28.262778,-81.548611,0.1475604,1613.309
8053,40.6182,-74.06849,0.3249971,1444.929
8054,33.35,-91.1167,0.3367746,1557.426
8056,29.998884,-90.47684,0.22449134,1547.564
8059,34.5431,-98.3244,0.4650886,1656.044
8066,41.7378,-108.7875,0.32209408,1728.363
8068,33.3325,-111.7503,0.056411237,1894.917
8069,39.3792,-111.0781,0.14049932,1736.033
8102,38.9347,-82.1158,0.2683762,1364.209
8219,38.633451,-104.70577,0.16312157,1798.491
8222,47.221447,-101.815722,0.43087295,1492.412
8223,34.3186,-109.1639,0.18702632,1905.509
8224,40.881317,-117.151605,0.12047419,1749.548
8906,40.787674,-73.912561,0.28810662,1455.156
10030,39.149549,-75.547335,0.33350998,1486.933
10034,37.0001,-121.5367,0.07864352,1786.803
10143,40.55108,-78.79794,0.42784825,1303.212
10156,36.617022,-120.099846,0.22893383,1809.814
10169,33.8759,-118.2491,0.034829363,1812.005
10190,42.5375,-73.7433,0.27723646,1361.287
10294,36.225,-121.1278,0.2703136,1837.208
10307,42.0925,-71.4833,0.25638506,1440.546
10308,40.439,-74.3444,0.2790055,1436.528
10349,39.1365,-121.6397,0.18643865,1732.381
10350,39.052922,-121.696072,0.19900465,1729.824
10405,36.5397,-119.5794,0.12531175,1777.306
