State,Facility ID,Gross Load (MWh),SO2 Mass (short tons),CO2 Mass (short tons),NOx Mass (short tons),Heat Input (mmBtu),Technology,Technology_alt,Operating Year,Age,Total Capital Cost (2024$/kW),Total Nameplate Capacity (MW),Fuel Category,Energy Source,Latitude,Longitude,wind_cf,pvout,Wind Size (MW),Solar Size (MW),NGCC Size (MW),Wind Capital Cost ($),Solar Capital Cost ($),NGCC Capital Cost ($),Existing Capital Cost ($),Remaining Capital Cost ($),Fixed O&M - Wind ($/year),Fixed O&M - Solar ($/year),Fixed O&M - NGCC ($/year),Variable O&M - Wind ($/year),Variable O&M - Solar ($/year),Variable O&M - NGCC ($/year),Fixed O&M - Existing ($/year),Variable O&M - Existing ($/year),Fuel costs ($/MWh),NGCC Fuel Cost ($/year),Existing Fuel Cost ($/year),Annualized Capital - Wind ($),Annualized Capital - Solar ($),Annualized Capital - NGCC ($),Annualized Capital - Existing ($),Old Emissions (tonnes CO2),New Emissions (tonnes CO2),Delta Emissions (tonnes CO2),Net Capital Cost - Wind ($/year),Net Fixed O&M - Wind ($/year),Net Variable O&M - Wind ($/year),Net Fuel Cost - Wind ($/year),Net Capital Cost - Solar ($/year),Net Fixed O&M - Solar ($/year),Net Variable O&M - Solar ($/year),Net Fuel Cost - Solar ($/year),Net Capital Cost - NGCC ($/year),Net Fixed O&M - NGCC ($/year),Net Variable O&M - NGCC ($/year),Net Fuel Cost - NGCC ($/year),Total Cost - Wind ($/year),Total Cost - Solar ($/year),Total Cost - NGCC ($/year),MACC - Wind ($/tonne CO2),MACC - Solar ($/tonne CO2),MACC - NGCC ($/tonne CO2)
AZ,116,626683.21,1.707,337870.985,23.692,5685360.904,Natural Gas Fired Combustion Turbine,Combustion turbine,2019.0,5.0,8335.169537784614,626.2,Gas,NG,33.4225,-111.9122,0.06670708,1890.899,1072.4374956865204,331.42076554115187,121.25284614193949,3067171237.6634483,1297094640.2167163,142593347.06292084,5219483164.560725,3683081327483.508,31787047.372148465,5687180.336686166,1664801.5775288292,0.0,0.0,1316034.741,0.0,0.0,0.0,13971902.16695,0.0,920502708.7949673,389276971.3087446,42794337.862776354,1105346286842.28,306511.3881659295,211215.241043807,95296.14712212246,-1104425784133.485,31787047.372148465,0.0,0.0,-1104957009870.9712,5687180.336686166,0.0,0.0,-1105303492504.4172,1664801.5775288292,1316034.741,13971902.16695,-1104393997086.113,-1104951322690.6345,-1105286539765.9316,-3603109.1819931045,-3604927.468771473,-11598438.899628352
AZ,117,2112982.33,4.894,969426.802,133.486,16312518.425,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,8696.129357130065,1206.7999999999997,Gas,NG,33.4417,-112.1583,0.045467876,1898.935,5305.020943993341,1112.7196374818432,408.82716701493695,15172359899.820953,5653643994.396634,480780748.40956587,10494488908.18456,111288801046.79866,157240820.7799626,19094268.979188427,5613197.003115085,0.0,0.0,4437262.893,0.0,0.0,0.0,47108941.04735,0.0,4553445929.297605,1696740810.3921263,144289296.865152,33399388193.324917,879449.1625443294,712152.591661511,167296.57088281843,-28845942264.027313,157240820.7799626,0.0,0.0,-31702647382.93279,19094268.979188427,0.0,0.0,-33255098896.459766,5613197.003115085,4437262.893,47108941.04735,-28688701443.24735,-31683553113.9536,-33197939495.516296,-32621.216398965265,-36026.58853217859,-198437.6566736059
AZ,118,129391.26,0.483,95661.122,24.419,1609688.576,Natural Gas Fired Combustion Turbine,Combustion turbine,2002.0,22.0,2112.0103030148666,184.5,Gas,NG,32.5517,-111.3,0.11751835,1910.623,125.68839280086115,67.72202408613845,25.035070814952405,359468803.41046286,193836046.19098467,29441243.27838403,389665900.9062429,3178624462.953642,3725403.962617525,1162109.9333181358,343731.52228929655,0.0,0.0,271721.646,0.0,0.0,0.0,2884778.1416999996,0.0,107881817.35777102,58173017.33594504,8835745.41103525,953951443.0957341,86782.3062632334,43609.60327924199,43172.70298399142,-846069625.7379631,3725403.962617525,0.0,0.0,-895778425.7597891,1162109.9333181358,0.0,0.0,-945115697.6846988,343731.52228929655,271721.646,2884778.1416999996,-842344221.7753456,-894616315.826471,-941615466.3747095,-9706.405119268155,-10308.740967460188,-21810.435791427368
AZ,120,170621.92,0.502,99532.362,9.428,1674743.536,Natural Gas Steam Turbine,Oil/Gas steam,1959.0,65.0,5849.583672323563,417.0,Gas,NG,32.7214,-114.7106,0.2054651,1916.102,94.79657722402214,89.04636364771517,33.0125222505998,271118210.86070335,201174126.40659645,38822726.16670537,2439276391.358926,0.0,2809770.5489200163,1528035.6001947925,453261.9305007353,0.0,0.0,358306.03200000006,0.0,0.0,0.0,3804015.7064000005,0.0,81366519.23322013,60375281.96104341,11651264.905079551,0.0,90294.2359612614,57505.848864464,32788.38709679739,81366519.23322013,2809770.5489200163,0.0,0.0,60375281.96104341,1528035.6001947925,0.0,0.0,11651264.905079551,453261.9305007353,358306.03200000006,3804015.7064000005,84176289.78214015,61903317.5612382,16266848.573980287,932.2443330519347,685.5733026834222,496.116156185345
AZ,124,1343.8,0.032,1099.476,0.481,18501.683,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,594.5735117858569,85.0,Gas,NG,32.252273,-110.992148,0.07167208,1907.701,2.140328962231832,0.7044080623311392,0.2600030957356242,6121340.83198304,2650913.5434761457,305763.64058509405,50538748.50179784,317123151.95237875,63439.350440551505,12087.642349602347,3569.84250445012,0.0,0.0,2821.98,0.0,0.0,0.0,29960.020999999997,0.0,1837103.4352780753,795577.7191657437,91764.11670578962,95173271.32219064,997.4278052172001,452.90991746,544.5178877572001,-93336167.88691257,63439.350440551505,0.0,0.0,-94377693.6030249,12087.642349602347,0.0,0.0,-95081507.20548485,3569.84250445012,2821.98,29960.020999999997,-93272728.53647202,-94365605.9606753,-95045155.3619804,-93513.26286333168,-94608.95863047073,-174549.18837186284
AZ,126,856948.65,15.752,534907.985,816.497,9000847.26,Natural Gas Steam Turbine,Oil/Gas steam,1967.0,57.0,24942.699400386897,528.9000000000001,Gas,NG,32.16,-110.9047,0.1058027,1928.52,924.6000998076418,444.3555894267002,165.80540399349897,2644356285.4498553,1347972169.543285,194987155.09635478,13192193712.864632,0.0,27405146.9582985,7625141.914562175,2276508.196830741,0.0,0.0,1799592.165,0.0,0.0,0.0,19105670.151750002,0.0,793609790.6388493,404546058.0120937,58518481.864465594,0.0,485260.3398998295,288823.145065455,196437.19483437447,793609790.6388493,27405146.9582985,0.0,0.0,404546058.0120937,7625141.914562175,0.0,0.0,58518481.864465594,2276508.196830741,1799592.165,19105670.151750002,821014937.5971477,412171199.9266559,81700252.37804633,1691.906117377379,849.381591769356,415.9102986933391
SC,130,9164494.42,4638.007,9307816.625,3264.528,90719494.544,Conventional Steam Coal,Coal,2008.0,16.0,10765.507505523248,2390.1,Coal,BIT,33.371506,-80.113235,0.27377507,1580.072,3821.294604540709,5800.0485391739,1773.1782408482318,10928902568.986427,11310296773.383827,2085257611.2375207,25730639488.951115,1013112123127.3779,113263172.07858661,99528832.93222412,24345737.246846225,0.0,0.0,19245438.282,0.0,0.0,0.0,204322403.0939,0.0,3279922651.652143,3394384600.8108582,625816144.8924229,304049686629.8862,8443908.832605638,3088770.9564852137,5355137.876120424,-300769763978.2341,113263172.07858661,0.0,0.0,-300655302029.0754,99528832.93222412,0.0,0.0,-303423870484.99384,24345737.246846225,19245438.282,204322403.0939,-300656500806.15546,-300555773196.1431,-303175956906.37115,-35606.31773346353,-35594.3887072259,-56614.03383436499
FL,136,10398419.64,3194.442,6452594.227,1465.672,79255280.689,Conventional Steam Coal,Coal,1984.0,40.0,6921.469613961109,1897.8,Coal,BIT,29.733056,-81.632778,0.1774386,1588.472,6689.8305660598735,6546.177294620673,2011.922382168563,19132915418.931236,14576515613.948359,2366020721.43023,13135565033.375391,0.0,198286577.97801465,112332402.37569076,27623694.307174373,0.0,0.0,21836681.244000003,0.0,0.0,0.0,231832765.87379998,0.0,5742066257.666081,4374624390.92678,710077238.7265478,0.0,5853694.758042727,3504649.040680788,2349045.7173619387,5742066257.666081,198286577.97801465,0.0,0.0,4374624390.92678,112332402.37569076,0.0,0.0,710077238.7265478,27623694.307174373,21836681.244000003,231832765.87379998,5940352835.644096,4486956793.30247,991370380.1515222,1014.8039966522521,766.5170424435922,422.0311136663897
AZ,141,163506.94,0.519,102744.69,213.28,1728862.029,Petroleum Liquids,Combustion turbine - aeroderivative,1961.0,63.0,9171.191716695568,712.3,Oil,DFO,33.5561,-112.2153,0.054393373,1900.396,343.1516415366915,86.03835218348561,31.635891184892813,981413694.7949377,386065084.8126461,37203808.03343395,6532639859.802253,0.0,10171014.655147538,1476418.123468613,434360.78596857836,0.0,0.0,343364.574,0.0,0.0,0.0,3645387.2273000004,0.0,294536527.14721507,115863748.32202753,11165404.021704527,0.0,93208.41077424299,55107.83948469801,38100.57128954498,294536527.14721507,10171014.655147538,0.0,0.0,115863748.32202753,1476418.123468613,0.0,0.0,11165404.021704527,434360.78596857836,343364.574,3645387.2273000004,304707541.8023626,117340166.44549614,15588516.608973105,3269.099207585297,1258.901052714029,409.1412826991044
AZ,147,1285009.72,2.676,530083.426,42.571,8919617.088,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,8034.550090420521,573.7,Gas,NG,33.3556,-111.9353,0.050698236,1898.204,2893.4065387752235,676.9608186912394,248.62814797616284,8275142700.897139,3185015048.011635,292386702.0199675,4609421386.874253,37600466313.07756,85760569.80929762,11616647.64874167,3413664.471712716,0.0,0.0,2698520.412,0.0,0.0,0.0,28649291.7074,0.0,2483490709.0624394,955869350.6401294,87749502.8383346,11284446941.90224,480883.57379078213,433095.435496724,47788.13829405815,-8800956232.839802,85760569.80929762,0.0,0.0,-10328577591.262112,11616647.64874167,0.0,0.0,-11196697439.063906,3413664.471712716,2698520.412,28649291.7074,-8715195663.030504,-10316960943.61337,-11161935962.472794,-18123.29665230408,-21454.176241216275,-233571.26602817752
AZ,160,2037924.24,138.887,1483122.023,1183.104,20687363.112,Natural Gas Steam Turbine,Oil/Gas steam,1979.0,45.0,10329.374392059977,660.7,Gas,NG,32.0603,-109.8931,0.1066012,1946.052,2182.337036787506,1047.20954936182,394.30466682145345,6241483925.212267,3179300249.5079947,463702288.18202925,6824617660.834027,0.0,64684469.770381674,17970115.867048834,5413803.0754585555,0.0,0.0,4279640.904,0.0,0.0,0.0,45435520.9308,0.0,1873160125.365179,954154256.4718542,139163802.4980783,0.0,1345465.607498648,686855.260699608,658610.3467990401,1873160125.365179,64684469.770381674,0.0,0.0,954154256.4718542,17970115.867048834,0.0,0.0,139163802.4980783,5413803.0754585555,4279640.904,45435520.9308,1937844595.1355608,972124372.3389031,194292767.40833685,1440.2780601268605,722.5189309343828,295.00412247185795
OK,165,3790234.8,785.411,2153586.545,996.73,29004186.916,Conventional Steam Coal,Coal,1985.0,39.0,5712.175798098658,1194.3,Coal,SUB,36.190278,-95.2894,0.4096539,1541.355,1056.196978374048,2459.027834618169,733.3478058973764,3020723358.149778,4365494402.048134,862417019.7353146,6822051555.669227,0.0,31305678.439006787,42196917.64204778,10068865.374970978,0.0,0.0,7959493.08,0.0,0.0,0.0,84503284.866,0.0,906563024.4418085,1310148378.0787547,258823893.83058876,0.0,1953700.7637498614,1277448.22921716,676252.5345327014,906563024.4418085,31305678.439006787,0.0,0.0,1310148378.0787547,42196917.64204778,0.0,0.0,258823893.83058876,10068865.374970978,7959493.08,84503284.866,937868702.8808153,1352345295.7208025,361355537.1515597,480.04726224332563,692.1967380128166,534.3499930854392
AR,170,175675.9,0.558,110584.027,234.077,1860793.213,Natural Gas Steam Turbine,Oil/Gas steam,1970.0,54.0,2081.3263034563565,552.5,Gas,NG,34.4341,-92.9049,0.18374923,1497.525,109.13965359382996,117.31082762288851,33.9903838712174,312139409.2783537,253030494.436441,39972691.43255166,1149932782.659637,0.0,3234899.33252112,2013053.802008767,466687.9705518149,0.0,0.0,368919.39,0.0,0.0,0.0,3916694.1905,0.0,93677577.64358406,75938132.3991246,11996386.210741647,0.0,100320.1373587869,59209.22560553,41110.9117532569,93677577.64358406,3234899.33252112,0.0,0.0,75938132.3991246,2013053.802008767,0.0,0.0,11996386.210741647,466687.9705518149,368919.39,3916694.1905,96912476.97610518,77951186.20113337,16748687.761793463,966.0321399830774,777.0243168861225,407.402488719229
AR,201,411773.43,1.153,211302.118,143.356,3555359.688,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,1746.3598431012965,185.0,Gas,NG,35.462382,-93.804926,0.2295805,1532.954,204.74778047746852,268.6143455763791,79.67135477130253,585578652.16556,544971381.118428,93693513.21105178,323076570.97373986,2635434841.7861657,6068724.213352167,4609422.170090665,1093887.701009984,0.0,0.0,864724.203,0.0,0.0,0.0,9180488.62185,0.0,175740672.35369977,163553839.5689311,28118786.34235994,790932335.6086423,191690.04852719457,138782.757994881,52907.29053231358,-615191663.2549425,6068724.213352167,0.0,0.0,-627378496.0397112,4609422.170090665,0.0,0.0,-762813549.2662824,1093887.701009984,864724.203,9180488.62185,-609122939.0415903,-622769073.8696206,-751674448.7404225,-3177.6450771526393,-3248.8336178874197,-14207.388833894847
CA,260,5565914.43,11.886,2232029.142,170.414,39620474.981,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,4765.582608695652,1398.0,Gas,NG,36.804837,-121.782241,0.169046,1677.958,3758.612063487248,3317.076115186043,1076.9124738797307,10749630501.573528,7667188607.166674,1266449069.2825632,6662284486.956522,54346301280.52161,111405261.56176203,56921026.1365925,14786008.2663687,0.0,0.0,11688420.303,0.0,0.0,0.0,124092062.21685001,0.0,3226120496.2202997,2301034841.1832795,380079789.6479822,16310115629.480461,2024862.6875765272,1875917.431969581,148945.2556069463,-13083995133.260162,111405261.56176203,0.0,0.0,-14009080788.297182,56921026.1365925,0.0,0.0,-15930035839.83248,14786008.2663687,11688420.303,124092062.21685001,-12972589871.6984,-13952159762.16059,-15779469349.04626,-6406.651646697459,-6890.422668047353,-105941.4029990114
TX,298,6711822.2,5591.339,7236001.664,5510.945,69044241.042,Conventional Steam Coal,Coal,1986.0,38.0,6587.176332747511,1849.8,Coal,SUB,31.4219,-96.2525,0.4151581,1548.295,1845.5372979720898,4334.976221907398,1298.6266929804196,5278236672.200177,7683344990.376646,1527184990.9449735,12184958780.316345,0.0,54701725.51189274,74388191.96793096,17830144.49462116,0.0,0.0,14094826.620000001,0.0,0.0,0.0,149640075.949,0.0,1584075611.6774461,2305883606.8232565,458330432.85407776,0.0,6564389.99875534,2262130.40527474,4302259.5934806,1584075611.6774461,54701725.51189274,0.0,0.0,2305883606.8232565,74388191.96793096,0.0,0.0,458330432.85407776,17830144.49462116,14094826.620000001,149640075.949,1638777337.189339,2380271798.7911873,639895479.9176989,249.64655322125344,362.60365384178965,148.7347441533654
CA,302,311572.12,0.903,178692.631,11.719,3006826.752,,,,,,,,,,,0.35,1300.0,101.6216960208741,239.67086153846154,60.28405696153549,290638050.61969995,424479139.8755983,70894050.98676574,,0.0,3012067.070058708,4112751.9839999997,827700.1020818823,0.0,0.0,654301.452,,0.0,0.0,6946500.415399998,0.0,87224707.11420979,127392365.08363481,21276336.048482135,0.0,162107.22084594567,105011.23913680398,57095.98170914169,87224707.11420979,,0.0,0.0,127392365.08363481,,0.0,0.0,21276336.048482135,,654301.452,6946500.415399998,,,,,,
CA,315,3450749.9,8.414,1666706.279,83.231,28045609.789,Natural Gas Steam Turbine,Oil/Gas steam,1964.0,60.0,6243.978910369069,1115.0,Gas,NG,33.7688,-118.1009,0.050129134,1798.856,7858.129185406087,1918.302511388939,667.6630872223512,22474249470.26141,8765596475.770622,785171790.573485,6962036485.061512,0.0,232914949.05543643,32918071.095434193,9167014.187562883,0.0,0.0,7246574.79,0.0,0.0,0.0,76934469.0205,0.0,6744849215.288408,2630683021.889969,235641476.8165589,0.0,1512010.4357027314,1163029.3588213301,348981.07688140124,6744849215.288408,232914949.05543643,0.0,0.0,2630683021.889969,32918071.095434193,0.0,0.0,235641476.8165589,9167014.187562883,7246574.79,76934469.0205,6977764164.343844,2663601092.985403,328989534.8146218,4614.891537505041,1761.6287758936342,942.714538434491
CA,330,156896.99,0.398,78757.514,3.995,1325244.62,,,,,,,,,,,0.35,1300.0,51.173186562296145,120.68999230769231,30.356975079328226,146355313.56816697,213753077.0220081,35699802.693289995,,0.0,1516773.2497064578,2071040.268,416801.2678391765,0.0,0.0,329483.679,,0.0,0.0,3498018.39205,0.0,43923358.73906529,64150408.03587753,10714030.139267083,0.0,71447.61171083579,52880.043749533,18567.56796130279,43923358.73906529,,0.0,0.0,64150408.03587753,,0.0,0.0,10714030.139267083,,329483.679,3498018.39205,,,,,,
CA,335,3299132.1,7.062,1398861.101,77.0,23538426.625,Natural Gas Steam Turbine,Oil/Gas steam,1958.0,66.0,2081.3263034563565,218.0,Gas,NG,33.6439,-117.9792,0.09951902,1767.445,3784.3344003844477,1866.6109555077664,638.3275481773857,10823196385.09952,5586515476.668194,750673196.6566056,453729134.1534857,0.0,112167671.62739503,32031043.996513274,8764237.236475507,0.0,0.0,6928177.41,0.0,0.0,0.0,73554150.16950001,0.0,3248198688.082896,1676594565.6544204,225287946.90595087,0.0,1269025.3882523547,1111928.59584807,157096.7924042847,3248198688.082896,112167671.62739503,0.0,0.0,1676594565.6544204,32031043.996513274,0.0,0.0,225287946.90595087,8764237.236475507,6928177.41,73554150.16950001,3360366359.7102914,1708625609.6509337,314534511.7219264,2647.989859633966,1346.4077436653783,2002.1701710654895
