State,Facility ID,Gross Load (MWh),SO2 Mass (short tons),CO2 Mass (short tons),NOx Mass (short tons),Heat Input (mmBtu),Technology,Technology_alt,Operating Year,Age,Total Capital Cost (2024$/kW),Total Nameplate Capacity (MW),Fuel Category,Energy Source,Latitude,Longitude,wind_cf,pvout,Wind Size (MW),Solar Size (MW),NGCC Size (MW),Wind Capital Cost ($),Solar Capital Cost ($),NGCC Capital Cost ($),Existing Capital Cost ($),Remaining Capital Cost ($),Fixed O&M - Wind ($/year),Fixed O&M - Solar ($/year),Fixed O&M - NGCC ($/year),Variable O&M - Wind ($/year),Variable O&M - Solar ($/year),Variable O&M - NGCC ($/year),Fixed O&M - Existing ($/year),Variable O&M - Existing ($/year),Fuel costs ($/MWh),NGCC Fuel Cost ($/year),Existing Fuel Cost ($/year),Annualized Capital - Wind ($),Annualized Capital - Solar ($),Annualized Capital - NGCC ($),Annualized Capital - Existing ($),Old Emissions (tonnes CO2),New Emissions (tonnes CO2),Delta Emissions (tonnes CO2),Net Capital Cost - Wind ($/year),Net Fixed O&M - Wind ($/year),Net Variable O&M - Wind ($/year),Net Fuel Cost - Wind ($/year),Net Capital Cost - Solar ($/year),Net Fixed O&M - Solar ($/year),Net Variable O&M - Solar ($/year),Net Fuel Cost - Solar ($/year),Net Capital Cost - NGCC ($/year),Net Fixed O&M - NGCC ($/year),Net Variable O&M - NGCC ($/year),Net Fuel Cost - NGCC ($/year),Total Cost - Wind ($/year),Total Cost - Solar ($/year),Total Cost - NGCC ($/year),MACC - Wind ($/tonne CO2),MACC - Solar ($/tonne CO2),MACC - NGCC ($/tonne CO2)
AZ,116,626683.21,1.707,337870.985,23.692,5685360.904,Natural Gas Fired Combustion Turbine,Combustion turbine,2019.0,5.0,8335.169537784614,626.2,Gas,NG,33.4225,-111.9122,0.06670708,1890.899,1072.4374956865204,331.42076554115187,105.20467532903571,3067171237.6634483,1297094640.2167163,123720698.186946,5219483164.560725,22401346966.17226,31787047.372148465,5687180.336686166,1444460.1922676605,0.0,0.0,1316034.741,0.0,0.0,0.0,13971902.16695,0.0,222826651.7698304,94232513.71131885,8988174.052070284,1627433473.0032861,306511.3881659295,211215.241043807,95296.14712212246,-1404606821.2334557,31787047.372148465,0.0,0.0,-1533200959.2919674,5687180.336686166,0.0,0.0,-1618445298.9512157,1444460.1922676605,1316034.741,13971902.16695,-1372819773.8613071,-1527513778.9552813,-1601712901.8509982,-4478.854055230513,-4983.546575856307,-16807.74039897327
AZ,117,2112982.33,4.894,969426.802,133.486,16312518.425,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,8696.129357130065,1206.7999999999997,Gas,NG,33.4417,-112.1583,0.045467876,1898.935,5305.020943993341,1112.7196374818432,354.71768902766587,15172359899.820953,5653643994.396634,417148002.2965351,10494488908.18456,17730218195.86496,157240820.7799626,19094268.979188427,4870273.870349852,0.0,0.0,4437262.893,0.0,0.0,0.0,47108941.04735,0.0,1102255431.457234,410731082.145158,30305348.297090985,1288081052.4106178,879449.1625443294,712152.591661511,167296.57088281843,-185825620.95338392,157240820.7799626,0.0,0.0,-877349970.2654598,19094268.979188427,0.0,0.0,-1257775704.1135268,4870273.870349852,4437262.893,47108941.04735,-28584800.173421323,-858255701.2862713,-1201359226.3028271,-32.50307282199553,-975.9014367621394,-7181.015247134443
AZ,118,129391.26,0.483,95661.122,24.419,1609688.576,Natural Gas Fired Combustion Turbine,Combustion turbine,2002.0,22.0,2112.0103030148666,184.5,Gas,NG,32.5517,-111.3,0.11751835,1910.623,125.68839280086115,67.72202408613845,21.72160556003223,359468803.41046286,193836046.19098467,25544608.138597902,389665900.9062429,621068245.8697413,3725403.962617525,1162109.9333181358,298237.6443392425,0.0,0.0,271721.646,0.0,0.0,0.0,2884778.1416999996,0.0,26115017.282399897,14081977.763309548,1855787.9757089384,45119932.02346972,86782.3062632334,43609.60327924199,43172.70298399142,-19004914.74106982,3725403.962617525,0.0,0.0,-31037954.26016017,1162109.9333181358,0.0,0.0,-43264144.04776078,298237.6443392425,271721.646,2884778.1416999996,-15279510.778452296,-29875844.326842036,-39809406.61572154,-176.06712054996035,-344.2619309542293,-922.096692219688
AZ,120,170621.92,0.502,99532.362,9.428,1674743.536,Natural Gas Steam Turbine,Oil/Gas steam,1959.0,65.0,5849.583672323563,417.0,Gas,NG,32.7214,-114.7106,0.2054651,1916.102,94.79657722402214,89.04636364771517,28.643217835079238,271118210.86070335,201174126.40659645,33684424.174053185,2439276391.358926,0.0,2809770.5489200163,1528035.6001947925,393271.38087563793,0.0,0.0,358306.03200000006,0.0,0.0,0.0,3804015.7064000005,0.0,19696442.904159192,14615081.303400394,2447136.750413996,0.0,90294.2359612614,57505.848864464,32788.38709679739,19696442.904159192,2809770.5489200163,0.0,0.0,14615081.303400394,1528035.6001947925,0.0,0.0,2447136.750413996,393271.38087563793,358306.03200000006,3804015.7064000005,22506213.45307921,16143116.903595187,7002729.869689634,249.25415463657023,178.7834708576637,213.57347798219772
AZ,124,1343.8,0.032,1099.476,0.481,18501.683,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,594.5735117858569,85.0,Gas,NG,32.252273,-110.992148,0.07167208,1907.701,2.140328962231832,0.7044080623311392,0.22559092130002684,6121340.83198304,2650913.5434761457,265294.9234488316,50538748.50179784,75991591.49885753,63439.350440551505,12087.642349602347,3097.363349449369,0.0,0.0,2821.98,0.0,0.0,0.0,29960.020999999997,0.0,444708.7483031478,192585.9833877659,19273.387412393018,5520706.404788325,997.4278052172001,452.90991746,544.5178877572001,-5075997.656485177,63439.350440551505,0.0,0.0,-5328120.421400559,12087.642349602347,0.0,0.0,-5501433.017375931,3097.363349449369,2821.98,29960.020999999997,-5012558.306044625,-5316032.7790509565,-5465553.653026481,-5025.484831910305,-5329.741913394259,-10037.418009421877
AZ,126,856948.65,15.752,534907.985,816.497,9000847.26,Natural Gas Steam Turbine,Oil/Gas steam,1967.0,57.0,24942.699400386897,528.9000000000001,Gas,NG,32.16,-110.9047,0.1058027,1928.52,924.6000998076418,444.3555894267002,143.86057111200645,2644356285.4498553,1347972169.543285,169180031.6277196,13192193712.864632,0.0,27405146.9582985,7625141.914562175,1975205.6413678487,0.0,0.0,1799592.165,0.0,0.0,0.0,19105670.151750002,0.0,192109605.72979656,97928710.83619702,12290745.14360559,0.0,485260.3398998295,288823.145065455,196437.19483437447,192109605.72979656,27405146.9582985,0.0,0.0,97928710.83619702,7625141.914562175,0.0,0.0,12290745.14360559,1975205.6413678487,1799592.165,19105670.151750002,219514752.68809506,105553852.7507592,35171213.10172344,452.36491556966865,217.52004866614135,179.04558824197198
SC,130,9164494.42,4638.007,9307816.625,3264.528,90719494.544,Conventional Steam Coal,Coal,2008.0,16.0,10765.507505523248,2390.1,Coal,BIT,33.371506,-80.113235,0.27377507,1580.072,3821.294604540709,5800.0485391739,1538.4928854418479,10928902568.986427,11310296773.383827,1809267633.279613,25730639488.951115,58174504604.66062,113263172.07858661,99528832.93222412,21123507.31711657,0.0,0.0,19245438.282,0.0,0.0,0.0,204322403.0939,0.0,793972875.4176445,821680749.2157282,131441324.1519378,4226314436.001333,8443908.832605638,3088770.9564852137,5355137.876120424,-3432341560.5836887,113263172.07858661,0.0,0.0,-3404633686.785605,99528832.93222412,0.0,0.0,-4094873111.8493953,21123507.31711657,19245438.282,204322403.0939,-3319078388.505102,-3305104853.8533807,-3850181763.1563783,-393.07368830045675,-391.4188226536649,-718.9696796276842
FL,136,10398419.64,3194.442,6452594.227,1465.672,79255280.689,Conventional Steam Coal,Coal,1984.0,40.0,6921.469613961109,1897.8,Coal,BIT,29.733056,-81.632778,0.1774386,1588.472,6689.8305660598735,6546.177294620673,1745.6385374697825,19132915418.931236,14576515613.948359,2052870920.064464,13135565033.375391,0.0,198286577.97801465,112332402.37569076,23967617.119460113,0.0,0.0,21836681.244000003,0.0,0.0,0.0,231832765.87379998,0.0,1389985478.816495,1058967992.6710254,149138837.77225503,0.0,5853694.758042727,3504649.040680788,2349045.7173619387,1389985478.816495,198286577.97801465,0.0,0.0,1058967992.6710254,112332402.37569076,0.0,0.0,149138837.77225503,23967617.119460113,21836681.244000003,231832765.87379998,1588272056.7945096,1171300395.0467162,426775902.0095151,271.32813076942415,200.0959126605294,181.68054323301953
AZ,141,163506.94,0.519,102744.69,213.28,1728862.029,Petroleum Liquids,Combustion turbine - aeroderivative,1961.0,63.0,9171.191716695568,712.3,Oil,DFO,33.5561,-112.2153,0.054393373,1900.396,343.1516415366915,86.03835218348561,27.448787939833466,981413694.7949377,386065084.8126461,32279774.617244158,6532639859.802253,0.0,10171014.655147538,1476418.123468613,376871.8584139135,0.0,0.0,343364.574,0.0,0.0,0.0,3645387.2273000004,0.0,71298636.64827764,28047208.175951496,2345090.489086843,0.0,93208.41077424299,55107.83948469801,38100.57128954498,71298636.64827764,10171014.655147538,0.0,0.0,28047208.175951496,1476418.123468613,0.0,0.0,2345090.489086843,376871.8584139135,343364.574,3645387.2273000004,81469651.30342518,29523626.299420107,6710714.148800757,874.0590106267355,316.7485214497252,176.13158862639457
AZ,147,1285009.72,2.676,530083.426,42.571,8919617.088,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,8034.550090420521,573.7,Gas,NG,33.3556,-111.9353,0.050698236,1898.204,2893.4065387752235,676.9608186912394,215.72148133225892,8275142700.897139,3185015048.011635,253688462.04673648,4609421386.874253,7346717402.170814,85760569.80929762,11616647.64874167,2961855.938691915,0.0,0.0,2698520.412,0.0,0.0,0.0,28649291.7074,0.0,601180109.6449864,231387876.31746572,18430190.625279557,533731022.292697,480883.57379078213,433095.435496724,47788.13829405815,67449087.35228938,85760569.80929762,0.0,0.0,-302343145.9752313,11616647.64874167,0.0,0.0,-515300831.66741747,2961855.938691915,2698520.412,28649291.7074,153209657.161587,-290726498.3264896,-480991163.6093255,318.6003130733758,-604.5673301641531,-10065.074321364193
AZ,160,2037924.24,138.887,1483122.023,1183.104,20687363.112,Natural Gas Steam Turbine,Oil/Gas steam,1979.0,45.0,10329.374392059977,660.7,Gas,NG,32.0603,-109.8931,0.1066012,1946.052,2182.337036787506,1047.20954936182,342.11728444802577,6241483925.212267,3179300249.5079947,402329926.51087826,6824617660.834027,0.0,64684469.770381674,17970115.867048834,4697270.315471394,0.0,0.0,4279640.904,0.0,0.0,0.0,45435520.9308,0.0,453437013.2492984,230972702.4267913,29228831.220885992,0.0,1345465.607498648,686855.260699608,658610.3467990401,453437013.2492984,64684469.770381674,0.0,0.0,230972702.4267913,17970115.867048834,0.0,0.0,29228831.220885992,4697270.315471394,4279640.904,45435520.9308,518121483.0196801,248942818.29384014,83641263.37115738,385.08712532824865,185.02354642616925,126.9965826951677
OK,165,3790234.8,785.411,2153586.545,996.73,29004186.916,Conventional Steam Coal,Coal,1985.0,39.0,5712.175798098658,1194.3,Coal,SUB,36.190278,-95.2894,0.4096539,1541.355,1056.196978374048,2459.027834618169,636.287066881547,3020723358.149778,4365494402.048134,748273590.6526994,6822051555.669227,0.0,31305678.439006787,42196917.64204778,8736221.428283641,0.0,0.0,7959493.08,0.0,0.0,0.0,84503284.866,0.0,219452263.88214138,317148416.42469144,54361261.857667774,0.0,1953700.7637498614,1277448.22921716,676252.5345327014,219452263.88214138,31305678.439006787,0.0,0.0,317148416.42469144,42196917.64204778,0.0,0.0,54361261.857667774,8736221.428283641,7959493.08,84503284.866,250757942.32114816,359345334.0667392,155560261.23195142,128.35022997065968,183.93058995228367,230.03279586884716
AR,170,175675.9,0.558,110584.027,234.077,1860793.213,Natural Gas Steam Turbine,Oil/Gas steam,1970.0,54.0,2081.3263034563565,552.5,Gas,NG,34.4341,-92.9049,0.18374923,1497.525,109.13965359382996,117.31082762288851,29.491656594144505,312139409.2783537,253030494.436441,34682188.154713936,1149932782.659637,0.0,3234899.33252112,2013053.802008767,404920.4450376041,0.0,0.0,368919.39,0.0,0.0,0.0,3916694.1905,0.0,22676588.317218736,18382389.994595885,2519623.2175329765,0.0,100320.1373587869,59209.22560553,41110.9117532569,22676588.317218736,3234899.33252112,0.0,0.0,18382389.994595885,2013053.802008767,0.0,0.0,2519623.2175329765,404920.4450376041,368919.39,3916694.1905,25911487.649739854,20395443.796604652,7210157.243070581,258.2880001157644,203.30358723156436,175.38305368523908
AR,201,411773.43,1.153,211302.118,143.356,3555359.688,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,1746.3598431012965,185.0,Gas,NG,35.462382,-93.804926,0.2295805,1532.954,204.74778047746852,268.6143455763791,69.1266166398066,585578652.16556,544971381.118428,81292901.16841257,323076570.97373986,514934970.5725223,6068724.213352167,4609422.170090665,949108.4464645446,0.0,0.0,864724.203,0.0,0.0,0.0,9180488.62185,0.0,42541651.67163691,39591577.63148146,5905840.78175316,37409465.10025323,191690.04852719457,138782.757994881,52907.29053231358,5132186.571383677,6068724.213352167,0.0,0.0,2182112.5312282294,4609422.170090665,0.0,0.0,-31503624.31850007,949108.4464645446,864724.203,9180488.62185,11200910.784735844,6791534.7013188945,-20509303.047185525,58.432406224503616,35.429771933911304,-387.64606618173525
CA,260,5565914.43,11.886,2232029.142,170.414,39620474.981,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,4765.582608695652,1398.0,Gas,NG,36.804837,-121.782241,0.169046,1677.958,3758.612063487248,3317.076115186043,934.3799405721192,10749630501.573528,7667188607.166674,1098830810.1128123,6662284486.956522,10618669301.512354,111405261.56176203,56921026.1365925,12829036.584055196,0.0,0.0,11688420.303,0.0,0.0,0.0,124092062.21685001,0.0,780948954.859527,557012906.49955,79828862.26642257,771434766.2276524,2024862.6875765272,1875917.431969581,148945.2556069463,9514188.631874561,111405261.56176203,0.0,0.0,-214421859.72810245,56921026.1365925,0.0,0.0,-691605903.9612298,12829036.584055196,11688420.303,124092062.21685001,120919450.1936366,-157500833.59150994,-542996384.8573246,59.717358088295846,-77.78346381601611,-3645.6104804724046
TX,298,6711822.2,5591.339,7236001.664,5510.945,69044241.042,Conventional Steam Coal,Coal,1986.0,38.0,6587.176332747511,1849.8,Coal,SUB,31.4219,-96.2525,0.4151581,1548.295,1845.5372979720898,4334.976221907398,1126.7496306741875,5278236672.200177,7683344990.376646,1325057565.6728446,12184958780.316345,0.0,54701725.51189274,74388191.96793096,15470272.429156596,0.0,0.0,14094826.620000001,0.0,0.0,0.0,149640075.949,0.0,383458148.822192,558186650.1533706,96263989.8077839,0.0,6564389.99875534,2262130.40527474,4302259.5934806,383458148.822192,54701725.51189274,0.0,0.0,558186650.1533706,74388191.96793096,0.0,0.0,96263989.8077839,15470272.429156596,14094826.620000001,149640075.949,438159874.33408475,632574842.1213015,275469164.8059405,66.74799553609144,96.36460390702604,64.02895009482246
CA,302,311572.12,0.903,178692.631,11.719,3006826.752,,,,,,,,,,,0.35,1300.0,101.6216960208741,239.67086153846154,52.305284716626375,290638050.61969995,424479139.8755983,61511014.82675262,,0.0,3012067.070058708,4112751.9839999997,718151.5591592802,0.0,0.0,654301.452,,0.0,0.0,6946500.415399998,0.0,21114538.01511044,30837947.46219371,4468708.271811732,0.0,162107.22084594567,105011.23913680398,57095.98170914169,21114538.01511044,,0.0,0.0,30837947.46219371,,0.0,0.0,4468708.271811732,,654301.452,6946500.415399998,,,,,,
CA,315,3450749.9,8.414,1666706.279,83.231,28045609.789,Natural Gas Steam Turbine,Oil/Gas steam,1964.0,60.0,6243.978910369069,1115.0,Gas,NG,33.7688,-118.1009,0.050129134,1798.856,7858.129185406087,1918.302511388939,579.2959139135106,22474249470.26141,8765596475.770622,681251994.7622885,6962036485.061512,0.0,232914949.05543643,32918071.095434193,7953732.898032501,0.0,0.0,7246574.79,0.0,0.0,0.0,76934469.0205,0.0,1632729760.5702615,636811042.5257297,49492215.869903594,0.0,1512010.4357027314,1163029.3588213301,348981.07688140124,1632729760.5702615,232914949.05543643,0.0,0.0,636811042.5257297,32918071.095434193,0.0,0.0,49492215.869903594,7953732.898032501,7246574.79,76934469.0205,1865644709.6256979,669729113.6211638,141626992.5784361,1233.8834875558312,442.93947833097883,405.8300061540788
CA,330,156896.99,0.398,78757.514,3.995,1325244.62,,,,,,,,,,,0.35,1300.0,51.173186562296145,120.68999230769231,26.33914014235831,146355313.56816697,213753077.0220081,30974828.807413373,,0.0,1516773.2497064578,2071040.268,361636.3941545796,0.0,0.0,329483.679,,0.0,0.0,3498018.39205,0.0,10632554.221511867,15528928.37329711,2250287.5964491386,0.0,71447.61171083579,52880.043749533,18567.56796130279,10632554.221511867,,0.0,0.0,15528928.37329711,,0.0,0.0,2250287.5964491386,,329483.679,3498018.39205,,,,,,
CA,335,3299132.1,7.062,1398861.101,77.0,23538426.625,Natural Gas Steam Turbine,Oil/Gas steam,1958.0,66.0,2081.3263034563565,218.0,Gas,NG,33.6439,-117.9792,0.09951902,1767.445,3784.3344003844477,1866.6109555077664,553.8430197421434,10823196385.09952,5586515476.668194,651319391.2167605,453729134.1534857,0.0,112167671.62739503,32031043.996513274,7604264.661059628,0.0,0.0,6928177.41,0.0,0.0,0.0,73554150.16950001,0.0,786293436.2204939,405854268.4022465,47317644.80425786,0.0,1269025.3882523547,1111928.59584807,157096.7924042847,786293436.2204939,112167671.62739503,0.0,0.0,405854268.4022465,32031043.996513274,0.0,0.0,47317644.80425786,7604264.661059628,6928177.41,73554150.16950001,898461107.847889,437885312.3987597,135404237.0448175,707.9930127207381,345.056384570679,861.9159880512268
