facility_id,NOx,SOx,PM2_5,CO2,original_CO2,CO2_reduction,CO2_reduction_percent
963,84.3687845,7.6698895,7.6698895,283785.9115,744129.1284582,460343.21695820004,61.86335131269611
976,84.3899727,7.6718157,7.6718157,283857.1809,1039396.840089525,755539.6591895251,72.69020166777197
983,611.1990466999999,55.5635497,55.5635497,2055851.3388999999,5259221.845097026,3203370.506197026,60.909590820615556
1007,101.29288620000001,9.2084442,9.2084442,340712.4354,512886.70127025,172174.26587025,33.56964909478673
1082,687.7868459000001,62.52607690000001,62.52607690000001,2313464.8453,5701552.062441495,3388087.217141495,59.4239459718388
1240,48.762835,4.432985,4.432985,164020.445,279302.51752566,115282.07252565998,41.27498511182193
1268,8.9235179,0.8112289,0.8112289,30015.4693,55994.670542085,25979.201242084997,46.39584623068602
1356,1183.3268502,107.57516820000001,107.57516820000001,3980281.2234,9600234.59984649,5619953.376446489,58.53975044043563
1364,911.7210762,82.8837342,82.8837342,3066698.1654,7155895.313366354,4089197.1479663546,57.144451796663716
1384,59.30491160000001,5.391355600000001,5.391355600000001,199480.15720000002,481561.09338228,282080.93618228,58.576355120606536
1391,366.66273160000003,33.332975600000005,33.332975600000005,1233320.0972,2077672.80956667,844352.7123666701,40.63934939509424
1393,176.9682013,16.0880183,16.0880183,595256.6771,1739852.62298706,1144595.9458870601,65.7869483176089
1554,10.1407889,0.9218899000000002,0.9218899000000002,34109.9263,108236.42560137,74126.49930137,68.48572362725155
1556,28.1652118,2.5604738000000005,2.5604738000000005,94737.5306,152568.512663565,57830.982063564996,37.90492615674273
1564,0.7272155,0.0661105,0.0661105,2446.0885,11030.543154465,8584.454654465,77.82440569112084
1573,0.0502733,0.0045703,0.0045703,169.10109999999997,469.1053635,300.00426350000004,63.95242664924253
2079,311.2076594,28.2916054,28.2916054,1046789.3998,2424541.58410851,1377752.18430851,56.825265169254735
2364,19.8950862,1.8086442000000003,1.8086442000000003,66919.83540000001,168718.8287547,101798.99335469998,60.336474657908724
2390,0.0776336,0.007057600000000001,0.007057600000000001,261.1312,1096.1516354999999,835.0204354999998,76.1774565176024
2493,234.58721,21.326110000000003,21.326110000000003,789066.07,1961519.3078955,1172453.2378955,59.77270951023248
2504,0.023100000000000002,0.0021000000000000003,0.0021000000000000003,77.7,202809.620890875,202731.920890875,99.96168820805507
2514,0.10659,0.00969,0.00969,358.53,1646.177901,1287.647901,78.22045844606438
2521,0.0044,0.0004,0.0004,14.8,54.068226,39.268226,72.62717663420287
2539,459.5609964,41.778272400000006,41.778272400000006,1545796.0788,2270754.4988224353,724958.4200224353,31.925882802318927
2628,0.100364,0.009124,0.009124,337.58799999999997,968.4961910400001,630.9081910400001,65.14307406439174
2632,0.1039819,0.0094529,0.0094529,349.7573,913.733968515,563.976668515,61.72219573182495
2712,262.9825297,23.907502700000002,23.907502700000002,884577.5999,4086381.080682075,3201803.480782075,78.35303212219375
2718,15.2876889,1.3897899,1.3897899,51422.226299999995,139829.93792043,88407.71162043001,63.22516689576039
2721,630.8647675,57.3513425,57.3513425,2121999.6725,3690577.128822195,1568577.456322195,42.5022266591347
2828,1145.7226506000002,104.15660460000002,104.15660460000002,3853794.3702000002,9180751.861221015,5326957.491021015,58.0231071653487
2832,346.4475003,31.495227300000003,31.495227300000003,1165323.4101,2839581.151957125,1674257.741857125,58.96143312203548
2869,122.286703,11.116973000000002,11.116973000000002,411328.001,716134.842689535,304806.841689535,42.56277219312418
2876,573.3640539,52.12400490000001,52.12400490000001,1928588.1813,4841244.4983324,2912656.3170323996,60.16337985069096
3006,121.1990923,11.0180993,11.0180993,407669.67409999995,79972.15159767,-327697.52250232996,-409.76454422651483
3096,9.050890200000001,0.8228082000000001,0.8228082000000001,30443.903400000003,65303.41285395,34859.50945395,53.38083865832971
3111,0.3668962,0.0333542,0.0333542,1234.1054,3785.864442,2551.759042,67.40228238737345
3113,0.077869,0.007079,0.007079,261.923,676.158546345,414.235546345,61.263079285792585
3118,344.9949536,31.3631776,31.3631776,1160437.5712,2784701.287495695,1624263.7162956952,58.328113093825195
3122,132.2939112,12.0267192,12.0267192,444988.61039999995,1142463.85249821,697475.2420982101,61.050092794888045
3132,2.1572221000000003,0.1961111,0.1961111,7256.1107,15045.484509555,7789.373809555001,51.772169946459144
3136,338.0922226,30.735656600000006,30.735656600000006,1137219.2942000001,2757678.89986182,1620459.60566182,58.76172188658428
3149,70.43449269999999,6.4031357,6.4031357,236916.02089999997,479743.7804741401,242827.7595741401,50.616134999009
3161,3.3717299,0.30652090000000004,0.30652090000000004,11341.2733,25702.304638605,14361.031338605,55.87448884655524
3168,0.09091500000000001,0.008265000000000002,0.008265000000000002,305.805,798.141363,492.33636299999995,61.685358737635056
3236,132.4283675,12.038942500000001,12.038942500000001,445440.8725,812736.7222706251,367295.84977062506,45.19247619874655
3285,1.921568,0.174688,0.174688,6463.455999999999,14852.62151448,8389.165514480002,56.48272600430371
3297,210.91942960000003,19.1744936,19.1744936,709456.2632,1624143.7381275,914687.4749275,56.318135732374095
3298,238.34042540000002,21.667311400000003,21.667311400000003,801690.5218,2004903.312243525,1203212.790443525,60.01350704025258
3399,1072.2789857999999,97.4799078,97.4799078,3606756.5886,9362590.137269251,5755833.548669251,61.47693602176664
3403,473.9727575,43.0884325,43.0884325,1594272.0025,4172437.5070719,2578165.5045719002,61.790392311500064
3407,308.1447897,28.013162700000002,28.013162700000002,1036487.0199,2902546.6347607654,1866059.6148607654,64.29042663821215
3559,12.9666757,1.1787887000000001,1.1787887000000001,43615.181899999996,83626.08049638,40010.89859638001,47.84500045785596
3785,0.2596,0.023600000000000003,0.023600000000000003,873.2,4016.5615875,3143.3615874999996,78.26001217764222
3845,488.0022994,44.3638454,44.3638454,1641462.2798,4500086.07416223,2858623.79436223,63.52375815154632
3935,1010.7495090000001,91.88631900000001,91.88631900000001,3399793.8030000003,8670647.089926885,5270853.286926885,60.789618493990986
3943,530.4213046000001,48.220118600000006,48.220118600000006,1784144.3882000002,4058284.3927777954,2274140.004577795,56.0369797795566
3944,1334.365846,121.305986,121.305986,4488321.482,11090243.879848711,6601922.397848711,59.529100255807656
3948,404.3391737,36.7581067,36.7581067,1360049.9479,3545757.629856885,2185707.681956885,61.64289582435744
3982,17.5914167,1.5992197000000001,1.5992197000000001,59171.1289,265749.10830834,206577.97940834,77.73421356833089
4072,11.9941008,1.0903728000000001,1.0903728000000001,40343.7936,70575.581077215,30231.787477215003,42.83604472790547
4078,418.4977247,38.045247700000004,38.045247700000004,1407674.1649,2959717.44888291,1552043.28398291,52.4389003608672
4271,151.6588546,13.787168600000003,13.787168600000003,510125.2382,1537789.56182727,1027664.3236272701,66.8273702161272
4937,270.8754158,24.6250378,24.6250378,911126.3986,1355300.68989162,444174.2912916201,32.77311777411842
6002,1869.1974950000001,169.92704500000002,169.92704500000002,6287300.665,16428374.9160855,10141074.251085501,61.72901642971442
6004,562.5570269,51.141547900000006,51.141547900000006,1892237.2723,4542790.222277851,2650552.9499778505,58.34636468528823
6009,413.02743350000003,37.547948500000004,37.547948500000004,1389274.0945000001,3946163.885443215,2556889.7909432147,64.7943132918322
6018,270.19988820000003,24.5636262,24.5636262,908854.1694,2474115.66642087,1565261.49702087,63.265493940516706
6021,576.5942622,52.4176602,52.4176602,1939453.4274,5264965.686924526,3325512.2595245256,63.1630376582205
6041,921.2989027000001,83.7544457,83.7544457,3098914.4909,7355712.45571446,4256797.96481446,57.87064122534405
6064,95.7325578,8.7029598,8.7029598,322009.5126,893869.442896275,571859.930296275,63.975777988713936
6065,588.1444844,53.467680400000006,53.467680400000006,1978304.1748,4639257.472883385,2660953.2980833845,57.35731016518798
6096,714.0768789,64.91607990000001,64.91607990000001,2401894.9563,5878337.856000436,3476442.8997004353,59.139896087323116
6155,98.01393250000001,8.9103575,8.9103575,329683.2275,781558.3750021501,451875.1475021501,57.817197276007306
6165,515.9329736,46.9029976,46.9029976,1735410.9112,4459593.00078963,2724182.0895896303,61.08589032916855
6178,313.61722480000003,28.510656800000003,28.510656800000003,1054894.3016000001,2734028.048951115,1679133.7473511149,61.41611268382192
6180,1431.3070563,130.1188233,130.1188233,4814396.4621,12186443.0645433,7372046.602443299,60.49383370847903
6183,173.0711345,15.7337395,15.7337395,582148.3615,1789117.860516465,1206969.4990164652,67.46170979859588
6190,498.93576150000007,45.357796500000006,45.357796500000006,1678238.4705,3973952.79359973,2295714.3230997296,57.76903859545348
6195,237.5515032,21.5955912,21.5955912,799036.8744000001,1904343.1304956349,1105306.2560956348,58.041339210122366
6204,1126.3171359,102.3924669,102.3924669,3788521.2753,10893449.621255834,7104928.345955834,65.22202417948809
6248,330.9659672,30.0878152,30.0878152,1113249.1624,3083013.191750715,1969764.029350715,63.89087256004142
6249,337.1249475,30.647722500000004,30.647722500000004,1133965.7325,2881928.84259225,1747963.1100922502,60.65254229247328
6257,810.57592,73.68872,73.68872,2726482.64,7552844.90652504,4826362.266525039,63.90124947958957
6264,600.5625978,54.59659980000001,54.59659980000001,2020074.1926000002,4809375.9238926,2789301.7312926003,57.99716585754025
6641,555.5193402000001,50.501758200000005,50.501758200000005,1868565.0534,5521848.48160239,3653283.42820239,66.16051563845592
6761,179.2451529,16.2950139,16.2950139,602915.5142999999,1440225.1507965152,837309.6364965152,58.13741247564257
6823,346.5926255,31.5084205,31.5084205,1165811.5584999998,3196811.69105706,2031000.13255706,63.5320540849714
7097,595.0989176,54.0999016,54.0999016,2001696.3592,5574072.116548485,3572375.7573484853,64.08915569539728
7158,22.3877126,2.0352466000000002,2.0352466000000002,75304.1242,182156.834060985,106852.709860985,58.65973155045688
7210,162.4316551,14.7665141,14.7665141,546361.0216999999,965128.81829598,418767.79659598006,43.38983446120193
7325,79.1187342,7.1926122,7.1926122,266126.6514,531105.96252327,264979.3111232701,49.891985746942204
7425,4.347651,0.395241,0.395241,14623.917,27790.14102093,13166.224020930002,47.37731993160426
7504,82.8116036,7.528327600000001,7.528327600000001,278548.1212,829272.480403005,550724.359203005,66.41054324332181
7515,1.4561283,0.13237530000000003,0.13237530000000003,4897.886100000001,11156.73712389,6258.851023889999,56.099296365851245
7527,17.227444300000002,1.5661313000000001,1.5661313000000001,57946.8581,78410.44713513,20463.589035130004,26.098038951191953
7551,69.3083754,6.300761400000001,6.300761400000001,233128.1718,288902.30383641,55774.13203640998,19.305533841638002
7699,80.9733342,7.361212200000001,7.361212200000001,272364.8514,441553.406622375,169188.55522237503,38.31666853542551
7749,8.1167328,0.7378848,0.7378848,27301.737599999997,49002.496795335006,21700.75919533501,44.28500712110837
7759,37.4563827,3.4051257,3.4051257,125989.65090000001,225868.14712827,99878.49622827,44.21982359980544
7763,27.937017900000004,2.5397289000000005,2.5397289000000005,93969.9693,141446.342916915,47476.37361691499,33.56493539377149
7768,8.793147,0.799377,0.799377,29576.948999999997,42055.283137185,12478.334137185,29.67126412270363
7790,402.8262975,36.6205725,36.6205725,1354961.1824999999,3506723.14394943,2151761.9614494303,61.36104485927619
7825,16.150627900000003,1.4682389000000002,1.4682389000000002,54324.83930000001,84819.249217335,30494.409917334997,35.952228059928025
7826,326.4689725,29.6789975,29.6789975,1098122.9075,1674418.4339722502,576295.5264722502,34.417653005951145
7829,17.200719799999998,1.5637018,1.5637018,57856.9666,110954.82178320001,53097.85518320001,47.855383236025986
7834,493.5098740000001,44.864534000000006,44.864534000000006,1659987.7580000001,2629885.65037158,969897.8923715798,36.87985035526323
7846,363.8276741,33.0752431,33.0752431,1223783.9947,1755092.497284045,531308.502584045,30.272393244585665
7848,21.451017500000003,1.9500925000000002,1.9500925000000002,72153.4225,135526.00189737,63372.579397370006,46.76045814836349
7863,3.8883900000000002,0.35349,0.35349,13079.13,24081.951573,11002.821573,45.689077729630725
7869,17.8375373,1.6215943000000002,1.6215943000000002,59998.9891,85971.88944841501,25972.90034841501,30.21092186650069
7870,69.33360830000001,6.3030553000000005,6.3030553000000005,233213.0461,426594.831343005,193381.785243005,45.33148810879889
7903,10.2932742,0.9357522,0.9357522,34622.8314,57741.15316698,23118.32176698,40.03785947974537
7909,14.1343675,1.2849425,1.2849425,47542.8725,70849.137270855,23306.264770855007,32.89562254195921
7910,6.4452498,0.5859318,0.5859318,21679.476599999998,31804.588867380004,10125.112267380006,31.83538171048237
7912,4.2864019,0.38967290000000004,0.38967290000000004,14417.8973,20778.18156933,6360.284269330001,30.610398932687204
7913,11.8877891,1.0807081,1.0807081,39986.1997,60546.26171985,20560.062019850004,33.95760768019377
7914,11.062476700000001,1.0056797000000002,1.0056797000000002,37210.1489,53647.303953405,16437.155053404997,30.63929376149336
7915,3.8490672,0.3499152,0.3499152,12946.862399999998,18693.17288265,5746.310482650002,30.74015587788962
7917,397.23372040000004,36.1121564,36.1121564,1336149.7868000001,1309365.369251955,-26784.41754804505,-2.0456030209006584
7928,4.8449181,0.44044710000000004,0.44044710000000004,16296.5427,26296.530771675003,9999.988071675003,38.027784571668185
7946,219.8415835,19.985598500000002,19.985598500000002,739467.1445,1148290.2808193702,408823.1363193701,35.60276901652878
7953,62.84660470000001,5.713327700000001,5.713327700000001,211393.1249,330860.501849265,119467.37694926502,36.10808068099121
7967,12.350646000000001,1.122786,1.122786,41543.082,63624.88655022,22081.804550219997,34.706237995081565
7975,32.0616835,2.9146985,2.9146985,107843.84449999999,157820.69378691,49976.849286910016,31.666854382473385
7984,6.1479352,0.5589032,0.5589032,20679.4184,32028.211784250005,11348.793384250006,35.43374029339602
7985,155.3891955,14.126290500000001,14.126290500000001,522672.7485,837626.538415455,314953.78991545504,37.600741556166035
7988,23.4335321,2.1303211,2.1303211,78821.8807,131717.84066244,52895.95996244,40.15853865840328
7989,31.920029900000003,2.9018209000000006,2.9018209000000006,107367.3733,151077.16674807,43709.793448070006,28.932097674931008
7991,47.393868499999996,4.3085335,4.3085335,159415.7395,213295.030228545,53879.29072854499,25.26045293732981
8000,65.5730339,5.9611849,5.9611849,220563.8413,278683.68399946496,58119.84269946496,20.85512932274017
8007,2.76881,0.25171000000000004,0.25171000000000004,9313.27,19821.629376,10508.359376,53.01460932734171
8012,0.0725901,0.0065991,0.0065991,244.1667,772.92162,528.75492,68.4099016404794
8031,326.49705220000004,29.681550200000004,29.681550200000004,1098217.3574,1193991.12951675,95773.77211675001,8.021313538192953
8053,5.090919899999999,0.4628109,0.4628109,17124.0033,24710.04836523,7586.045065229999,30.700243694805852
8069,421.38534790000006,38.3077589,38.3077589,1417387.0793,3681629.89247535,2264242.8131753495,61.50109813599385
8102,1614.6495211000001,146.7863201,146.7863201,5431093.8437,13337155.493025271,7906061.649325271,59.27846948668915
8223,847.9361891,77.0851081,77.0851081,2852148.9997,6967173.95438199,4115024.95468199,59.063043087848456
8224,132.8013643,12.0728513,12.0728513,446695.49809999997,1224671.0094720148,777975.5113720149,63.52526559009662
10649,5.3750048,0.48863680000000004,0.48863680000000004,18079.5616,21180.53081742,3100.969217419999,14.640658650866278
10678,72.40051940000001,6.581865400000001,6.581865400000001,243529.0198,777594.0908574599,534065.0710574599,68.68172962432644
50458,57.550625000000004,5.2318750000000005,5.2318750000000005,193579.375,226563.69312525,32984.31812524999,14.558518918128444
50555,0.5545342000000001,0.050412200000000004,0.050412200000000004,1865.2514,5506.4741506949995,3641.2227506949994,66.12621163826626
54365,47.3084194,4.3007654,4.3007654,159128.3198,177182.43661337998,18054.11681337998,10.189563457000466
54761,333.43906640000006,30.312642400000005,30.312642400000005,1121567.7688,1197839.525313615,76271.75651361514,6.36744362677846
54785,98.4554395,8.9504945,8.9504945,331168.2965,699890.0686818301,368721.7721818301,52.68281244171374
54832,72.9040015,6.6276365,6.6276365,245222.5505,298318.54757077503,53095.99707077502,17.79842302905359
54914,184.7319727,16.793815700000003,16.793815700000003,621371.1809,954532.3658855702,333161.18498557014,34.90307892037573
55011,73.6210057,6.6928187,6.6928187,247634.29189999998,283890.42876208504,36256.136862085055,12.771172673971895
55015,365.6597901,33.2417991,33.2417991,1229946.5667,2709921.08719485,1479974.5204948501,54.613196210330685
55026,39.1265743,3.5569613,3.5569613,131607.5681,151293.344397645,19685.776297645003,13.011660477214903
55029,16.2918492,1.4810772,1.4810772,54799.8564,88144.336254135,33344.47985413501,37.82940716462739
55031,9.1944963,0.8358633000000001,0.8358633000000001,30926.9421,56604.271646535,25677.329546535002,45.36288304684303
55042,295.3270342,26.847912200000003,26.847912200000003,993372.7514000001,1011837.51142659,18464.760026589967,1.8248740354127113
55043,8.7822493,0.7983863000000001,0.7983863000000001,29540.293100000003,50805.272971035,21264.979871035,41.85585201590895
55062,469.6559142,42.6959922,42.6959922,1579751.7114,1660852.167221925,81100.45582192508,4.883062889190206
55063,511.59126260000005,46.50829660000001,46.50829660000001,1720806.9742,1978767.8195099402,257960.84530994017,13.036438270652011
55065,234.9364413,21.357858300000004,21.357858300000004,790240.7571,890014.54984044,99773.79274044,11.210355241757254
55068,65.3187689,5.9380699,5.9380699,219708.5863,376561.163666535,156852.577366535,41.6539442993214
55077,185.7223577,16.883850700000004,16.883850700000004,624702.4759,678717.34146978,54014.86556978,7.958374166896842
55079,46.0521809,4.1865619,4.1865619,154902.7903,243210.56781235503,88307.77751235504,36.30918603030745
55086,40.9989107,3.7271737000000003,3.7271737000000003,137905.4269,245762.92827393,107857.50137393002,43.88680674154032
55087,526.3558256,47.8505296,47.8505296,1770469.5951999999,2179144.27134765,408674.67614765,18.75390636228564
55088,399.07769,36.279790000000006,36.279790000000006,1342352.23,3291888.5563657503,1949536.3263657503,59.22242788553089
55089,424.74901370000003,38.6135467,38.6135467,1428701.2279,2555216.150227545,1126514.9223275448,44.08687391190868
55101,20.7335722,1.8848702,1.8848702,69740.19739999999,124793.68764699,55053.49024699001,44.11560495168835
55103,328.5555097,29.868682700000004,29.868682700000004,1105141.2599,1137832.8989622751,32691.63906227518,2.8731493958463115
55107,404.8906565,36.8082415,36.8082415,1361904.9355,1360451.416887675,-1453.5186123249587,-0.1068409054731403
55117,238.48316140000003,21.680287400000005,21.680287400000005,802170.6338000001,1165040.5872970652,362869.9534970651,31.14655038232926
55124,415.1863166,37.7442106,37.7442106,1396535.7922,1433603.9195531548,37068.12735315482,2.58566029623501
55127,39.599547900000005,3.5999589000000003,3.5999589000000003,133198.4793,205857.626413125,72659.14711312499,35.29582477906799
55135,67.398936,6.127176,6.127176,226705.512,367604.69761950005,140899.18561950006,38.32899485015338
55139,354.3282985,32.2116635,32.2116635,1191831.5495,1261024.891617555,69193.34211755497,5.487071871261683
55141,62.751271,5.704661000000001,5.704661000000001,211072.457,347291.29776996,136218.84076996002,39.223223168750145
55144,528.3256968000001,48.029608800000005,48.029608800000005,1777095.5256,1907867.5950229953,130772.0694229952,6.854357700929399
55149,408.96216790000005,37.178378900000006,37.178378900000006,1375600.0193,2156830.910497995,781230.891197995,36.22123956938354
55153,789.1047834999999,71.7367985,71.7367985,2654261.5445,2858193.94552722,203932.4010272203,7.1350092020995834
55154,235.56908760000002,21.415371600000004,21.415371600000004,792368.7492000001,1246469.068376415,454100.31917641487,36.43093364265365
55168,341.1142196,31.0103836,31.0103836,1147384.1931999999,1173099.9925287,25715.799328700174,2.1921233903742467
55170,249.3076465,22.6643315,22.6643315,838580.2655,1298255.62340388,459675.35790388007,35.40715323062981
55176,295.73813060000003,26.885284600000002,26.885284600000002,994755.5301999999,1378835.5381491901,384080.0079491902,27.85538937187103
55177,303.0225605,27.5475055,27.5475055,1019257.7035,1106830.8041315249,87573.10063152493,7.912058492105231
55178,295.8431388,26.894830800000005,26.894830800000005,995108.7396,1047241.1345211449,52132.394921144936,4.978069825817402
55182,320.85939820000004,29.169036200000004,29.169036200000004,1079254.3394,1082319.11267373,3064.773273729952,0.2831672505679794
55187,847.2194786,77.01995260000001,77.01995260000001,2849738.2462,2887058.6626027953,37320.41640279535,1.292679531809359
55193,462.4724995,42.04295450000001,42.04295450000001,1555589.3165,1575516.667143825,19927.35064382502,1.264813699492644
55196,14.7270013,1.3388183,1.3388183,49536.27709999999,71420.74183876501,21884.46473876502,30.641609391526643
55206,346.5364419,31.503312900000005,31.503312900000005,1165622.5773,1296070.2854993101,130447.70819931012,10.064863739164826
55211,220.5678123,20.051619300000002,20.051619300000002,741909.9140999999,1216058.65502481,474148.74092481006,38.99061438900219
55212,202.23443460000001,18.3849486,18.3849486,680243.0982,1079344.5056754602,399101.4074754602,36.97627637671627
55217,380.7017951,34.6092541,34.6092541,1280542.4017,1281062.910017235,520.5083172349259,0.04063097238744686
55218,363.0435237,33.0039567,33.0039567,1221146.3979,1263905.6793574952,42759.28145749518,3.3831069957080815
55220,328.2048099,29.8368009,29.8368009,1103961.6332999999,1116888.12647547,12926.493175470037,1.157366872209644
55223,162.3339729,14.7576339,14.7576339,546032.4543,592019.51804844,45987.06374844001,7.767828989833621
55226,854.1545364000001,77.65041240000001,77.65041240000001,2873065.2588,2851289.24618691,-21776.012613089755,-0.7637251338920203
55231,449.15086700000006,40.831897000000005,40.831897000000005,1510780.189,1589732.46383919,78952.27483919007,4.9663875296677915
55239,291.92351540000004,26.538501400000005,26.538501400000005,981924.5518,1227109.3676233802,245184.81582338014,19.980681615873
55242,128.8735789,11.715779900000001,11.715779900000001,433483.8563,461872.463677575,28388.607377575012,6.146416946257397
55259,249.41710200000003,22.674282000000005,22.674282000000005,838948.434,1430687.599191135,591739.165191135,41.36047349020747
55282,397.8366293,36.1669663,36.1669663,1338177.7530999999,1384730.292922995,46552.5398229952,3.3618488785082126
55283,230.0160797,20.9105527,20.9105527,773690.4499,869995.81093638,96305.36103637994,11.069635028785495
55293,615.2336729,55.9303339,55.9303339,2069422.3542999998,2218211.551992855,148789.19769285526,6.707619819181905
55295,122.37495820000002,11.124996200000002,11.124996200000002,411624.8594,674218.1347826549,262593.2753826549,38.94782145949042
55297,720.8663143,65.5333013,65.5333013,2424732.1481,2947453.7355921003,522721.5874921004,17.734683370258
55299,623.2254039000001,56.656854900000006,56.656854900000006,2096303.6313,2065561.54508637,-30742.086213629926,-1.488316157258072
55327,596.0618587,54.1874417,54.1874417,2004935.3429,2043277.00096824,38341.65806823992,1.8764787177691085
55328,441.8769883,40.1706353,40.1706353,1486313.5060999999,1562084.153028345,75770.64692834509,4.850612355387629
55333,477.5004190000001,43.40912900000001,43.40912900000001,1606137.773,1628748.864106485,22611.091106484877,1.3882490790800392
55334,284.124225,25.829475000000002,25.829475000000002,955690.575,992514.57253131,36823.99753131007,3.710171976356389
55337,313.8459731,28.531452100000003,28.531452100000003,1055663.7277,1675223.614183665,619559.8864836651,36.98371257651929
55340,459.50015320000006,41.772741200000006,41.772741200000006,1545591.4244000001,1690146.00457494,144554.58017493994,8.552786551200612
55347,123.67157,11.242870000000002,11.242870000000002,415986.19,626594.27977434,210608.08977433998,33.611556404598495
55348,91.4721214,8.315647400000001,8.315647400000001,307678.9538,475588.924883685,167909.971083685,35.30569411908631
55349,247.06949410000001,22.4608631,22.4608631,831051.9347,1240278.4941818852,409226.55948188517,32.994731538243755
55357,373.5340521,33.957641100000004,33.957641100000004,1256432.7207,1314386.53934379,57953.81864378997,4.409191429541232
55364,329.6315924,29.966508400000002,29.966508400000002,1108760.8107999999,1177840.10491413,69079.29411413008,5.8649127182815946
55365,20.9595463,1.9054133,1.9054133,70500.29209999999,135015.7085205,64515.4164205,47.78363727262473
55377,14.649003600000002,1.3317276000000002,1.3317276000000002,49273.921200000004,70949.038297425,21675.11709742499,30.550262015618696
55382,997.6056574,90.6914234,90.6914234,3355582.6658,3429292.3268868453,73709.66108684521,2.1494131751013414
55386,280.0029617,25.454814700000004,25.454814700000004,941828.1439,1040540.822146965,98712.67824696493,9.486670406961013
55391,59.8086489,5.4371499000000005,5.4371499000000005,201174.5463,348174.70907985,147000.16277985,42.22022994385188
55401,212.6741001,19.3340091,19.3340091,715358.3367,1339341.94496412,623983.60826412,46.58882002540704
55402,167.6233812,15.2384892,15.2384892,563824.1004,898416.8528583751,334592.75245837506,37.242483975433586
55404,373.5413462,33.9583042,33.9583042,1256457.2554,1420714.72488447,164257.4694844701,11.561608154503165
55406,283.05568170000004,25.732334700000003,25.732334700000003,952096.3839,996961.683212625,44865.299312624964,4.500202973503487
55418,244.7852803,22.253207300000003,22.253207300000003,823368.6701,862363.48753749,38994.81743748998,4.521853951498003
55440,541.0353575,49.185032500000005,49.185032500000005,1819846.2025,1916345.418470625,96499.21597062517,5.035585706027787
55457,186.7725343,16.9793213,16.9793213,628234.8881,960930.4350620399,332695.5469620399,34.62223016597037
55464,780.9868825,70.99880750000001,70.99880750000001,2626955.8775,3733502.454083925,1106546.5765839252,29.638297823362063
55470,146.06649860000002,13.278772600000002,13.278772600000002,491314.5862,2387351.04333924,1896036.4571392399,79.42009460356581
55477,2.190408,0.199128,0.199128,7367.736,11659.060880535,4291.324880535,36.80677993284554
55478,4.5771242,0.41610220000000003,0.41610220000000003,15395.7814,23424.782223075003,8029.000823075003,34.2756690184547
55479,78.519243,7.1381130000000015,7.1381130000000015,264110.18100000004,792931.8023351401,528821.62133514,66.69194245681528
55503,612.8495340000001,55.71359400000001,55.71359400000001,2061402.9780000001,2056074.0582995852,-5328.919700414874,-0.2591793655925992
55504,14.9962296,1.3632936,1.3632936,50441.86319999999,95256.91794438001,44815.05474438002,47.046509284026264
55505,27.3667174,2.4878834000000003,2.4878834000000003,92051.68579999999,172654.022197995,80602.336397995,46.68430852167603
55508,2.9457747000000003,0.2677977,0.2677977,9908.5149,15179.564638184998,5271.049738184998,34.72464371557399
55512,1.3812249,0.1255659,0.1255659,4645.9383,7371.065912295,2725.1276122950003,36.970604315848874
55516,613.4222776,55.76566160000001,55.76566160000001,2063329.4792,2109277.212641655,45947.73344165506,2.1783639042926084
