State,Facility ID,Gross Load (MWh),SO2 Mass (short tons),CO2 Mass (short tons),NOx Mass (short tons),Heat Input (mmBtu),Technology,Technology_alt,Operating Year,Age,Total Capital Cost (2024$/kW),Total Nameplate Capacity (MW),Fuel Category,Energy Source,Latitude,Longitude,wind_cf,pvout,Wind Size (MW),Solar Size (MW),NGCC Size (MW),Wind Capital Cost ($),Solar Capital Cost ($),NGCC Capital Cost ($),Existing Capital Cost ($),Remaining Capital Cost ($),Fixed O&M - Wind ($/year),Fixed O&M - Solar ($/year),Fixed O&M - NGCC ($/year),Variable O&M - Wind ($/year),Variable O&M - Solar ($/year),Variable O&M - NGCC ($/year),Fixed O&M - Existing ($/year),Variable O&M - Existing ($/year),Fuel costs ($/MWh),NGCC Fuel Cost ($/year),Existing Fuel Cost ($/year),Annualized Capital - Wind ($),Annualized Capital - Solar ($),Annualized Capital - NGCC ($),Annualized Capital - Existing ($),Old Emissions (tonnes CO2),New Emissions (tonnes CO2),Delta Emissions (tonnes CO2),Net Capital Cost - Wind ($/year),Net Fixed O&M - Wind ($/year),Net Variable O&M - Wind ($/year),Net Fuel Cost - Wind ($/year),Net Capital Cost - Solar ($/year),Net Fixed O&M - Solar ($/year),Net Variable O&M - Solar ($/year),Net Fuel Cost - Solar ($/year),Net Capital Cost - NGCC ($/year),Net Fixed O&M - NGCC ($/year),Net Variable O&M - NGCC ($/year),Net Fuel Cost - NGCC ($/year),Total Cost - Wind ($/year),Total Cost - Solar ($/year),Total Cost - NGCC ($/year),MACC - Wind ($/tonne CO2),MACC - Solar ($/tonne CO2),MACC - NGCC ($/tonne CO2)
AZ,116,626683.21,1.707,337870.985,23.692,5685360.904,Natural Gas Fired Combustion Turbine,Combustion turbine,2019.0,5.0,8335.169537784614,626.2,Gas,NG,33.4225,-111.9122,0.06670708,1890.899,1072.4374956865204,331.42076554115187,121.25284614193949,2249973865.95032,479897268.5035879,142593347.06292084,5219483164.560725,22401346966.17226,31787047.372148465,5687180.336686166,1664801.5775288292,0.0,0.0,1316034.741,0.0,0.0,0.0,13971902.16695,0.0,163458152.2423441,34864014.18383258,10359251.44984372,1627433473.0032861,306511.3881659295,211215.241043807,95296.14712212246,-1463975320.760942,31787047.372148465,0.0,0.0,-1592569458.8194535,5687180.336686166,0.0,0.0,-1617074221.5534425,1664801.5775288292,1316034.741,13971902.16695,-1432188273.3887935,-1586882278.4827673,-1600121483.0679638,-4672.545062545867,-5177.23758317166,-16791.04068097738
AZ,117,2112982.33,4.894,969426.802,133.486,16312518.425,Natural Gas Fired Combined Cycle,Combined cycle,2003.0,21.0,8696.129357130065,1206.7999999999997,Gas,NG,33.4417,-112.1583,0.045467876,1898.935,5305.020943993341,1112.7196374818432,408.82716701493695,11129933940.498028,1611218035.0737088,480780748.40956587,10494488908.18456,17730218195.86496,157240820.7799626,19094268.979188427,5613197.003115085,0.0,0.0,4437262.893,0.0,0.0,0.0,47108941.04735,0.0,808577585.7333136,117053236.42123765,34928198.0373252,1288081052.4106178,879449.1625443294,712152.591661511,167296.57088281843,-479503466.67730427,157240820.7799626,0.0,0.0,-1171027815.9893801,19094268.979188427,0.0,0.0,-1253152854.3732927,5613197.003115085,4437262.893,47108941.04735,-322262645.89734167,-1151933547.0101917,-1195993453.4298277,-366.43692395476893,-1309.8352878949129,-7148.941828984361
AZ,118,129391.26,0.483,95661.122,24.419,1609688.576,Natural Gas Fired Combustion Turbine,Combustion turbine,2002.0,22.0,2112.0103030148666,184.5,Gas,NG,32.5517,-111.3,0.11751835,1910.623,125.68839280086115,67.72202408613845,25.035070814952405,263694248.0962067,98061490.87672848,29441243.27838403,389665900.9062429,621068245.8697413,3725403.962617525,1162109.9333181358,343731.52228929655,0.0,0.0,271721.646,0.0,0.0,0.0,2884778.1416999996,0.0,19157100.09037587,7124060.571285519,2138874.2770882687,45119932.02346972,86782.3062632334,43609.60327924199,43172.70298399142,-25962831.933093846,3725403.962617525,0.0,0.0,-37995871.4521842,1162109.9333181358,0.0,0.0,-42981057.74638145,343731.52228929655,271721.646,2884778.1416999996,-22237427.970476322,-36833761.51886606,-39480826.43639215,-256.24380047039074,-424.4386108746597,-914.4858604528832
AZ,120,170621.92,0.502,99532.362,9.428,1674743.536,Natural Gas Steam Turbine,Oil/Gas steam,1959.0,65.0,5849.583672323563,417.0,Gas,NG,32.7214,-114.7106,0.2054651,1916.102,94.79657722402214,89.04636364771517,33.0125222505998,198883219.01599845,128939134.56189157,38822726.16670537,2439276391.358926,0.0,2809770.5489200163,1528035.6001947925,453261.9305007353,0.0,0.0,358306.03200000006,0.0,0.0,0.0,3804015.7064000005,0.0,14448649.375148945,9367287.774390148,2820428.7970873183,0.0,90294.2359612614,57505.848864464,32788.38709679739,14448649.375148945,2809770.5489200163,0.0,0.0,9367287.774390148,1528035.6001947925,0.0,0.0,2820428.7970873183,453261.9305007353,358306.03200000006,3804015.7064000005,17258419.92406896,10895323.374584941,7436012.465988055,191.1353448017798,120.66466102287329,226.78799185929972
AZ,124,1343.8,0.032,1099.476,0.481,18501.683,Natural Gas Fired Combustion Turbine,Combustion turbine,2001.0,23.0,594.5735117858569,85.0,Gas,NG,32.252273,-110.992148,0.07167208,1907.701,2.140328962231832,0.7044080623311392,0.2600030957356242,4490410.162762384,1019982.8742554894,305763.64058509405,50538748.50179784,75991591.49885753,63439.350440551505,12087.642349602347,3569.84250445012,0.0,0.0,2821.98,0.0,0.0,0.0,29960.020999999997,0.0,326223.4104685329,74100.645553151,22213.395661741102,5520706.404788325,997.4278052172001,452.90991746,544.5178877572001,-5194482.994319792,63439.350440551505,0.0,0.0,-5446605.759235173,12087.642349602347,0.0,0.0,-5498493.009126583,3569.84250445012,2821.98,29960.020999999997,-5131043.64387924,-5434518.116885571,-5462141.165622133,-5144.275723055368,-5448.532804539321,-10031.151020804838
AZ,126,856948.65,15.752,534907.985,816.497,9000847.26,Natural Gas Steam Turbine,Oil/Gas steam,1967.0,57.0,24942.699400386897,528.9000000000001,Gas,NG,32.16,-110.9047,0.1058027,1928.52,924.6000998076418,444.3555894267002,165.80540399349897,1939811009.3964324,643426893.4898618,194987155.09635478,13192193712.864632,0.0,27405146.9582985,7625141.914562175,2276508.196830741,0.0,0.0,1799592.165,0.0,0.0,0.0,19105670.151750002,0.0,140925158.32906055,46744263.43546101,14165604.572291186,0.0,485260.3398998295,288823.145065455,196437.19483437447,140925158.32906055,27405146.9582985,0.0,0.0,46744263.43546101,7625141.914562175,0.0,0.0,14165604.572291186,2276508.196830741,1799592.165,19105670.151750002,168330305.28735906,54369405.35002318,37347375.08587193,346.8865914781061,112.0417245745788,190.12374472849336
SC,130,9164494.42,4638.007,9307816.625,3264.528,90719494.544,Conventional Steam Coal,Coal,2008.0,16.0,10765.507505523248,2390.1,Coal,BIT,33.371506,-80.113235,0.27377507,1580.072,3821.294604540709,5800.0485391739,1773.1782408482318,8017076080.326407,8398470284.723807,2085257611.2375207,25730639488.951115,58174504604.66062,113263172.07858661,99528832.93222412,24345737.246846225,0.0,0.0,19245438.282,0.0,0.0,0.0,204322403.0939,0.0,582431850.5686078,610139724.3666915,151491695.6327419,4226314436.001333,8443908.832605638,3088770.9564852137,5355137.876120424,-3643882585.4327254,113263172.07858661,0.0,0.0,-3616174711.6346416,99528832.93222412,0.0,0.0,-4074822740.3685913,24345737.246846225,19245438.282,204322403.0939,-3530619413.354139,-3516645878.7024174,-3826909161.745845,-418.12618816073285,-416.471322513941,-714.6238342080339
FL,136,10398419.64,3194.442,6452594.227,1465.672,79255280.689,Conventional Steam Coal,Coal,1984.0,40.0,6921.469613961109,1897.8,Coal,BIT,29.733056,-81.632778,0.1774386,1588.472,6689.8305660598735,6546.177294620673,2011.922382168563,14035264527.593615,9478864722.610735,2366020721.43023,13135565033.375391,0.0,198286577.97801465,112332402.37569076,27623694.307174373,0.0,0.0,21836681.244000003,0.0,0.0,0.0,231832765.87379998,0.0,1019646690.4045477,688629204.2590781,171888829.97480243,0.0,5853694.758042727,3504649.040680788,2349045.7173619387,1019646690.4045477,198286577.97801465,0.0,0.0,688629204.2590781,112332402.37569076,0.0,0.0,171888829.97480243,27623694.307174373,21836681.244000003,231832765.87379998,1217933268.3825624,800961606.634769,453181971.3997768,208.06231256065652,136.83009445176177,192.9217333022859
AZ,141,163506.94,0.519,102744.69,213.28,1728862.029,Petroleum Liquids,Combustion turbine - aeroderivative,1961.0,63.0,9171.191716695568,712.3,Oil,DFO,33.5561,-112.2153,0.054393373,1900.396,343.1516415366915,86.03835218348561,31.635891184892813,719932143.9439788,124583533.96168716,37203808.03343395,6532639859.802253,0.0,10171014.655147538,1476418.123468613,434360.78596857836,0.0,0.0,343364.574,0.0,0.0,0.0,3645387.2273000004,0.0,52302286.60422604,9050858.1318999,2702816.15691365,0.0,93208.41077424299,55107.83948469801,38100.57128954498,52302286.60422604,10171014.655147538,0.0,0.0,9050858.1318999,1476418.123468613,0.0,0.0,2702816.15691365,434360.78596857836,343364.574,3645387.2273000004,62473301.259373575,10527276.255368514,7125928.744182229,670.2539045611247,112.94341538411466,187.02944609488375
AZ,147,1285009.72,2.676,530083.426,42.571,8919617.088,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,8034.550090420521,573.7,Gas,NG,33.3556,-111.9353,0.050698236,1898.204,2893.4065387752235,676.9608186912394,248.62814797616284,6070366918.350418,980239265.4649147,292386702.0199675,4609421386.874253,7346717402.170814,85760569.80929762,11616647.64874167,3413664.471712716,0.0,0.0,2698520.412,0.0,0.0,0.0,28649291.7074,0.0,441005548.9633502,71213315.63582948,21241575.635915425,533731022.292697,480883.57379078213,433095.435496724,47788.13829405815,-92725473.32934684,85760569.80929762,0.0,0.0,-462517706.6568675,11616647.64874167,0.0,0.0,-512489446.6567816,3413664.471712716,2698520.412,28649291.7074,-6964903.520049214,-450901059.00812584,-477727970.0656689,-14.483554647427889,-937.6511978849567,-9996.789728991562
AZ,160,2037924.24,138.887,1483122.023,1183.104,20687363.112,Natural Gas Steam Turbine,Oil/Gas steam,1979.0,45.0,10329.374392059977,660.7,Gas,NG,32.0603,-109.8931,0.1066012,1946.052,2182.337036787506,1047.20954936182,394.30466682145345,4578543103.180187,1516359427.4759154,463702288.18202925,6824617660.834027,0.0,64684469.770381674,17970115.867048834,5413803.0754585555,0.0,0.0,4279640.904,0.0,0.0,0.0,45435520.9308,0.0,332626172.6563035,110161861.83379644,33687466.49186861,0.0,1345465.607498648,686855.260699608,658610.3467990401,332626172.6563035,64684469.770381674,0.0,0.0,110161861.83379644,17970115.867048834,0.0,0.0,33687466.49186861,5413803.0754585555,4279640.904,45435520.9308,397310642.4266852,128131977.70084527,88816431.40212716,295.29602259051757,95.23244368843818,134.85429105963843
OK,165,3790234.8,785.411,2153586.545,996.73,29004186.916,Conventional Steam Coal,Coal,1985.0,39.0,5712.175798098658,1194.3,Coal,SUB,36.190278,-95.2894,0.4096539,1541.355,1056.196978374048,2459.027834618169,733.3478058973764,2215901260.628753,3560672304.5271087,862417019.7353146,6822051555.669227,0.0,31305678.439006787,42196917.64204778,10068865.374970978,0.0,0.0,7959493.08,0.0,0.0,0.0,84503284.866,0.0,160982814.55410233,258678967.09665233,62653657.73426117,0.0,1953700.7637498614,1277448.22921716,676252.5345327014,160982814.55410233,31305678.439006787,0.0,0.0,258678967.09665233,42196917.64204778,0.0,0.0,62653657.73426117,10068865.374970978,7959493.08,84503284.866,192288492.9931091,300875884.7387001,165185301.05523214,98.42269428407124,154.00305426569523,244.26570344668232
AR,170,175675.9,0.558,110584.027,234.077,1860793.213,Natural Gas Steam Turbine,Oil/Gas steam,1970.0,54.0,2081.3263034563565,552.5,Gas,NG,34.4341,-92.9049,0.18374923,1497.525,109.13965359382996,117.31082762288851,33.9903838712174,228974993.23985526,169866078.39794257,39972691.43255166,1149932782.659637,0.0,3234899.33252112,2013053.802008767,466687.9705518149,0.0,0.0,368919.39,0.0,0.0,0.0,3916694.1905,0.0,16634784.017316403,12340585.69469355,2903972.521902414,0.0,100320.1373587869,59209.22560553,41110.9117532569,16634784.017316403,3234899.33252112,0.0,0.0,12340585.69469355,2013053.802008767,0.0,0.0,2903972.521902414,466687.9705518149,368919.39,3916694.1905,19869683.349837523,14353639.496702317,7656274.072954229,198.0627606078249,143.07834772362483,186.23459676366048
AR,201,411773.43,1.153,211302.118,143.356,3555359.688,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,1746.3598431012965,185.0,Gas,NG,35.462382,-93.804926,0.2295805,1532.954,204.74778047746852,268.6143455763791,79.67135477130253,429560843.441729,388953572.39459693,93693513.21105178,323076570.97373986,514934970.5725223,6068724.213352167,4609422.170090665,1093887.701009984,0.0,0.0,864724.203,0.0,0.0,0.0,9180488.62185,0.0,31207127.694788195,28257053.654632743,6806731.748461269,37409465.10025323,191690.04852719457,138782.757994881,52907.29053231358,-6202337.405465037,6068724.213352167,0.0,0.0,-9152411.445620488,4609422.170090665,0.0,0.0,-30602733.351791963,1093887.701009984,864724.203,9180488.62185,-133613.19211286958,-4542989.275529823,-19463632.825931974,-0.6970272747044259,-23.699661565296758,-367.88186713217516
CA,260,5565914.43,11.886,2232029.142,170.414,39620474.981,Natural Gas Fired Combined Cycle,Combined cycle,2002.0,22.0,4765.582608695652,1398.0,Gas,NG,36.804837,-121.782241,0.169046,1677.958,3758.612063487248,3317.076115186043,1076.9124738797307,7885568109.196246,4803126214.789391,1266449069.2825632,6662284486.956522,10618669301.512354,111405261.56176203,56921026.1365925,14786008.2663687,0.0,0.0,11688420.303,0.0,0.0,0.0,124092062.21685001,0.0,572877939.613737,348941891.2537599,92006146.3409616,771434766.2276524,2024862.6875765272,1875917.431969581,148945.2556069463,-198556826.61391544,111405261.56176203,0.0,0.0,-422492874.9738925,56921026.1365925,0.0,0.0,-679428619.8866909,14786008.2663687,11688420.303,124092062.21685001,-87151565.05215341,-365571848.8373,-528862129.1004721,-43.04072843401616,-180.54155033832814,-3550.7148377796852
TX,298,6711822.2,5591.339,7236001.664,5510.945,69044241.042,Conventional Steam Coal,Coal,1986.0,38.0,6587.176332747511,1849.8,Coal,SUB,31.4219,-96.2525,0.4151581,1548.295,1845.5372979720898,4334.976221907398,1298.6266929804196,3871937251.1454444,6277045569.321914,1527184990.9449735,12184958780.316345,0.0,54701725.51189274,74388191.96793096,17830144.49462116,0.0,0.0,14094826.620000001,0.0,0.0,0.0,149640075.949,0.0,281292026.6534821,456020527.9846607,110948327.23608993,0.0,6564389.99875534,2262130.40527474,4302259.5934806,281292026.6534821,54701725.51189274,0.0,0.0,456020527.9846607,74388191.96793096,0.0,0.0,110948327.23608993,17830144.49462116,14094826.620000001,149640075.949,335993752.1653748,530408719.95259166,292513374.2997111,51.18430687833627,80.80091524927089,67.99063792965195
CA,302,311572.12,0.903,178692.631,11.719,3006826.752,,,,,,,,,,,0.35,1300.0,101.6216960208741,239.67086153846154,60.28405696153549,213202318.25179386,347043407.5076923,70894050.98676574,,0.0,3012067.070058708,4112751.9839999997,827700.1020818823,0.0,0.0,654301.452,,0.0,0.0,6946500.415399998,0.0,15488916.348147448,25212325.79523072,5150375.635308438,0.0,162107.22084594567,105011.23913680398,57095.98170914169,15488916.348147448,,0.0,0.0,25212325.79523072,,0.0,0.0,5150375.635308438,,654301.452,6946500.415399998,,,,,,
CA,315,3450749.9,8.414,1666706.279,83.231,28045609.789,Natural Gas Steam Turbine,Oil/Gas steam,1964.0,60.0,6243.978910369069,1115.0,Gas,NG,33.7688,-118.1009,0.050129134,1798.856,7858.129185406087,1918.302511388939,667.6630872223512,16486355030.98197,2777702036.4911833,785171790.573485,6962036485.061512,0.0,232914949.05543643,32918071.095434193,9167014.187562883,0.0,0.0,7246574.79,0.0,0.0,0.0,76934469.0205,0.0,1197715747.4393036,201797029.39477184,57041875.917854995,0.0,1512010.4357027314,1163029.3588213301,348981.07688140124,1197715747.4393036,232914949.05543643,0.0,0.0,201797029.39477184,32918071.095434193,0.0,0.0,57041875.917854995,9167014.187562883,7246574.79,76934469.0205,1430630696.49474,234715100.49020603,150389933.91591787,946.1777926352944,155.23378341044213,430.9400820808024
CA,330,156896.99,0.398,78757.514,3.995,1325244.62,,,,,,,,,,,0.35,1300.0,51.173186562296145,120.68999230769231,30.356975079328226,107361345.40769732,174759108.86153844,35699802.693289995,,0.0,1516773.2497064578,2071040.268,416801.2678391765,0.0,0.0,329483.679,,0.0,0.0,3498018.39205,0.0,7799684.879976189,12696059.03176143,2593551.8060769737,0.0,71447.61171083579,52880.043749533,18567.56796130279,7799684.879976189,,0.0,0.0,12696059.03176143,,0.0,0.0,2593551.8060769737,,329483.679,3498018.39205,,,,,,
CA,335,3299132.1,7.062,1398861.101,77.0,23538426.625,Natural Gas Steam Turbine,Oil/Gas steam,1958.0,66.0,2081.3263034563565,218.0,Gas,NG,33.6439,-117.9792,0.09951902,1767.445,3784.3344003844477,1866.6109555077664,638.3275481773857,7939533572.006571,2702852663.575246,750673196.6566056,453729134.1534857,0.0,112167671.62739503,32031043.996513274,8764237.236475507,0.0,0.0,6928177.41,0.0,0.0,0.0,73554150.16950001,0.0,576798471.7449638,196359303.9267164,54535590.62185654,0.0,1269025.3882523547,1111928.59584807,157096.7924042847,576798471.7449638,112167671.62739503,0.0,0.0,196359303.9267164,32031043.996513274,0.0,0.0,54535590.62185654,8764237.236475507,6928177.41,73554150.16950001,688966143.3723588,228390347.92322966,143782155.43783206,542.9096610282733,179.97303287821427,915.2456472046371
