facility_id,macc,emissions,transition,from_fuel,to_tech,nameplate_capacity,annual_generation,cumulative_end,cumulative_start
6481,85.01712945754473,2720296.411744947,Coal to NGCC,Coal,NGCC,1640.0,4916969.0,518587767.39598095,515867470.984236
2442,85.08104567203854,4425724.991951319,Coal to NGCC,Coal,NGCC,1636.2,8005566.09,523013492.3879323,518587767.39598095
6004,85.32647956939508,2819130.866296774,Coal to NGCC,Coal,NGCC,1368.0,5114154.79,525832623.25422907,523013492.3879323
3118,85.38674320447046,1727646.1786318491,Coal to NGCC,Coal,NGCC,1963.0,3136317.76,527560269.4328609,525832623.25422907
2167,85.5955455917663,4305087.978075455,Coal to Wind,Coal,Wind,1300.0,4979818.71,531865357.41093636,527560269.4328609
6761,86.01834123024915,891022.9033926963,Coal to NGCC,Coal,NGCC,800.4,1629501.39,532756380.314329,531865357.41093636
6463,86.25989037069519,1718.7521326199999,Oil to Wind,Oil,Wind,78.7,2060.13,532758099.0664616,532756380.314329
2828,86.39862195554863,5670288.995449016,Coal to NGCC,Coal,NGCC,1880.4,10415660.46,538428388.0619106,532758099.0664616
6264,86.48510430843976,2969268.550682945,Coal to NGCC,Coal,NGCC,1300.0,5459659.98,541397656.6125935,538428388.0619106
1001,86.55608701424693,2563985.84555005,Coal to NGCC,Coal,NGCC,1184.8999999999996,4718327.07,543961642.4581436,541397656.6125935
6041,86.90785895354551,4532877.824323926,Coal to NGCC,Coal,NGCC,1608.5,8375444.57,548494520.2824675,543961642.4581436
6155,87.08690575142545,481246.367784008,Coal to NGCC,Coal,NGCC,1242.0,891035.75,548975766.6502515,548494520.2824675
7604,87.22590065322008,796578.7981863726,Gas to Wind,Gas,Wind,506.6,2010810.06,549772345.4484379,548975766.6502515
54915,87.33041884308533,531038.308677732,Gas to Wind,Gas,Wind,138.1,1042639.9,550303383.7571156,549772345.4484379
1364,89.36517935003984,4362406.921115215,Coal to NGCC,Coal,NGCC,1717.1999999999998,8288373.42,554665790.6782308,550303383.7571156
4162,89.40569114871649,1604719.3264945312,Gas to NGCC,Gas,NGCC,707.1999999999999,3050275.4,556270510.0047253,554665790.6782308
10870,89.60490003070203,8157.687864026399,Gas to Wind,Gas,Wind,171.5,12119.69,556278667.6925894,556270510.0047253
7318,89.80151644205525,344.3428290577,Gas to NGCC,Gas,NGCC,45.1,657.43,556279012.0354185,556278667.6925894
54041,90.24730171611165,47945.190388521594,Gas to Wind,Gas,Wind,221.3,66797.12,556326957.2258071,556279012.0354185
2079,90.46221281795358,1471009.8501570383,Coal to NGCC,Coal,NGCC,1046.2,2829160.54,557797967.0759641,556326957.2258071
